Vrest,dVdt,APA,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,SA,sex
-76.947,185.44,114.9,5.54,46.004,104,282,178,428.38,654.77,187,464,277,228.77,0,0
-75.367,176.43,111.32,5.4644,91.951,132.95,352.95,220,397.33,648.77,267.95,616.95,349,259.12,0,0
-78.112,315.83,124.47,5.5059,72.407,116.41,267.41,151,267.08,473.92,199.41,478.41,279,208.44,0,1
-75.923,204.74,118.34,6.1013,127.32,172.32,413.32,241,300.1,503.28,145.32,385.32,240,203.92,0,1
-76.309,222.52,112.87,5.0216,61.63,105.63,266.63,161,105.86,291.36,320.63,668.63,348,188.29,0,1
-76.154,161.04,111.1,5.4973,65.067,115.07,293.41,178.34,382.67,603.38,171.07,430.41,259.34,222.28,0,0
-73.861,168.49,111,5.8058,116.97,151.97,374.97,223,190.93,423.65,334.97,682.97,348,238.37,0,0
-73.471,194.2,116.23,6.3237,101.26,142.26,389.7,247.45,410.84,660.73,239.26,564.7,325.45,255.1,0,0
-78.59,212.46,116.2,5.2635,109.77,142.77,282.77,140,226.34,443.75,243.77,560.77,317,220.21,0,0
-75.271,174.1,106.25,4.7717,46.208,116.21,321.21,205,277.1,490.15,229.21,555.32,326.12,216.31,0,1
-74.349,177.35,115.87,6.5493,96.137,136.14,339.14,203,284.42,520.66,263.14,596.14,333,240.62,0,1
-75.518,214.26,115.18,5.4196,91.845,134.85,338.17,203.32,267.22,473.25,266.17,610.17,344,210.8,0,0
-75.098,231.73,114.14,5.3527,82.103,126.1,321.1,195,295.34,517.92,211.1,512.1,301,225,0,1
-76.951,167.58,110.42,5.1498,81.762,126.76,296.76,170,304.86,517.43,208.76,514.76,306,215.2,0,1
-76.171,201.6,117.31,5.7988,63.534,105.53,268.53,163,134.2,343.9,299.53,636.53,337,212.36,0,0
-75.428,242.34,117.04,5.4699,40.169,104.7,293.7,189,343.67,538.11,182.7,456.7,274,196.11,0,0
-78.093,203.39,119.72,6.2579,82.8,124.8,293.71,168.91,531.07,769.35,217.71,525.71,308,243.67,0,0
-75.993,202.99,116.04,5.5727,103.87,145.87,346.87,201,189.69,407.68,305.87,650.87,345,222.33,0,0
-73.867,187.14,108.44,5.0811,30.361,93.383,294.38,201,248.33,438.16,176.38,438.38,262,190.69,0,0
-76.832,166.8,111.59,5.414,80.039,122.04,290.04,168,329.97,554.15,207.04,510.04,303,226.95,0,0
-74.938,176.39,110.24,5.4019,27.324,87.879,287.88,200,406.72,612.98,134.88,339.88,205,206.61,0,1
-79.527,261.7,127.42,6.9881,122.47,161.47,306.47,145,341.76,541.46,167.47,412.47,245,200.75,0,1
-76.802,222.4,116.88,5.4973,115.95,154.95,337.95,183,190.34,409.22,296.95,634.95,338,222.76,0,0
-74.712,171.75,112.05,5.7221,57.993,118.99,339.99,221,485.94,709.84,194.99,487.99,293,227.41,0,0
-76.039,191.24,117.04,6.2242,105.25,150.25,368.25,218,434.94,665.71,185.25,466.25,281,233.21,0,0
-74.739,160.05,111.06,5.6461,41.975,92.975,271.97,179,122.35,332.44,261.97,566.97,305,211.37,0,0
-77.994,274.87,125.95,6.2928,99.959,147.96,328.96,181,445.83,651.35,193.96,477.96,284,208.31,0,0
-77.779,185.98,114.46,5.5252,102.97,138.97,297.97,159,221.87,439.4,308.97,665.97,357,223.58,0,0
-74.731,193.02,113.65,5.6438,87.574,129.57,322.57,193,313.08,537.98,187.57,461.57,274,226.55,0,1
-75.867,182.09,119.51,7.9269,132.59,170.59,405.59,235,339.77,560.36,260.59,596.59,336,225.87,0,0
-76.773,272.26,119.18,5.2847,30.434,84.79,265.79,181,475.35,697.23,154.79,385.79,231,222.97,0,1
-76.552,186.23,117.4,6.2122,101.86,148.86,357.86,209,419.57,670.69,254.86,588.95,334.09,257.57,0,0
-76.182,257.5,114.79,4.8661,43.804,104.8,272.8,168,100.92,272.59,264.8,581.8,317,172.91,0,0
-75.584,160.32,108.51,5.1429,59.566,105.57,291.57,186,252.45,450.26,245.57,585.85,340.28,201.62,0,0
-75.898,188.19,109.31,5.0124,55.091,113.09,296.09,183,360.91,574.92,165.09,423.09,258,215.41,0,1
-75.16,185.45,110.7,5.2455,95.365,143.37,371.37,228,200.23,430.94,330.37,682.37,352,236.65,0,1
-77.764,216.87,115.88,5.3098,84.908,121.91,269.91,148,231.02,448.47,229.91,540.66,310.76,219.84,0,1
-75.105,197.87,117.73,6.4605,107.65,150.65,396.65,246,350.02,601.74,310.65,662.65,352,260.84,0,1
-76.384,215.85,115.34,5.3352,76.007,114.01,282.01,168,175.2,380.22,274.01,613.01,339,208.09,0,1
-76.913,205.11,115.83,5.5347,89.308,130.31,302.31,172,309.92,508.46,204.31,503.31,299,200.94,0,0
-75.319,176.48,116.82,6.7303,102.37,144.37,339.37,195,323.68,561.25,184.37,442.37,258,238.94,0,0
-77.039,210.93,116.11,5.6696,125.96,164.96,356.96,192,327.03,531.62,187.96,474.96,287,206.61,0,1
-77.658,261.92,119.32,5.2708,66.654,112.65,265.65,153,171.25,383.76,285.84,628.84,343,215.84,0,1
-76.495,210.13,116.68,5.6613,88.799,125.8,292.8,167,251.73,480.97,251.8,578.8,327,232.72,0,0
-76.79,310.03,121.3,5.3514,59.377,113.38,286.38,173,289.61,522.36,213.38,506.38,293,234.94,0,0
-76.191,163.16,110.15,5.1841,41.278,90.042,271.04,181,290.95,514.7,253.04,597.04,344,228.56,0,1
-76.17,198.47,120.31,7.2172,121.61,162.61,387.61,225,382.83,590.42,192.61,482.61,290,209.99,0,0
-76.103,203.57,115.55,5.6689,102.5,138.5,302.5,164,193.11,389.46,170.5,411.5,241,197,0,1
-75.349,170.35,110.78,5.3796,38.202,106.34,322.34,216,457.44,697.58,191.34,477.34,286,243.07,0,0
-74.05,191.8,111.66,5.5116,51.04,103.04,299.04,196,193.34,399.32,208.04,489.04,281,207.15,0,0
-75.93,205.66,112,5.1048,89.551,132.55,316.5,183.95,158.28,351.75,267.5,598.5,331,195.85,0,0
-75.789,193.4,115.45,5.7687,94.962,131.96,312.96,181,213.13,463.35,335.96,691.96,356,257.2,0,0
-77.59,270.21,118.54,5.135,106.66,154.66,353.66,199,342.56,561.01,200.66,500.66,300,221.02,0,0
-73.92,173.23,107.74,5.1643,73.152,113.15,301.15,188,124.19,332.1,282.15,613.15,331,209.98,0,1
-76.793,239.58,120.29,5.8059,101.46,138.46,300.46,162,157.24,350.22,245.46,549.46,304,194.58,0,0
-74.876,190.99,112.24,5.549,100.47,143.47,361.47,218,323.24,533.54,210.47,518.47,308,213.11,0,1
-77.103,205.53,112.05,5.012,68.41,107.41,271.41,164,273.32,496.84,246.41,585.41,339,227.69,0,1
-75.345,164.83,110.51,5.4391,53.072,105.07,290.07,185,214.86,426.55,242.07,562.07,320,214.21,0,0
-76.911,208.03,114.47,5.2017,68.591,116.59,285.59,169,244.19,458.76,249.59,582.59,333,218.05,0,0
-75.304,163.41,112.46,5.8657,99.914,132.91,298.42,165.51,196.54,415.08,210.91,491.42,280.51,219.87,0,1
-75.219,244.85,113.25,4.9198,35.736,77.681,267.68,190,281.66,524.06,261.68,609.68,348,247.44,0,1
-76.532,203.52,120.11,6.6157,94.144,140.14,312.14,172,396.95,609.74,136.14,333.14,197,213.23,0,0
-75.018,169.32,114.85,6.4974,120.31,162.31,419.31,257,409.43,664.89,231.31,559.31,328,260.26,0,0
-77.385,199.64,110.47,4.7865,89.248,127.25,296.25,169,307.9,514.93,206.25,512.25,306,209.73,0,1
-76.516,188.4,114.96,5.6407,92.224,128.22,286.22,158,150.61,368.3,286.22,618.22,332,220.35,0,1
-75.961,196.18,116.36,5.8434,51.291,105.29,290.05,184.76,314.22,523.66,192.29,466.05,273.76,211.04,0,1
-78.161,224.3,117.41,5.4879,85.116,128.12,294.12,166,459.68,704.28,218.12,528.12,310,249.28,0,1
-75.459,206.58,119.84,6.7693,122.56,164.56,438.56,274,384.32,616.46,220.56,546.56,326,236.12,0,1
-75.063,200.54,112.86,5.3746,101.87,141.87,348.87,207,225.55,459.12,281.87,621.87,340,237.83,0,0
-76.019,205.26,117.78,6.0445,115.22,157.22,377.22,220,287.05,532.39,280.22,619.22,339,250.56,0,0
-77.275,203.13,117.71,5.8525,55.132,105.13,268.13,163,421.03,651.18,160.13,396.13,236,231.25,0,0
-77.633,174.01,112.23,5.3121,102.71,136.71,292.71,156,247.38,442.58,246.71,578.71,332,198.76,0,1
-77.56,228.72,122.92,6.6139,126.91,160.91,333.91,173,175.43,366.28,278.91,602.91,324,193.63,0,1
-74.988,191.25,115.66,6.132,54.228,111.23,322.23,211,456.5,684.39,216.23,526.23,310,232.39,0,0
-75.99,168.83,117.54,7.5284,99.565,134.57,305.57,171,247.02,449.96,230.57,534.57,304,205.22,0,0
-76.165,163.95,118.04,8.3869,117.9,160.9,384.9,224,455.93,698.86,227.9,544.9,317,247.86,0,0
-75.769,183.15,112.29,5.5584,26.043,113.02,340.02,227,575.15,791.7,164.02,417.02,253,218.64,0,0
-74.288,191.39,111.72,5.4462,63.746,111.75,295.18,183.44,274.67,489.74,165.75,407.18,241.44,215.89,0,0
-76.407,311.31,119.22,5.0695,81.238,131.24,328.24,197,371.35,566.7,198.24,497.24,299,198.15,0,1
-75.309,187.94,112.33,5.4649,97.234,132.23,305.23,173,184,367.52,210.23,501.23,291,184.79,0,0
-76.702,163.33,111.84,5.608,109.79,148.79,315.49,166.7,171.77,343.26,214.79,507.49,292.7,172.69,0,1
-75.165,288.26,117.35,5.2179,47.616,114.62,305.62,191,296.63,505.56,167.62,416.62,249,209.85,0,0
-76.861,191.5,112.03,5.2402,82.066,126.07,323.07,197,447.08,692.84,271.07,623.07,352,255.04,0,1
-76.743,242.7,117.12,5.1561,73.486,116.49,280.49,164,159.19,344.82,238.49,549.49,311,187.23,0,0
-75.984,261.85,115.68,5.1736,55.473,119.47,319.47,200,469.07,701.76,179.47,451.47,272,235.17,0,1
-76.608,185.11,112.31,5.3183,98.663,140.66,323.66,183,184.53,386.98,293.66,638.66,345,206.38,0,0
-76.843,181.27,118.13,6.8068,115.06,153.06,323.06,170,261.58,465.48,164.06,400.06,236,204.65,0,0
-75.895,235.8,113.55,5.1537,84.215,143.21,356.21,213,438.81,655.8,125.21,328.21,203,217.66,0,0
-75.671,200.63,116.87,5.8428,66.131,110.13,284.07,173.94,135.46,349.17,311.07,651.07,340,216.79,0,1
-78.07,339.32,123.83,5.2149,85.536,137.54,320.54,183,416.15,646.55,212.54,516.54,304,234.12,0,0
-78.034,178.69,115.04,5.7121,106.86,142.86,292.86,150,204.46,429.7,331.86,687.86,356,231.78,0,0
-79.391,238.11,123.16,6.0078,94.463,129.46,265.46,136,329.36,541.52,185.46,453.46,268,213.74,0,1
-77.609,188.42,117.3,6.035,72.071,121.07,281.29,160.22,381.25,594.25,193.07,473.29,280.22,215.26,0,1
-73.776,194.19,112.56,5.5311,73.859,122.86,335.86,213,350.76,586.19,190.86,469.86,279,237.47,0,0
-75.188,180.11,111.78,5.5106,85.545,120.55,288.55,168,144.69,370.11,227.55,512.55,285,226.62,0,1
-77.655,313,117.99,4.383,105.54,146.54,332.6,186.06,298.97,510.19,228.54,547.6,319.06,214.59,0,0
-75.955,191.28,114.67,5.5613,93.555,130.56,300.56,170,118.16,327.54,284.56,606.56,322,211.23,0,0
-76.688,205.28,111.71,4.9753,30.017,84.154,273.15,189,507.29,745.66,187.15,473.15,286,241.72,0,1
-76.274,201.52,112.13,5.1754,88.598,129.6,316.6,187,244.36,443.62,283.6,639.6,356,204.77,0,1
-77.018,194.09,107.81,4.4696,36.112,105.85,270.85,165,331.23,558.53,155.85,405.85,250,228.47,0,0
-78.63,300.02,127.98,6.1877,118.05,154.05,305.31,151.26,206.46,429.34,307.31,645.31,338,227.48,0,0
-76.066,174.54,108.93,4.9381,52.549,103.55,269.55,166,61.016,239.85,317.55,647.55,330,180.12,0,1
-78.502,247.67,118.54,5.1567,80.5,120.5,266.5,146,290.88,507.84,216.5,522.5,306,219.63,0,1
-77.934,265.99,124.8,6.0484,86.388,128.39,289.39,161,360.89,589.81,222.39,528.39,306,232.41,0,0
-75.273,165.64,109.44,5.2327,44.766,97.766,280.77,183,187,384.71,253.77,585.77,332,200.36,0,0
-74.416,181.96,110.03,5.3865,86.994,124.99,318.99,194,156.3,369.7,305.99,652.99,347,217.06,0,1
-73.727,194.95,109.02,5.1961,75.048,121.05,349.05,228,321.17,541.66,251.05,595.05,344,225.71,0,1
-76.711,279.97,118.01,5.2082,83.126,118.13,280.52,162.39,258.24,489.33,272.52,621.52,349,236.14,0,0
-75.471,220.9,115.4,5.5133,82.411,120.41,300.41,180,188.92,409.11,302.41,653.41,351,224.76,0,0
-75.703,170.75,105.57,4.8381,30.539,83.667,280.63,196.96,393.3,618.45,193.67,495.63,301.96,228.28,0,1
-76.638,166.34,110.96,5.3299,74.442,112.44,277.44,165,214.24,404.57,204.44,498.44,294,191.81,0,1
-76.7,215.43,113.84,5.0827,50.092,103.09,271.09,168,215.6,413.13,224.09,535.09,311,199.54,0,1
-77.802,225.35,112.77,4.7574,107.52,145.52,292.52,147,161.45,346.81,210.52,495.52,285,186.5,0,0
-76.218,206.22,119.73,6.4426,127.58,164.58,361.58,197,141.36,346.21,312.58,639.58,327,207.7,0,0
-76.615,227.33,118.16,5.6053,87.963,124.96,289.96,165,210.06,415.64,218.96,515.96,297,207.25,0,1
-75.8,194.77,116.09,6.0333,93.685,135.68,332.68,197,319.07,535.48,222.68,534.68,312,219.57,0,0
-77.339,261.57,118.47,5.2164,91.036,128.04,283.04,155,256.24,452.64,181.04,445.04,264,197.52,0,0
-76.482,195.75,113.64,5.4221,106.1,154.1,363.16,209.05,450.7,668.78,158.1,413.16,255.05,219.64,0,1
-77.889,170.78,113.06,5.4915,99.956,135.96,297.96,162,338.28,569.78,242.96,574.96,332,236.32,0,0
-77.718,194.71,116.39,5.52,83.799,120.8,271.8,151,179.02,373.34,269.8,607.8,338,197.36,0,1
-76.587,195.58,119.08,6.589,120.67,161.67,346.67,185,264.65,477.4,200.67,481.67,281,214.34,0,0
-74.422,192.87,114.39,5.8779,103.32,144.32,361.32,217,266.61,490.94,235.32,552.32,317,227.25,0,1
-75.524,167.16,113.38,5.8743,103.25,161.25,421.25,260,462,686.4,153.25,404.25,251,225.75,0,1
-77.083,191.66,118.98,6.5654,107.01,147.01,320.01,173,274.74,465.96,190.01,461.01,271,192.49,0,0
-75.484,170.32,107.01,4.9995,93.208,145.21,362.21,217,301.46,518.49,224.21,548.21,324,220.38,0,0
-75.228,180.28,114.14,5.8643,91.092,130.09,315.09,185,184.4,368.53,231.09,536.09,305,185.78,0,1
-76.226,221.27,116.11,5.6111,76.362,126.36,335.36,209,507.39,753.27,208.36,511.36,303,250.38,0,1
-76.515,279.59,124.36,6.0669,35.206,98.367,294.82,196.45,569.1,795.09,205.37,498.82,293.45,230.63,0,1
-77.527,205.11,114.95,5.2499,104.92,140.92,296.92,156,175.84,361.89,225.92,527.92,302,187.59,0,0
-76.134,186.82,116.28,5.985,118.04,158.04,337.04,179,214.15,415.71,158.04,389.04,231,202.13,0,1
-74.696,185.45,108.14,4.9802,64.214,108.21,295.21,187,223.3,449.95,249.21,581.21,332,229.76,0,1
-76.141,173.36,111.85,5.4616,40.095,93.095,283.1,190,399.8,621.66,214.1,529.1,315,225.89,0,0
-75.908,202.17,113.89,5.4809,33.518,88.615,284.62,196,446.81,667.56,190.62,478.62,288,223.7,0,0
-77.341,267.89,124.09,6.042,87.917,122.92,282.92,160,242.25,465.14,276.92,620.92,344,227.52,0,0
-75.705,232.74,113.6,5.211,105.4,141.4,333.4,192,239.25,457.05,252.4,582.4,330,221.19,0,0
-76.356,232.53,115.58,5.1403,68.796,116.8,290.8,174,241.51,436.21,196.8,480.8,284,196.08,0,1
-75.987,178.54,112.91,5.5227,54.419,127.42,347.42,220,550.22,793.06,176.42,446.42,270,245.54,0,1
-75.51,242.87,122.35,6.3488,93.984,131.98,302.98,171,180.15,392.69,230.98,520.11,289.13,214.05,0,0
-77.133,213.86,115.12,5.2161,73.562,117.56,272.56,155,189.93,400.82,235.56,543.64,308.08,212.8,0,0
-75.965,225.98,113.57,5.0748,38.924,90.679,266.68,176,292.54,492.33,222.68,546.68,324,203.09,0,0
-75.937,169.48,115.47,6.5162,98.769,143.77,341.77,198,369.35,569.09,198.77,490.77,292,202.26,0,1
-75.877,234.64,117.29,5.5025,87.31,129.31,318.31,189,184.78,415.78,312.31,659.31,347,235.56,0,0
-74.628,181.58,109.81,5.1338,38.975,108.09,308.09,200,262.3,473.36,165.09,404.09,239,211.65,0,0
-77.186,217.67,118.5,5.7431,82.507,121.51,277.51,156,144.28,358.16,307.51,650.51,343,217.14,0,1
-77.503,192.85,118.56,6.3899,102.64,147.64,319.64,172,310.64,524.42,198.64,480.64,282,215.67,0,0
-76.929,290.95,118.92,5.0147,89.519,149.52,406.52,257,446.41,688.93,204.52,521.52,317,246.5,0,1
-76.468,170.87,113.62,5.7268,112.32,155.32,345.32,190,236.47,455.94,290.32,635.32,345,224.42,0,1
-76.054,182.11,110.04,5.1037,82.567,119.57,285.57,166,146.37,373.78,295.57,637.57,342,230.43,0,0
-78.227,245.33,119.53,5.3873,104.6,142.6,296.6,154,224.12,420.05,227.6,535.73,308.12,198.08,0,0
-78.043,231,121.02,5.9355,91.593,130.59,280.59,150,277.27,480.99,193.59,467.59,274,205.17,0,1
-76.09,219.45,120.55,6.4976,110.36,148.36,341.36,193,239.61,476.46,307.36,650.36,343,242.42,0,1
-77.432,222.58,114.08,4.9536,84.622,119.62,271.62,152,102.18,279.65,347.62,700.54,352.92,180.98,0,1
-78.267,165.34,111.44,5.179,63.565,117.56,266.74,149.18,346.94,554.51,193.56,485.74,292.18,209.96,0,1
-73.885,209.88,119.62,6.842,78.58,127.58,337.86,210.28,356.17,568.4,185.58,449.86,264.28,213.79,0,0
-78.687,268.87,123.47,5.5906,105.27,143.27,291.27,148,187.25,400.58,288.27,622.27,334,216.83,0,0
-76.424,207.16,113.25,5.1914,76.519,140.52,371.52,231,522.81,770.87,182.52,466.52,284,251.15,0,1
-77.708,287.84,119.05,5.0624,29.642,102.18,290.18,188,527.07,746.7,199.18,497.18,298,223.96,0,0
-76.147,164.47,114,6.126,80.129,130.13,339.13,209,547.68,788.24,218.13,532.13,314,246.37,0,1
-76.21,212.49,112.46,5.0764,38.634,104.37,308.37,204,442.44,677.03,227.37,554.65,327.28,240.13,0,0
-76.973,312.72,117.65,4.4165,27.28,96.409,276.41,180,339.4,547.94,171.41,436.41,265,209.94,0,0
-75.819,162.95,103.99,4.6983,31.986,99.889,284.98,185.09,306.71,519.69,195.89,498.98,303.09,215.36,0,0
-74.54,300.39,114.04,4.6119,49.389,97.389,281.37,183.99,171.94,379.13,315.37,679.37,364,212.36,0,1
-77.07,216.79,117.32,5.5876,97.793,132.79,301.79,169,249.81,473.68,250.79,578.79,328,227.33,0,0
-76.725,171.83,110.84,5.4811,93.324,131.32,322.32,191,399.34,626.13,230.32,557.32,327,231.89,0,0
-76.628,168.52,113.62,5.8115,104.44,140.44,314.44,174,254.22,477.52,256.44,587.44,331,227.09,0,0
-75.812,231.09,120.1,5.9767,103.36,142.36,330.36,188,178.04,414.07,306.36,639.36,333,239.79,0,0
-75.925,216.58,109.51,4.6333,66.388,116.39,311.39,195,358.1,552.31,206.39,520.39,314,197.65,0,0
-78.326,285.65,120.75,5.264,26.171,102.65,271.11,168.47,577.38,790.13,155.65,385.11,229.47,214.2,0,1
-75.62,210.12,116.04,5.7741,80.813,129.81,324.86,195.04,459.32,693.57,175.81,439.86,264.04,236.33,0,1
-77.639,168.64,118.19,7.7525,103.03,148.03,338.03,190,571.4,794.95,192.03,473.03,281,227.17,0,1
-76.356,202.31,115.74,5.6359,90.606,137.61,331.61,194,354.27,575.31,205.61,503.61,298,223.8,0,1
-77.169,217.18,116.51,5.3594,92.153,141.15,321.4,180.25,285.31,502.82,208.15,503.4,295.25,219.65,0,0
-77.026,293.09,120.02,5.2583,86.815,129.82,294.82,165,265.89,476.24,184.82,450.82,266,211.6,0,1
-76.2,164.27,109.99,5.4247,65.169,117.17,313.66,196.49,448.38,681.75,209.66,520.66,311,237.68,0,1
-75.444,178.42,115.81,6.2716,107.09,143.09,314.09,171,294.48,528.53,194.09,465.09,271,235.73,0,1
-77.046,265.27,116.25,4.8846,74.845,128.85,311.85,183,402.53,629.87,175.85,445.85,270,229.29,0,0
-77.697,214.25,116.73,5.3077,102.16,142.16,306.16,164,193.18,381.91,284.16,628.16,344,192.55,0,1
-77.043,279.12,115.79,4.5513,83.893,119.89,273.89,154,116.57,302.53,266.89,591.64,324.75,187.66,0,0
-76.88,167.44,114.83,6.2337,117.31,160.31,353,192.68,242.37,470.78,271.31,604,332.68,232.33,0,0
-75.714,161.29,107.37,5.2138,20.992,139.85,365.85,226,513.14,720.67,139.85,369.85,230,208.49,0,0
-76.372,231.35,119.43,5.8356,106.38,145.38,322.38,177,210.04,407.16,274.38,611.38,337,200.75,0,0
-77.697,206.3,120.36,6.4364,66.739,108.74,271.74,163,463.92,687.42,185.74,454.74,269,225.91,0,0
-76.346,190.32,114.89,5.6145,90.625,127.63,300.95,173.33,314.25,534.94,208.63,505.95,297.33,223.2,0,1
-75.785,221.25,113.54,5.1169,73.797,121.8,305.8,184,252.44,479.68,215.8,513.8,298,229.33,0,1
-77.186,172.31,112.75,5.7409,118.1,160.1,368.1,208,424.25,648.43,206.1,515.1,309,227.97,0,1
-76.303,198.97,117.43,5.9914,96.84,130.84,296.26,165.42,276.02,520.65,280.26,624.26,344,250.09,0,0
-75.687,178.5,108.24,5.0569,36.193,94.829,297.83,203,372.11,600.37,240.83,583.83,343,234.02,0,0
-77.465,311.6,125.59,5.8905,96.016,139.02,311.02,172,263.52,465.04,209.02,497.02,288,203.34,0,0
-77.889,178.57,116.56,6.228,99.184,131.18,273.53,142.35,161.76,355.98,251.53,566.53,315,196.17,0,0
-77.244,209.11,116.13,5.4738,115.32,146.32,300.32,154,166.39,360.84,251.32,566.32,315,196.59,0,1
-77.094,233.18,117.01,5.3178,76.521,133.52,317.52,184,335.37,524.91,198.52,491.52,293,191.85,0,0
-75.271,215.07,116.86,5.7403,55.969,123.97,326.26,202.29,405.83,611.37,153.97,384.26,230.29,206.35,0,0
-75.693,201.99,114.93,5.531,71.576,115.58,294.58,179,381.55,612.81,184.58,457.58,273,233.3,0,0
-77.148,218.51,114.05,5.0085,90.132,130.13,295.13,165,189.34,372.22,271.13,614.13,343,186.28,0,0
-77.185,241.59,115.12,5.0803,99.197,134.2,294.2,160,199.58,389.21,229.2,540.2,311,191.7,0,0
-77.292,267.65,119.2,5.408,114.74,157.74,351.74,194,297.96,497.07,239.74,565.74,326,202.87,0,1
-76.916,289.49,117.07,4.7244,24.782,90.527,287.53,197,513.41,738.64,178.53,449.53,271,227.91,0,1
-75.523,177.2,112.84,5.6171,101.78,154.78,415.78,261,444.77,663.38,213.78,537.78,324,223.25,0,0
-75.709,164.83,116.16,7.1305,115.89,152.89,350.89,198,352.47,600.04,248.89,574.89,326,252.32,0,0
-77.263,323.39,119.91,4.7717,98.327,140.33,317.33,177,336.05,545.63,187.33,467.33,280,211.58,0,0
-74.824,163.89,105.83,5.0682,72.584,123.58,322.58,199,292.99,486.91,206.58,516.58,310,196.51,0,0
-78.761,341.84,123.67,5.0554,111.87,158.87,363.87,205,442.38,680.3,216.87,533.87,317,242.28,0,0
-76.948,168.62,116.34,6.6947,95.157,126.16,278.16,152,200.24,447.09,297.16,640.16,343,251.13,0,1
-75.593,165.61,114.15,6.3492,118.25,163.25,431.24,267.99,414.29,659,242.25,583.24,340.99,250.51,0,1
-74.462,198.99,110.64,5.0818,16.545,84.104,277.33,193.23,93.755,323.36,341.33,684.33,343,232.29,0,0
-75.904,208.75,118.12,6.1437,87.686,132.69,317.69,185,287.41,484.41,188.69,460.69,272,198.39,0,1
-75.151,202.13,113.41,5.4136,91.507,134.51,331.74,197.24,229.49,457.81,245.51,562.74,317.24,231.04,0,0
-75.724,211.78,112.98,5.1464,64.488,121.49,332.49,211,266.99,500.39,288.49,641.49,353,239.35,0,1
-74.185,163.48,113.17,6.332,50.572,113.57,347.57,234,541.5,780.45,201.57,495.57,294,243.13,0,0
-78.297,205.62,120.08,6.2518,118.62,154.62,314.62,160,317.61,523.08,229.62,543.62,314,208.89,0,1
-76.299,175.62,112.5,5.5405,90.15,136.15,334.15,198,442.04,664.92,187.15,471.15,284,225.63,0,1
-76.748,252.17,118.82,5.3677,78.625,121.63,304.63,183,314.77,522.25,246.63,583.63,337,212.2,0,1
-77.31,203.17,111.43,4.9081,74.167,113.17,272.33,159.16,228.26,441.14,241.33,572.33,331,215.93,0,0
-75.95,207.67,112.16,5.1059,25.444,70.61,281.61,211,523.69,752.71,178.61,446.61,268,231.62,0,1
-74.276,186.16,113.43,5.6873,88.572,133.57,341.57,208,261.69,457.24,202.57,494.57,292,197.3,0,0
-78.556,283.79,115.64,4.0904,84.003,133,293.13,160.13,294.23,514.17,248.13,584.13,336,224.36,0,0
-77.846,254.77,118.89,5.2148,85.793,125.79,275.79,150,255.43,456.06,178.79,436.79,258,201.71,0,1
-75.767,253,119.76,5.7689,106.39,145.39,341.39,196,181.52,369.76,225.39,523.39,298,189.73,0,0
-75.334,197.32,116.87,6.1528,85.739,123.74,304.74,181,299.48,546.41,262.74,599.74,337,251.81,0,1
-77.698,254.76,114.78,4.6575,28.252,93.137,279.14,186,540.54,779.84,207.14,516.14,309,244.57,0,0
-76.879,216.94,111.97,4.8572,46.115,103.11,276.11,173,349.14,585,202.11,501.11,299,238.6,0,0
-76.588,230.18,112.77,4.8586,87.359,137.36,331.36,194,310.54,511,209.36,520.36,311,203.24,0,1
-75.866,178.95,108.9,5.1712,81.099,126.1,326.1,200,372.31,581.78,222.1,546.1,324,213.79,0,0
-75.361,160.25,116.61,7.9986,111.47,153.47,360.47,207,448.25,687.44,158.47,393.47,235,240.45,0,0
-77.022,280.65,119.87,5.4226,117.45,161.45,381.45,220,336.73,542.98,212.45,526.45,314,209.36,0,1
-75.489,160.53,112.49,5.9022,62.485,103.48,277.48,174,223.93,431.72,226.48,532.48,306,209.81,0,0
-76.407,188.24,112.11,5.1339,90.689,127.69,298.69,171,156.03,363.93,316.69,668.69,352,212.06,0,0
-77.095,219.21,113.13,4.9077,86.089,126.09,288.09,162,213.52,407.9,241.09,566.09,325,197.07,0,1
-77.839,179.85,116.11,5.9327,77.653,119.65,282.65,163,477.33,715.21,213.65,520.65,307,242.48,0,1
-76.025,205.89,116.94,5.9333,116.86,152.86,337.86,185,285.27,504.53,214.86,513.73,298.87,221.66,0,1
-78.087,302.84,119.47,4.7361,73.698,118.7,272.7,154,203.62,414.12,293.7,647.7,354,215.29,0,1
-75.018,171.11,113.56,6.0587,94.907,132.91,318.91,186,194.84,431.38,273.91,602.91,329,239.63,0,1
-73.655,179.37,112.64,5.8656,91.78,142.78,389.78,247,457.56,688.38,164.78,424.78,260,232.58,0,1
-76.496,221.28,116.31,5.48,86.062,135.06,328.06,193,403.01,637.39,177.06,444.06,267,236.25,0,0
-76.266,170.08,118.55,8.4039,136.71,174.71,375.71,201,227.47,440.86,234.71,540.71,306,215.63,0,1
-77.094,274.47,122.08,5.5956,62.337,113.34,285.34,172,483.41,738.64,217.34,522.52,305.18,259.87,0,1
-76.196,168.43,111.6,5.3091,70.57,122.57,300.57,178,211.8,399.14,222.57,529.57,307,189.21,0,0
-76.825,189.76,113.16,5.2445,104.49,141.49,318.49,177,260.06,467.04,244.49,575.49,331,210.54,0,0
