Vrest,dVdt,APA,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,SA,sex
-75.016,134.69,108.75,6.034,88.28,123.28,294.28,171,146.74,339.33,285.28,626.28,341,195.36,1,1
-76.119,161.49,113.76,6.1943,77.925,111.93,261.93,150,330.6,542.93,170.93,423.93,253,213.55,1,1
-77.214,241.74,120.01,5.52,79.341,117.34,260.34,143,144.96,358.34,305.34,648.34,343,216.63,1,0
-77.532,214.89,120.23,6.1998,98.236,141.24,295.24,154,305.03,517.96,200.24,479.24,279,214.77,1,1
-76.558,195.69,115.39,5.6302,104.18,142.18,283.37,141.2,220.83,437.15,288.37,633.37,345,220.95,1,0
-76.606,222.31,113.56,4.9987,43.899,90.899,252.9,162,292.03,512.64,209.9,515.9,306,223.12,1,1
-76.072,202.86,111.06,5.0368,80.929,116.93,273.93,157,150.52,377.89,291.93,634.93,343,230.41,1,1
-73.9,159.32,109.42,5.5635,43.686,112.69,329.69,217,401.97,616.9,195.69,489.69,294,217.77,1,0
-77.803,149.45,111.25,5.7059,81.524,115.52,257.52,142,190.16,375.18,236.52,560.52,324,187.25,1,1
-78.254,271.26,120.73,5.3931,101.06,138.06,278.06,140,223.04,418.43,227.06,534.06,307,197.52,1,1
-78.088,256.64,122.6,5.6919,86.181,124.18,252.18,128,269.47,472.11,194.18,467.18,273,204.06,1,0
-74.37,144.51,107.45,5.4242,43.135,103.14,310.14,207,384.94,591.5,216.14,537.14,321,210.76,1,0
-76.18,249.56,122.56,6.2185,104.68,141.68,296.68,155,230.31,465.02,304.68,648.68,344,240.05,1,1
-77.469,247.54,115.41,4.914,81.665,115.66,253.66,138,103.31,280.32,342.66,698.66,356,180.51,1,0
-73.533,158.49,112.76,6.3126,82.11,124.11,311.11,187,244.25,440.07,198.11,474.11,276,197.1,1,0
-76.734,219.47,111.18,4.6879,30.493,78.076,243.08,165,266.7,478.56,213.08,526.08,313,214.33,1,0
-74.821,128.05,105.44,5.443,82.112,123.11,304.11,181,220.2,413.9,210.11,512.11,302,195.42,1,0
-78.273,183.35,112.47,5.1856,59.656,114.66,258.99,144.33,350.97,558.59,192.99,483.99,291,210.01,1,0
-77.919,241.09,119.39,5.3892,71.204,106.2,235.44,129.23,108.29,298.46,285.44,618.7,333.26,192.04,1,1
-73.992,243.99,122.07,6.7225,70.893,119.89,290.89,171,338.54,549.01,187.89,450.89,263,211.97,1,1
-78.698,295.61,124.83,5.5128,102.76,140.76,280.76,140,188.82,401.95,286.76,620.76,334,216.62,1,0
-77.731,317.2,120.54,4.9156,27.866,97.949,273.95,176,526.26,745.54,198.95,496.95,298,223.58,1,1
-76.231,187.83,115.7,5.8654,75.111,122.11,293.11,171,522.88,761.08,219.11,533.11,314,243.82,1,0
-74.197,143.74,108.96,5.7775,86.555,126.55,314.55,188,182.74,380.46,259.55,588.55,329,200.3,1,0
-74.216,139.37,104.29,5.175,28.593,81.618,303.62,222,430.81,664.36,175.62,449.62,274,235.69,1,1
-78.782,227.27,115.99,4.9635,62.709,97.709,231.71,134,217.27,406.21,195.71,486.71,291,190.32,1,1
-78.306,236.39,117.05,5.0392,65.597,110.6,254.6,144,285.5,479.22,188.6,469.64,281.04,195.31,1,0
-74.188,155.3,111.57,6.185,87.532,126.53,310.53,184,409.99,653.03,227.53,546.53,319,247.72,1,0
-76.234,236.44,113.66,4.9418,36.339,99.987,289.99,190,441.57,675.66,225.99,552.99,327,239.59,1,0
-73.521,129.51,106.17,5.6405,95.415,129.42,307.42,178,159.92,356.45,245.42,561.42,316,198.37,1,1
-75.841,181.96,105.16,4.5786,30.432,96.019,270.02,174,308.88,521.58,195.02,497.02,302,215.08,1,0
-75.588,136.84,108.84,5.8602,97.754,135.75,309.75,174,313.36,514.84,167.75,424.75,257,202.63,1,0
-75.964,168.17,108.49,5.1968,55.196,96.196,272.2,176,383.61,636.62,257.2,610.2,353,260.25,1,1
-72.195,127.41,105.87,5.9242,79.941,117.94,323.94,206,166.74,409.12,314.94,663.94,349,246.58,1,0
-77.104,241.32,118.6,5.5673,94.698,129.7,283.7,154,250.47,473.97,249.7,576.7,327,226.93,1,1
-74.693,126.97,108.36,6.3587,101.53,136.53,314.53,178,346.59,580.28,209.53,510.53,301,236.66,1,0
-75.851,149.59,114.95,7.5949,111.88,145.88,306.88,161,324.83,562.72,259.88,591.88,332,242.94,1,1
-76.784,193.62,111.82,5.2998,91.071,127.07,299.07,172,399.14,625.42,229.07,555.07,326,231.33,1,1
-76.676,189.51,115.14,5.8185,100.65,135.65,288.65,153,251.66,474.12,255.65,586.65,331,226.19,1,0
-75.868,259.5,121.83,5.8581,99.923,136.92,301.92,165,175.26,410.18,303.92,637.92,334,238.58,1,0
-75.989,243.81,111.15,4.4902,59.169,111.17,287.17,176,357.64,551.35,206.17,519.17,313,197.12,1,0
-74.766,126.73,102.48,5.0832,73.008,123.01,309.01,186,219.4,414.28,209.01,513.01,304,196.66,1,1
-78.379,315.87,122.18,5.0817,25.182,95.456,244.46,149,560.49,771.74,156.46,386.46,230,212.67,1,0
-75.731,240.97,117.54,5.6151,76.172,122.17,276.17,154,435.64,667.63,178.17,440.17,262,233.99,1,1
-77.675,188.54,120.05,7.2226,99.046,143.05,314.49,171.44,560.5,783.08,193.05,472.49,279.44,226.14,1,0
-76.39,171.48,115.77,6.353,56.979,106.98,260.98,154,470.88,691.58,164.98,404.98,240,222.09,1,0
-76.395,226.49,117.06,5.5577,86.756,131.76,306.76,175,348.48,568.62,205.76,502.76,297,222.85,1,0
-75.428,178.89,113.48,5.6686,34.269,103.62,311.62,208,548.88,774.43,180.62,452.62,272,228.51,1,1
-77.188,240.77,117.68,5.3021,88.846,136.85,303.85,167,283.68,500.63,208.85,501.85,293,219.05,1,0
-76.09,157.48,109.2,5.3118,55.184,106.18,269.18,163,252.02,435.41,169.18,424.18,255,184.15,1,1
-76.227,183.83,110.9,5.2784,62.733,114.73,295.73,181,449.39,682.43,208.73,518.73,310,237.34,1,0
-76.851,131.52,111.99,7.4546,94.577,135.58,297.58,162,421.34,644.61,180.58,446.58,266,225.2,1,0
-75.596,208.5,117.96,6.0776,101.49,133.49,260.88,127.39,276.12,507.87,197.49,465.88,268.39,233.34,1,1
-77.084,294.28,117.8,4.7327,68.774,123.77,288.77,165,397.82,624.38,176.77,443.77,267,228.47,1,1
-71.452,135.37,103.46,5.4733,86.217,123.22,326.22,203,173.36,358.76,230.22,543.22,313,187.1,1,0
-77.71,236.92,117.91,5.2907,99.23,139.23,293.23,154,194.78,383.32,282.23,626.23,344,192.34,1,1
-76.125,233.81,116.3,5.2371,38.113,82.879,224.88,142,60.412,280.25,317.88,650.88,333,221.12,1,1
-74.756,173.74,111.22,5.582,71.72,112.72,280.72,168,119.84,322.64,262.72,576.72,314,204.27,1,1
-77.088,309.57,117.62,4.587,78.653,114.65,252.2,137.55,117.44,302.81,263.2,588.2,325,187.05,1,1
-73.928,153.02,109.62,5.7049,113.22,146.22,319.22,173,162.97,358.04,234.22,538.22,304,196.6,1,0
-76.909,187.42,116.48,5.8739,113.66,154.66,330.66,176,239.98,467.58,270.66,602.66,332,231.46,1,0
-76.871,150.01,113.95,6.7033,104.54,146.54,307.54,161,302.94,519.84,182.54,441.54,259,218.13,1,0
-73.695,133.76,106.12,5.5524,73.764,114.76,297.76,183,259.07,468.72,210.76,515.76,305,211.81,1,1
-76.496,265.52,121.36,5.6997,97.219,132.22,256.22,124,194.33,388.55,273.22,610.22,337,197.6,1,1
-78.199,302.12,120.81,5.0868,57.273,103.27,241.27,138,401.51,635.64,203.27,503.27,300,237.48,1,1
-77.727,229.19,122.03,6.2633,61.745,105.74,258.07,152.32,463.05,686.27,185.07,454.07,269,225.63,1,0
-75.242,193.23,112.94,5.3378,28.961,62.02,240.02,178,387.32,599.43,202.02,502.02,300,215.14,1,1
-76.421,215.49,116.37,5.5044,85.88,121.88,269.08,147.2,307.43,527.02,208.88,506.08,297.2,222.05,1,1
-75.814,246.5,114.77,5.0775,69.515,117.52,285.52,168,251.97,478.63,215.52,511.46,295.95,228.72,1,1
-77.218,153.75,109.24,5.2736,66.076,106.08,253.08,147,265.54,478,234.08,565.08,331,215.91,1,1
-76.396,226.4,119.22,6.0221,92.03,125.03,259.03,134,269.21,512.24,278.03,623.03,345,248.34,1,1
-75.696,198.4,109.27,4.8552,34.806,91.553,286.36,194.81,376.36,604.65,239.36,581.36,342,234.06,1,1
-76.4,187.66,116.36,6.0451,40.987,75.665,231.67,156,332.68,549.79,211.67,510.64,298.97,219.73,1,0
-73.831,131.69,104.86,5.3874,47.144,98.144,292.19,194.05,299.67,505.06,215.19,532.19,317,208.41,1,1
-80.823,274.26,122.3,4.9988,61.39,93.39,209.39,116,196.97,389.7,243.39,578.39,335,195.48,1,0
-77.938,199.8,118.34,5.8418,95.014,125.01,250.34,125.33,160.33,353.87,249.34,564.6,315.26,195.45,1,0
-76.712,154.44,112.45,5.9916,105.68,136.68,273.68,137,238.77,428.65,206.68,497.68,291,191.61,1,1
-77.31,234.63,117.38,5.3947,112.35,141.35,274.35,133,165.71,359.46,249.35,563.35,314,195.85,1,1
-77.13,259.37,118.2,5.2408,70.149,127.15,290.15,163,328.12,516.61,199.15,491.15,292,190.76,1,0
-78.753,250.98,120.66,5.3283,47.763,88.763,215.76,127,237.65,442.9,195.76,470.76,275,206.5,1,1
-73.869,175.32,110.41,5.4569,63.397,110.4,278.4,168,191.58,402.48,199.4,467.4,268,211.8,1,1
-75.336,243.55,118.41,5.7493,46.811,116.81,290.81,174,391.81,595.95,154.81,384.81,230,204.92,1,1
-75.693,172.15,112.7,5.8471,105.4,137.4,291.4,154,192.43,391.52,226.4,527.4,301,200.82,1,0
-72.74,122.47,103.13,5.4898,60.94,108.94,330.94,222,324.41,577.29,257.94,604.94,347,258.61,1,1
-75.733,226.35,116.13,5.5435,67.814,111.81,276.81,165,380.96,611.82,184.81,455.81,271,232.89,1,1
-76.069,121.5,107.65,6.0812,97.729,131.73,295.73,164,203.17,415.74,301.73,658.73,357,217.75,1,0
-73.856,156.5,105.22,5.0395,71.47,119.47,310.47,191,159.17,370.85,245.47,560.47,315,213.46,1,1
-77.65,183.8,116.13,5.8967,52.36,95.36,243.36,148,445.57,690.41,191.36,473.04,281.68,247.61,1,0
-77.175,242.68,115.27,4.9487,85.973,125.97,275.97,150,189.25,371.59,268.97,611.88,342.9,185.71,1,0
-77.214,267.73,116.48,4.8949,96.962,130.96,279.96,149,201.44,390.88,227.96,537.96,310,191.5,1,0
-77.4,302.16,120.82,5.2013,108.9,146.9,289.9,143,277.45,473.45,241.9,563.9,322,199.51,1,0
-73.947,133.23,102.27,5.0502,88.967,118.97,287.52,168.56,103.28,303.37,323.52,673.52,350,202.93,1,0
-75.248,138.76,109.99,6.1585,84.899,126.9,302.28,175.38,280.22,489.11,214.9,518.28,303.38,211.32,1,1
-77.327,160,110.44,5.3269,86.767,136.77,299.77,163,418.43,621.79,176.77,447.77,271,205.43,1,0
-74.08,163.07,109.49,5.5719,70.073,124.07,323.07,199,344.72,573.11,169.07,421.07,252,229.55,1,1
-77.901,156.72,113.25,5.9975,97.725,136.72,290.97,154.25,340.95,539.57,211.72,518.97,307.25,201.71,1,0
-75.825,190.93,118.45,6.8725,110.87,144.87,299.87,155,334.31,579.61,250.87,574.87,324,249.83,1,1
-74.854,184.33,106.9,4.8699,68.49,119.49,303.49,184,294.19,487.78,206.49,513.49,307,196.16,1,1
-76.93,189.95,107.74,4.5309,21.622,56.526,200.53,144,92.852,302.8,329.53,690.53,361,212.88,1,1
-76.98,188.58,118.21,6.5345,92.465,122.47,261.47,139,201.45,447.98,295.47,638.47,343,250.79,1,1
-74.855,177.49,112.12,5.6879,107.86,142.86,319.86,177,242.89,485.11,283.86,624.86,341,246.94,1,0
-73.969,134.35,103.85,5.1311,80.971,122.97,312.97,190,223.63,414.75,233.97,561.97,328,193.86,1,0
-76.126,156.17,108.2,5.2341,94.988,128.99,293.19,164.2,258.7,491.42,273.19,622.19,349,237.87,1,0
-74.475,221.63,111.75,5.0273,14.474,82.629,264.63,182,97.255,326.66,336.63,681.63,345,232.13,1,1
-75.955,234.89,119.82,5.8883,81.557,126.56,288.56,162,280.94,477.01,189.56,460.56,271,197.42,1,1
-76.235,182.7,111.2,5.0482,17.322,63.893,217.89,154,79.859,280.7,311.89,648.89,337,202.53,1,1
-76.56,258.17,116.41,5.077,40.414,88.414,230.41,142,146.56,341.91,298.41,650.41,352,198.79,1,1
-75.351,162.6,109.73,5.3121,56.429,101.43,270.43,169,237.13,426.23,210.43,513.43,303,191.02,1,1
-75.795,152.06,111.13,5.9353,88.306,127.31,312.31,185,459.9,713.93,228.31,550.31,322,259.57,1,1
-75.232,231.23,114.82,5.4046,85.601,126.6,284.6,158,219.02,445.44,245.6,561.6,316,229.01,1,1
-75.753,236.86,114.2,5.0892,59.868,116.87,305.87,189,264.2,496.54,286.87,639.87,353,238.19,1,1
-78.077,157.05,114.53,6.565,127.76,157.76,297.76,140,181.31,358.75,236.76,543.76,307,179.29,1,1
-74.202,170.24,109.32,5.3612,51.102,111.1,290.07,178.97,231.65,433.51,142.1,346.07,203.97,202.05,1,1
-73.882,122.52,108.25,6.6213,84.051,123.05,314.05,191,430.44,668.17,188.05,466.05,278,240.23,1,0
-75.154,138.53,109.01,5.8244,45.511,91.375,273.37,182,278.82,479.99,227.37,548.37,321,204.25,1,0
-75.584,169.67,106.9,4.8994,41.129,88.129,266.13,178,289.7,515.27,222.13,546.13,324,228.84,1,0
-74.236,186.44,114.85,6.1519,46.615,108.62,314.62,206,529.09,766.74,202.62,495.62,293,241.74,1,1
-78.359,265,123.61,5.6598,70.603,110.6,227.6,117,306.56,542.5,222.6,525.6,303,238.76,1,1
-78.379,230.94,121.8,6.0828,112.7,145.7,274.7,129,305.54,509.35,229.7,542.7,313,207.12,1,0
-74.324,131.48,102.48,5.0714,67.212,117.21,314.21,197,255.04,461.91,235.21,569.21,334,210.25,1,1
-79.651,265.31,115.88,4.2206,24.479,73.479,194.48,121,103.48,284.93,257.62,587.62,330,182.9,1,0
-76.324,196.01,113.55,5.5039,88.282,133.28,319.26,185.98,444.02,666.74,187.28,469.26,281.98,225.45,1,0
-75.485,133.22,110.58,6.6122,109.35,142.35,308.31,165.96,216.31,444.26,265.31,594.31,329,231.24,1,1
-75.729,159.31,111.31,5.6381,77.457,118.46,291.46,173,335.81,567.14,234.46,559.46,325,235.54,1,1
-75.974,218.34,110.81,4.7689,30.087,70.458,235.67,165.21,204.15,391.25,258.07,611.99,353.92,190.83,1,1
-76.791,280.84,120.06,5.3237,75.432,117.43,282.43,165,312.89,519.79,245.43,582.43,337,211.57,1,0
-77.319,224.84,112.61,4.8005,72.133,111.13,265.13,154,233.66,446.74,239.13,569.13,330,216.15,1,0
-75.969,230.86,113.28,5.1065,24.797,67.389,264.39,197,521.96,750.51,178.39,446.39,268,231.13,1,0
-77.865,275.6,123.24,5.6208,61.182,106.18,240.1,133.92,253.73,475.4,253.1,585.1,332,225.36,1,1
-76.677,264.47,126.1,7.1532,125.85,165.85,321.85,156,496.69,731.62,189.85,462.85,273,237.7,1,1
-74.337,212.89,115.03,5.6645,83.048,127.05,306.05,179,255.21,449.67,204.05,494.05,290,196.16,1,0
-73.972,122.78,103.96,5.3694,83.839,124.84,326.66,201.82,254.33,484.01,267.64,614.66,347.02,234.4,1,0
-72.574,165.4,111.99,6.1353,88.206,126.21,294.21,168,210.68,422.15,209.21,487.21,278,212.73,1,0
-73.995,127.76,106.94,5.9147,83.559,123.56,323.56,200,319.87,544.55,225.56,544.56,319,228.2,1,0
-75.582,178.77,111,5.3572,67.447,110.45,273.99,163.54,316.73,550.77,175.45,433.99,258.54,235.32,1,0
-78.568,311.78,117.45,3.9802,78.366,128.37,281.37,153,297.59,517.39,246.37,581.37,335,224.21,1,0
-74.801,139.04,111.91,7.0524,89.532,131.53,318.53,187,489.87,708.51,188.53,463.53,275,221.47,1,1
-77.869,281.24,120.1,5.1729,82.244,122.24,261.24,139,255.93,456.28,178.24,435.24,257,201.42,1,1
-75.816,283.57,121.23,5.7125,101.83,140.83,311.83,171,178.03,365.4,226.83,521.83,295,188.82,1,0
-73.527,175.91,111.57,5.6833,90.759,128.76,321.88,193.12,254.72,493.55,251.88,577.88,326,242.26,1,1
-75.424,225.82,118.78,6.0221,80.146,117.15,266.15,149,290.97,536.36,262.15,599.15,337,250.15,1,1
-77.365,173.79,112.43,5.3844,80.866,117.87,259.87,142,293.89,509.76,206.87,506.87,300,218.28,1,1
-77.731,282,116.34,4.5405,26.644,87.337,256.34,169,534.13,772.49,205.34,515.34,310,243.56,1,0
-76.906,241.01,113.31,4.8044,42.225,98.105,258.1,160,348.69,584.04,201.1,499.1,298,238.06,1,0
-74.068,137.39,102.25,4.8995,59.596,102.6,270.6,168,123.53,326.61,232.6,535.6,303,204.21,1,1
-72.471,123.61,105.29,5.8096,80.084,125.08,327.08,202,223.29,437.38,190.08,457.08,267,215.11,1,1
-73.994,124.02,103.73,5.1833,23.716,82.716,274.72,192,164.71,364.33,209.72,490.72,281,200.47,1,0
-75.56,131.95,110.04,6.3823,90.911,124.91,283.97,159.06,261.66,464.85,226.97,543.97,317,205.96,1,0
-74.447,170.91,110.07,5.3768,74.378,114.38,274.38,160,114.71,339.13,282.38,605.38,323,226.23,1,0
-77.105,185.03,116.56,5.9798,68.086,107.09,249.09,142,173.61,371.27,263.09,594.09,331,200.18,1,0
-77.459,212.95,115.49,5.1536,23.17,56.65,235.65,179,452.99,654.68,128.65,316.65,188,201.81,1,0
-74.108,123.43,107.02,6.0741,102.95,136.95,305.35,168.4,203.6,414.26,191.65,457.35,265.7,211.66,1,1
-76.623,256.37,114.26,4.6955,80.987,130.99,305.99,175,307.27,506.95,209.99,518.99,309,202.41,1,1
-78.647,303.88,122,5.1182,75.814,112.81,231.81,119,240.99,497.3,296.81,651.97,355.16,262.16,1,1
-75.887,199.82,109.91,4.94,78.747,123.75,313.75,190,376.53,586.02,220.75,543.75,323,213.81,1,1
-75.452,184.01,118.85,7.2582,106.86,146.86,321.86,175,429.67,667.22,160.86,393.86,233,238.76,1,0
-76.318,172.33,116.48,6.8005,94.927,127.93,286.93,159,320.25,573.4,274.93,620.93,346,259.33,1,1
-72.518,141.22,101.94,5.0961,37.415,94.415,288.41,194,78.416,270.37,347.41,694.41,347,194.39,1,0
-77.158,319.19,121.69,5.237,112.5,151.5,308.5,157,307.42,509.91,219.5,523.8,304.3,205.34,1,0
-75.478,164.72,113.7,6.3421,132.23,165.23,321.23,156,185.34,366.69,191.23,459.23,268,182.29,1,1
-75.522,180.32,114.19,5.817,57.871,99.871,258.87,159,224.3,431.7,224.87,531.87,307,209.41,1,1
-76.428,209.67,113.17,5.1004,87.958,124.96,284.96,160,158.49,366.21,313.96,665.96,352,211.89,1,0
-77.791,174.5,116.13,6.2507,117.45,150.45,279.45,129,267.74,470.05,202.45,485.45,283,204.07,1,0
-74.946,128.65,108.02,5.9325,93.42,132.42,319.42,187,298.16,543.75,241.42,565.42,324,249.38,1,0
-74.441,120.83,110.16,7.8097,101.53,137.53,320.53,183,333.03,552.93,208.53,502.53,294,222.38,1,1
-77.133,243.93,114.48,4.8584,81.479,121.48,266.48,145,213.5,407.34,239.48,564.48,325,196.51,1,1
-77.87,200.48,117.53,5.9267,73.3,115.3,262.3,147,473.34,710.54,213.3,520.3,307,241.76,1,1
-76.151,236.73,118.61,5.818,112.91,145.91,289.91,144,272.18,489.52,216.91,511.91,295,219.63,1,0
-75.067,194.05,115.27,5.874,91.095,127.1,290.1,163,192.61,428.22,273.1,601.1,328,238.62,1,1
-74.833,134.66,111.11,6.83,107.5,145.5,317.5,172,496.31,721.48,179.5,449.5,270,227.69,1,0
-75.577,153.8,106.65,5.1954,49.84,89.84,261.84,172,262.6,484.98,246.84,590.84,344,226.55,1,0
-74.636,136.7,111.58,6.9706,108.95,143.95,318.95,175,235.35,456.18,197.95,467.95,270,222.1,1,0
-75.958,185.2,119.35,7.5226,126.95,160.95,310.95,150,271.47,474.84,203.95,483.95,280,205.05,1,1
-76.203,172.82,110.65,5.1946,19.124,75.828,244.83,169,87.46,289.14,309.83,643.83,334,203.43,1,0
-73.793,212.29,114.44,5.7498,86.354,134.35,330.35,196,425.72,653.55,169.35,424.35,255,229.48,1,0
-72.451,130.94,109.31,6.7786,46.472,104.47,310.47,206,443.63,660.37,153.47,374.47,221,217.51,1,0
-78.348,251.02,117.85,5.0918,52.518,103.52,226.52,123,294.83,497.11,182.52,451.52,269,203.67,1,1
-76.536,247.13,117.46,5.301,82.542,130.54,300.54,170,394.32,627.63,177.54,442.65,265.1,235.13,1,1
-75.689,147.67,108.3,5.4038,86.418,125.42,283.17,157.76,152.3,357.16,218.42,503.17,284.76,205.93,1,1
-76.402,197.24,121.16,7.5751,130.26,165.26,315.26,150,209.61,420.47,241.26,539.26,298,212.92,1,1
-77.181,307.72,123.55,5.5562,58.805,106.81,243.81,137,461.67,714.63,217.81,523.81,306,257.45,1,1
-76.211,187.72,112.89,5.2244,65.081,118.08,286.08,168,213.11,400.19,221.08,528.08,307,188.94,1,0
-75.903,172.05,109.56,5.0827,92.103,129.1,287.1,158,144.59,358.42,252.1,565.1,313,215.57,1,0
-76.879,213.44,114.3,5.1576,100.41,136.41,289.56,153.15,256.66,462.7,243.56,573.56,330,209.53,1,0
-76.334,202.53,116.15,5.631,108.44,148.44,322.44,174,320.71,537.14,214.44,516.44,302,219.2,1,0
-75.269,173.44,105.28,4.7877,25.653,83.004,264,181,209.06,395.21,222,545,323,188.32,1,0
-74.742,161.45,113.9,6.5842,69.886,128.89,327.89,199,509.05,742.01,148.89,367.89,219,233.92,1,0
-77.56,306.01,123.16,5.692,100.96,137.96,285.96,148,387.3,598.74,192.96,470.96,278,213.8,1,1
-76.435,229,114.74,5.0897,36.926,67.405,226.4,159,341.17,583.81,196.4,483.4,287,244.82,1,1
-75.26,178.08,114.36,5.8566,90.213,125.21,296.21,171,155.35,351.42,280.21,616.21,336,198.77,1,0
-74.832,231.62,112.91,5.1746,88.53,124.53,286.53,162,113.3,283.75,294.53,632.53,338,172.65,1,1
-76.064,242.91,112.45,4.6961,25.736,103.18,289.18,186,390.11,590.09,176.18,448.18,272,201.86,1,1
-73.932,126.6,105.04,5.4121,50.41,97.41,295.41,198,290.74,517.48,231.41,559.41,328,230.29,1,0
-75.683,155.71,108.21,5.3573,65.629,124.63,322.63,198,448.06,681.29,210.63,518.63,308,237.45,1,1
-74.92,195.4,108.16,4.8736,51.482,117.48,316.48,199,383.6,597.68,181.48,465.48,284,216.32,1,1
-72.418,126.71,109.63,7.2529,121.63,153.63,319.63,166,199.04,421.39,220.63,505.63,285,223.86,1,1
-75.718,154.5,110.1,5.4577,60.044,116.04,293.69,177.64,312.09,533.65,178.04,440.25,262.2,222.8,1,1
-76.635,184,111.27,5.1385,38.869,110.87,287.87,177,402.73,609.44,190.87,480.87,290,209.41,1,1
-75.778,158.7,106.55,4.9819,28.267,62.629,247.14,184.52,298.65,499.91,216.14,544.14,328,204.62,1,1
-78.03,217.06,118.06,5.7464,116.25,149.25,298.25,149,276.4,469.04,180.25,445.25,265,193.98,1,1
-77.271,238.42,118.17,5.4221,69.868,114.87,263.87,149,354.55,568.61,187.87,464.98,277.11,216.06,1,1
-75.569,247.37,118.91,5.5653,76.617,119.62,294.62,175,248.52,459.51,227.62,536.62,309,213.4,1,0
-77.89,261.71,119.1,5.2829,111.8,151.8,321.14,169.34,386.83,619.75,239.8,563.14,323.34,237.92,1,0
-77.319,244.39,116.37,5.1447,99.618,137.62,291.62,154,233.99,449.25,254.62,584.62,330,218.65,1,1
-75.849,270.66,118.83,5.4106,99.155,136.16,308.16,172,231.47,410.91,241.16,566.16,325,182.33,1,1
-77.248,159.68,111.63,5.6155,109.79,146.79,294.79,148,225.78,436.86,213.79,507.79,294,212.87,1,0
-76.76,203.48,117.19,5.8877,96.142,134.14,302.02,167.87,335.1,538.3,240.02,569.02,329,207.73,1,0
-77.92,311.96,124.94,5.5408,68.813,114.81,246.81,132,323.02,540.89,212.81,511.81,299,220.58,1,0
-79.02,238.28,117.39,4.9555,81.289,115.29,226.29,111,252.54,464.72,234.29,560.29,326,215.29,1,0
-77.837,319.42,123.32,5.4572,83.711,120.71,267.71,147,272.93,458.41,216.71,525.71,309,188.02,1,1
-78.148,261.95,121.62,5.5467,71.443,105.44,235.44,130,226.87,436.87,249.44,580.44,331,213.24,1,0
-74.595,180.02,106.42,4.9508,55.988,116.99,324.99,208,323.15,551.04,228.99,553.99,325,231.73,1,1
-76.36,267.18,115.42,4.9393,35.42,83.986,251.14,167.16,424.42,671.38,204.14,507.14,303,250.57,1,0
-73.905,137.35,108.96,6.1842,56.455,99.455,274.46,175,104.69,310.05,316.46,654.46,338,207.72,1,1
-76.45,189.52,117.82,6.4868,124.4,157.4,304.4,147,182.68,389.72,312.4,654.4,342,211.43,1,1
-77.068,201.8,114.3,5.3001,52.692,93.692,245.69,152,278.55,505.91,240.69,572.69,332,231.16,1,0
-78.813,238.13,122.16,6.0071,109.46,142.46,262.13,119.67,301.32,516.52,202.46,483.13,280.67,217.21,1,1
-77.192,259.3,124.58,6.1963,95.515,130.51,258.51,128,190.42,429.44,258.51,565.51,307,241.25,1,1
-72.672,129.72,107.42,6.0461,58.344,98.344,304.46,206.11,415.39,675.22,247.46,588.46,341,266.4,1,0
-75.746,199.43,117.05,6.0739,85.688,122.69,268.69,146,318.2,569.27,270.69,614.69,344,256.99,1,0
-75.074,185.71,118.92,7.4069,128.94,162.94,308.94,146,155.21,394.34,291.94,604.94,313,241.66,1,0
-77.178,300.19,120.67,5.2852,64.425,104.43,245.57,141.14,235.26,459.17,252.57,586.57,334,227.38,1,0
-76.851,213.41,115.69,5.4067,77.885,131.88,307.88,176,388.33,597.71,198.88,492.88,294,212.21,1,0
-77.703,238.74,117.92,5.3535,64.996,108,254,146,309.01,499.8,207,511,304,193.4,1,1
-75.461,222.58,112.71,5.1004,39.735,80.735,249.73,169,273.98,497.91,251.73,595.73,344,228.38,1,1
-74.85,144.79,112.17,6.5652,81.375,126.37,298.37,172,436.64,657.87,164.37,403.37,239,222.55,1,1
-75.457,190.59,115.53,6.0087,118.08,148.08,295.08,147,188.01,377.6,210.08,493.37,283.29,190.87,1,1
-74.552,139.72,108.97,5.8594,35.208,116.72,326.72,210,534.79,752.69,164.72,417.72,253,219.86,1,0
-76.643,231.72,119.55,5.6385,65.171,104.17,251.17,147,256.48,509.34,251.17,572.17,321,256.1,1,0
-74.168,129.69,108.78,6.242,45.842,106.84,299.84,193,432.77,658.9,151.84,374.84,223,226.94,1,0
-76.136,165.87,111.41,5.5302,103.01,141.01,303.01,162,291.05,514.24,256.01,593.01,337,227.81,1,1
-77.745,279.7,124.71,5.9065,71.659,114.66,261.66,147,476.73,722.65,236.66,561.66,325,252.17,1,0
-76.601,253.74,123.76,6.2423,85.145,125.14,272.14,147,340.75,600.43,275.14,617.14,342,266.06,1,0
-77.05,265.34,115.68,4.7731,11.596,56.697,194.28,137.58,58.074,255.14,317.28,657.28,340,198.38,1,1
-76.954,203.05,114.57,5.2922,100.69,142.69,310.69,168,259.73,486.97,262.69,596.98,334.28,231.39,1,1
-75.257,221.97,111.09,4.8863,16.799,82.186,260.48,178.3,167.81,345.24,237.48,558.48,321,179.25,1,1
-78.363,220.25,119.26,5.8304,72.683,111.68,249.68,138,485.62,716.91,199.68,492.68,293,235.07,1,0
-75.078,169.77,114.91,6.3345,95.744,131.74,294.74,163,358.23,584.35,242.74,573.74,331,231.12,1,1
