Vrest,dVdt,APA,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,Gender,class
-74.788,131.71,107.11,5.702,71.702,106.7,276.7,170,154.82,358.21,271.7,609.7,338,206,0,2
-75.044,149.49,107.42,5.2291,56.289,96.289,276.32,180.04,221.2,481.76,310.32,671.32,361,266.77,0,2
-76.528,199.59,116.22,5.6629,101.48,136.48,296.43,159.95,233.42,463.01,282.43,625.43,343,234.12,0,2
-78.791,264.64,120.88,5.353,95.414,135.41,282.41,147,348.31,576.8,252.41,589.41,337,234,0,2
-76.593,169.49,117.17,7.1299,76.458,109.46,259.46,150,218.23,459.72,284.46,621.63,337.17,245.58,0,2
-76.724,192.21,115.47,5.5969,55.981,109.98,275.98,166,335.61,546.7,163.98,403.98,240,212.02,0,2
-75.711,174.95,111.75,5.4347,50.288,109.29,288.29,179,280.79,469.46,181.29,451.29,270,189.87,0,2
-78.058,244.02,113.18,4.3422,70.065,117.07,255.07,138,158.31,347.4,189.07,455.07,266,189.81,0,2
-75.809,205.25,111.62,5.0817,54.933,108.93,286.93,178,270.09,495.7,187.93,457.93,270,226.93,0,2
-77.349,262.26,114.37,4.4551,67.491,113.49,273.49,160,196.63,414.2,271.49,615.49,344,221.14,0,2
-78.095,276.49,117.87,4.8593,50.755,95.755,236.75,141,218,448.81,268.75,614.75,346,234.79,0,2
-75.441,163.75,114.58,6.3883,54.857,102.86,289.86,187,411.69,644.9,204.86,497.86,293,236.27,0,2
-76.538,125.71,105.81,5.3798,60.398,101.4,255.28,153.88,169.8,385.2,202.28,477.28,275,216.34,0,2
-76.846,152.64,112.02,5.9643,119.81,152.81,301.81,149,145.36,339,176.81,418.81,242,194.33,0,2
-79.532,280.56,118.36,4.4801,73.115,108.11,232.11,124,203.43,423.99,286.11,643.11,357,225.24,0,2
-77.098,164.2,112.35,5.5885,72.006,122.01,296.01,174,451.56,681.34,202.01,500.01,298,233.45,0,2
-75.097,143.05,110.46,6.0043,64.113,109.11,285.53,176.42,365.54,579.56,211.53,520.53,309,217.37,0,2
-77.411,233.87,118.55,5.4932,77.195,114.19,264.27,150.08,255.04,451.2,234.27,559.27,325,199.26,0,2
-75.46,162.45,112.93,6.0102,72.633,110.63,282.63,172,158.31,388.42,308.63,654.63,346,233.78,0,2
-78.963,215.72,118.88,5.434,71.029,113.03,237.32,124.29,248.14,464.15,212.32,504.32,292,217.81,0,2
-75.416,130.7,108.98,6.1289,96.86,129.86,296.86,167,170.36,400.15,301.86,644.86,343,233.58,0,2
-77.193,223.54,115.03,5.0874,56.638,114.64,287.47,172.83,410.15,632.56,209.64,516.97,307.33,226.21,0,2
-76.057,179.06,113.81,5.6295,82.278,120.28,299.28,179,278.12,503.3,264.28,609.28,345,230.14,0,2
-77.664,165.14,109.93,5.1823,68.855,106.85,257.85,151,276.46,493.64,240.85,578.85,338,221.24,0,2
-75.81,163.5,115.26,6.6562,72.561,118.56,288.56,170,496.51,706.95,170.56,421.56,251,212.26,0,2
-75.428,190.39,114.18,5.599,89.684,123.68,284.68,161,116.43,303.72,275.68,598.68,323,189.08,0,2
-77.639,192.03,110.43,4.7991,74.005,127,279,152,271.56,454.48,173,438,265,183.94,0,2
-75.953,164.67,112.2,5.6963,73.319,120.32,293.32,173,245.38,454.11,193.32,467.32,274,209.95,0,2
-75.547,218.29,113.55,5.1775,95.463,131.46,299.46,168,126.8,317.17,279.46,606.46,327,192.41,0,2
-77.151,164.56,115.38,6.4959,58.538,88.538,234.54,146,167.32,388.55,292.54,637.54,345,224.73,0,2
-78.369,189.39,113.28,5.1093,88.736,120.74,257.74,137,222.05,464.18,307.74,668.74,361,248.32,0,2
-75.697,241.59,113.89,5.0543,91.17,129.17,295.37,166.2,195.79,399.39,240.37,557.37,317,205.82,0,2
-75.323,178.33,111.13,5.2957,63.759,101.76,264.76,163,123.75,328.49,279.76,612.76,333,206.81,0,2
-74.62,200.4,116.51,6.0571,64.46,109.46,293.46,184,258.52,489.08,227.46,528.46,301,232.83,0,2
-75.809,230.3,114.3,5.2866,57.076,109.08,279.08,170,289.92,495.26,189.08,467.08,278,206.91,0,2
-76.279,172.73,109.87,5.1378,78.355,119.35,293.35,174,254.67,467.85,249.35,586.35,337,217.02,0,2
-76.282,157.31,111.88,5.8558,80.748,121.75,296.07,174.33,319.88,531.02,202.75,500.07,297.33,213.54,0,2
-73.88,153.81,106.34,5.3373,56.94,100.94,268.94,168,241.6,467.92,139.94,342.94,203,226.79,0,2
-76.12,139.28,109.5,5.8054,63.809,106.81,273.81,167,234.13,418.69,226.81,547.81,321,187.08,0,2
-76.486,218.06,109.87,4.4913,64.053,112.05,290.05,178,221.41,444.93,310.05,674.05,364,230.02,0,2
-77.457,206.31,116.87,5.7168,71.637,112.64,264.64,152,407.02,647.84,157.64,389.64,232,241.97,0,2
-75.431,184.35,111.43,5.38,78.716,121.72,298.53,176.81,292.75,513.27,191.72,471.53,279.81,222.21,0,2
-74.962,153.76,110.85,5.9513,68.671,108.67,274.67,166,205.58,412.19,208.67,492.67,284,207.89,0,2
-78.193,132.03,110.62,6.2465,83.768,115.77,242.77,127,248.58,485,183.77,438.77,255,237.56,0,2
-76.654,189.08,109.82,4.8621,51.833,100.83,257.83,157,139.8,312.82,234.83,548.83,314,174.43,0,2
-77.641,179.85,112.63,5.2519,56.247,97.247,243.54,146.29,216.86,427.83,265.54,613.54,348,214.91,0,2
-76.089,149.51,111.51,6.0176,88.055,131.05,298.39,167.33,238.73,449.07,200.05,477.39,277.33,211.63,0,2
-76.886,267.32,119.33,5.3352,72.912,120.91,282.91,162,243.76,439.34,175.91,428.71,252.8,196.4,0,2
-75.079,162.94,108.28,5.2782,60.399,111.4,291.24,179.84,267.61,494.18,196.24,478.24,282,228.21,0,2
-76.811,255.55,116.57,5.1804,73.031,119.03,282.03,163,271.25,470.83,202.03,495.03,293,201.5,0,2
-75.684,168.78,108.11,5.0483,76.579,113.58,281.58,168,154.87,356.51,257.58,586.58,329,203.85,0,2
-76.683,135.23,109.17,5.8802,66.241,103.24,266.24,163,318.6,536.87,234.24,567.24,333,222.56,0,2
-77.003,190.1,112.82,5.2192,57.927,105.93,272.93,167,395.73,611.22,199.93,498.93,299,218.65,0,2
-75.759,270.54,119.62,5.4786,72.172,110.17,269.17,159,242.51,462.02,275.17,624.17,349,224.34,0,2
-78.193,221.51,113.22,4.7684,102.31,145.31,292.08,146.77,193.94,383.81,244.31,565.08,320.77,192.23,0,2
-75.183,128.51,110.22,6.8878,80.444,119.44,296.44,177,273.92,492.09,188.44,450.44,262,219.28,0,2
-76.902,261.05,114.95,4.692,71.246,107.25,251.48,144.23,222.62,466.53,266.48,608.48,342,247.84,0,2
-75.887,130.83,109.33,6.3039,95.518,128.52,294.52,166,150.74,387.04,350.52,705.52,355,241.69,0,2
-75.121,160.97,112.84,6.0804,65.166,105.17,275.17,170,211.64,405.34,237.17,556.17,319,196.06,0,2
-76.502,125.52,107.38,5.8021,56.166,107.17,279.17,172,402.67,636.96,200.17,499.17,299,237.49,0,2
-74.958,131.98,106.87,5.5451,57.569,116.57,300.59,184.02,313.14,523.45,171.57,430.59,259.02,211.39,0,2
-78.266,239.48,120.54,5.5569,98.972,134.97,277.97,143,230.79,457.1,270.97,605.97,335,230.24,0,2
-77.131,238.1,116.1,5.2046,69.557,111.56,272.56,161,272.9,484.93,260.56,607.56,347,216.91,0,2
-78.089,238.84,120.67,5.6646,75.71,115.71,258.71,143,204.74,405.76,227.71,530.71,303,202.85,0,2
-77.562,192.35,116.36,5.7841,56.633,99.633,245.63,146,265.2,467.35,183.63,448.63,265,203.22,0,2
-77.099,233.39,115.28,5.1482,83.099,132.1,297.1,165,296,476.82,170.1,430.1,260,181.87,0,2
-77.809,243.17,117.38,5.0561,53.166,96.166,243.21,147.05,164.55,353.77,244.21,566.21,322,191.19,0,2
-76.676,229.05,119.05,5.7939,78.1,118.1,270.1,152,392.34,645.22,209.1,502.1,293,255.98,0,2
-74.624,127.39,106.75,5.7042,63.854,105.85,284.95,179.1,105.14,307.22,346.95,697.95,351,205.53,0,2
-76.419,203.05,116.17,5.6388,85.509,126.51,297.51,171,329.5,562.23,236.51,560.51,324,236.83,0,2
-75.957,183.76,117.03,6.4489,101.63,138.63,301.63,163,151.04,363.95,318.63,659.63,341,216.56,0,2
-75.629,198.42,117.45,6.1887,66.709,116.71,292.71,176,273.56,467.38,153.71,370.71,217,194.15,0,2
-77.278,286.84,119.66,5.1793,106.95,139.95,286.95,147,266.1,482.44,250.95,579.95,329,220.13,0,2
-77.148,168.81,116.61,6.6604,84.843,120.84,275.84,155,295.14,512.07,245.84,574.84,329,220.97,0,2
-75.763,147.37,112.01,6.2914,86.106,127.11,300.11,173,421.84,647.01,156.11,389.11,233,226.32,0,2
-75.892,133.36,107.05,5.4892,61.479,100.48,272.48,172,240.53,440.11,268.48,625.48,357,204.52,0,2
-76.657,220.74,119.71,6.0858,78.032,118.03,268.03,150,303.46,523.05,252.03,588.03,336,224.25,0,2
-76.059,200.95,118.73,6.4517,96.498,133.5,297.63,164.13,196.98,418.31,227.5,514.63,287.13,222.8,0,2
-76.183,156.76,108.24,5.2172,57.022,108.02,295.87,187.85,379.59,614.48,227.87,557.87,330,239.71,0,2
-77.623,164.1,110.26,5.2267,67.186,103.19,254.19,151,281.37,496.42,213.19,527.19,314,217.8,0,2
-77.179,236.07,114.46,4.9404,74.618,115.62,258.62,143,105.89,301.54,281.62,608.62,327,197.34,0,2
-76.428,161.82,111.25,5.3667,72.902,115.9,282.72,166.82,289.88,544.45,264.72,604.72,340,259.55,0,2
-74.852,189.48,106.94,4.7795,63.376,111.38,287.38,176,207.85,414.56,196.38,479.38,283,208,0,2
-77.041,232.91,117,5.396,82.51,129.51,291.51,162,328.47,529.85,169.51,421.51,252,202.54,0,2
-76.327,229.6,119.21,5.8435,90.805,127.8,283.8,156,183.82,415.97,282.8,614.8,332,235.38,0,2
-75.273,206.3,112.93,5.3159,88.553,124.55,298.55,174,234.16,436.78,244.55,574.55,330,205.78,0,2
-77.115,216.13,118.06,5.5294,65.281,104.28,256.28,152,203.61,435.39,319.28,681.28,362,237.94,0,2
-77.064,282.95,119.75,5.2728,89.937,131.94,293.94,162,243.04,455.32,254.94,585.94,331,215.81,0,2
-76.955,251.96,116.25,5.0294,55.975,108.98,268.98,160,179.56,383.52,269.98,607.98,338,206.98,0,2
-75.857,180.38,114.9,5.9739,75.232,114.23,284.23,170,307.66,538.9,237.23,559.23,322,235,0,2
-77.646,193.84,117.28,5.8686,83.427,116.43,255.43,139,137.37,370.65,325.43,673.43,348,237.05,0,2
-75.879,155.43,110.93,5.7193,65.589,100.59,261.59,161,232.02,456.58,243.59,570.59,327,227.57,0,2
-75.608,156.54,112.54,6.1144,100.48,134.48,296.48,162,109.08,328.4,292.48,613.48,321,221.2,0,2
-75.327,126.45,110.03,6.9713,89.841,121.84,281.03,159.19,247.16,482.1,196.03,459.03,263,236.13,0,2
-77.586,227.99,118.47,5.5638,73.253,124.25,292.25,168,376.07,613.22,241.25,569.25,328,242.2,0,2
-75.525,191.44,117.68,6.4382,94.491,133.49,300.49,167,285.78,530.27,263.49,595.49,332,248.96,0,2
-75.131,162.38,111.16,5.6289,72.715,112.72,283.72,171,214.59,425.42,233.72,547.72,314,213.08,0,2
-77.321,250.67,116.38,5.1129,84.945,123.94,276.94,153,285.09,533.32,218.94,518.94,300,250.76,0,2
-76.543,296.41,119.04,5.0909,73.079,117.08,276.08,159,236.48,429.3,215.08,515.08,300,194.8,0,2
-78.678,196.37,117.95,6.0248,81.344,115.34,258.34,143,393.54,612.76,209.34,513.34,304,222.75,0,2
-76.631,167.14,113.73,5.7844,94.727,133.73,290.73,157,180.4,416.63,250.73,556.73,306,238.16,0,2
-76.152,167.95,113.72,5.9441,92.345,130.34,296.34,166,338.95,563.19,203.34,493.34,290,226.71,0,2
-77.445,178.2,114.85,5.7801,100.32,132.32,292.32,160,289.66,527.97,271.32,617.32,346,243.85,0,2
-75.15,145.47,112.04,6.4253,70.73,110.73,273.73,163,309.48,529.61,178.73,434.73,256,221.27,0,2
-79.513,255.57,116.04,4.4932,65.076,108.08,246.08,138,330.47,535.24,176.08,449.08,273,206.48,0,2
-77.116,197.61,110.67,4.7925,54.237,96.237,240.24,144,168.37,398.05,218.24,509.24,291,230.99,0,2
-75.258,185.5,117.91,6.9586,84.779,121.78,288.78,167,161.33,382.59,260.78,565.78,305,223.05,0,2
-75.382,125.27,107.35,5.8112,65.828,115.83,300.83,185,326.24,527.54,207.83,511.83,304,204.04,0,2
-75.664,128.66,107.13,5.6551,85.421,123.42,288.42,165,100.36,295.6,300.42,633.42,333,197.22,0,2
-77.198,258.53,118.07,5.2053,88.339,132.34,290.34,158,318.36,535.8,195.34,479.34,284,219.45,0,2
-78.148,252.76,116.61,4.8669,74.506,111.51,241.51,130,138.2,370.5,301.51,645.51,344,235.39,0,2
-73.276,150.37,109.06,5.8852,69.823,106.82,274.82,168,148.45,394.25,208.82,462.82,254,246.58,0,2
-77.787,288.25,116.87,4.6029,66.956,107.96,256.96,149,246.76,457.83,185.96,460.96,275,212.42,0,2
-76.493,178.92,111.02,5.219,83.152,118.15,277.15,159,188.69,372.25,227.15,543.15,316,185.5,0,2
-77.015,276.48,117.95,4.9965,72.721,118.72,282.77,164.05,303.53,508.25,237.77,566.77,329,208.71,0,2
-75.76,175.46,114.47,5.8635,55.155,100.16,264.13,163.98,186.56,398.78,278.13,617.13,339,215.53,0,2
-75.902,237.53,115.65,5.349,65.603,114.6,287.6,173,249.93,442.25,203.6,497.6,294,194.05,0,2
-77.797,208.05,116.87,5.402,75.397,115.4,254.4,139,105.52,297.21,327.4,672.4,345,194.52,0,2
-74.233,178.46,110.44,5.3829,70.728,109.73,285.73,176,179.93,393.73,296.73,649.99,353.26,218.03,0,2
-76.763,217.24,115.1,5.234,64.712,112.71,278.89,166.18,314.49,519.65,197.71,491.89,294.18,207.35,0,2
-76.775,161.61,117.31,7.9954,108.13,143.13,295.13,152,361.83,581.35,167.13,404.13,237,220.6,0,2
-76.668,167.69,112.84,5.5972,101.84,138.84,296.98,158.13,223.98,428.65,219.84,520.98,301.13,206.61,0,2
-72.867,161.37,110.13,5.7816,76.996,115,299,184,207.68,428.11,236,545,309,222.52,0,2
-73.46,149.93,109.21,5.8779,57.569,96.569,271.03,174.46,188.25,405.07,244.03,561.03,317,218.91,0,2
-75.648,174.92,114.17,5.963,79.255,115.25,272.25,157,233.33,458.21,229.25,536.25,307,227.16,0,2
-76.664,174.9,116.59,6.6519,88.381,130.38,295.38,165,410.54,625.65,167.38,412.38,245,216.41,0,2
-74.575,160.75,109.25,5.3256,68.809,110.81,283.95,173.14,130.4,333.37,254.95,568.95,314,204.46,0,2
-78.251,253.05,120.98,5.3744,79.914,113.91,251.91,138,136.88,344.71,335.91,691.91,356,212.27,0,2
-76.462,165.16,114.95,6.3267,64.627,109.63,278.63,169,414.12,628.54,186.63,460.63,274,216.64,0,2
-78.031,238.75,116.07,4.909,77.332,115.33,252.33,137,142.23,354.27,241.33,547.33,306,213.57,0,2
-77.67,215.55,116.08,5.3147,63.74,114.74,275.74,161,344.32,551.3,205.74,507.74,302,209.82,0,2
-77.15,187.12,114.74,5.4934,87.805,122.81,272.81,150,227.62,476.92,312.81,671.81,359,255.65,0,2
-76.541,215.2,117.83,5.9059,54.746,109.75,274.75,165,459.64,686.51,156.75,389.75,233,228.04,0,2
-76.865,212.47,115.3,5.2254,78.461,115.46,267.46,152,120.24,321.73,297.46,634.46,337,203.9,0,2
-75.759,130.13,106.27,5.379,62.259,104.26,271.26,167,166.77,400.03,327.26,688.26,361,238.54,0,2
-74.347,139.79,109.84,6.0902,56.11,103.11,294.11,191,270.5,506.68,178.11,413.11,235,236.82,0,2
-75.125,143.09,111.51,6.5506,77.107,118.11,285.11,167,102.22,303.93,260.11,554.11,294,202.67,0,2
-77.649,170.21,111.84,5.2303,54.3,94.3,236.3,142,229.14,473.84,291.3,651.3,360,250.18,0,2
-76.347,241.06,117.14,5.3711,72.834,113.83,278.83,165,251.53,457.45,247.83,581.83,334,209.56,0,2
-77.676,192.38,115.73,5.6956,97.894,133.89,283.89,150,228.36,450.71,235.89,546.89,311,224.79,0,2
-77.928,274.74,119.81,5.1624,80.933,126.93,284.93,158,375.31,591.98,207.93,507.93,300,219.81,0,2
-78.913,215.23,119.46,5.6851,52.836,91.836,220.84,129,363.54,597.73,200.84,492.84,292,236.8,0,2
-76.994,149.41,115.07,7.5398,77.31,119.31,267.31,148,447.94,672.46,144.31,349.31,205,225.16,0,2
-76.586,206.35,117.86,5.9648,100.91,134.91,301.91,167,293.54,498.49,206.91,502.91,296,207.18,0,2
-77.153,230.7,117.56,5.459,82.603,125.6,283.6,158,315.41,537.11,186.6,456.6,270,223.31,0,2
-75.213,229.74,112.77,5.0716,88.168,124.17,297.17,173,233.48,456.39,204.17,490.17,286,224.52,0,2
-73.558,151.41,110.59,6.0148,59.165,102.17,287.17,185,179.65,415.42,289.17,625.17,336,239.12,0,2
-75.113,182.95,115.16,6.1582,90.597,127.6,295.6,168,191.43,401.16,262.6,589.6,327,212.49,0,2
-75.293,155.41,106.54,5.1238,50.277,99.277,269.28,170,170.67,371.96,221.28,524.28,303,202.72,0,2
-78.077,248.48,115.48,4.7661,61.873,104.87,246.87,142,315.35,545.74,232.87,560.87,328,234.43,0,2
-76.995,261.47,118.57,5.2743,85.496,120.5,264.5,144,214.89,444.52,257.5,586.5,329,232.78,0,2
-74.186,152.24,108.48,5.4294,53.055,100.05,290.05,190,286.34,508.43,212.05,514.05,302,224.49,0,2
-75.684,229.73,118.23,5.8376,96.122,131.12,300.12,169,155.74,369.07,286.12,618.12,332,216.11,0,2
-77.24,290.8,119.36,5.0186,76.682,118.68,284.68,166,276.48,491.01,276.68,629.68,353,220.36,0,2
-73.118,177.41,113.77,6.1378,75.225,116.23,293.23,177,243.79,454.04,215.23,507.23,292,212.04,0,2
-74.026,209.06,116.83,5.9406,69.237,109.24,275.24,166,121.78,324.16,307.24,646.24,339,204.99,0,2
-74.939,136.6,111.27,6.8078,89.462,125.46,294.46,169,139.4,370.72,341.46,688.46,347,235.61,0,2
-75.329,130.15,104.62,5.1367,62.065,97.065,258.07,161,104.77,328.46,287.07,624.07,337,225.65,0,2
-77.687,183.05,119.15,7.231,117.75,151.75,298.75,147,283.86,519.19,211.75,492.75,281,237.33,0,2
-75.26,125.95,107.47,5.7623,73.534,117.53,293.53,176,224.12,413.3,209.53,507.32,297.78,190.8,0,2
-77.25,225.32,115.58,5.0754,64.8,111.8,264.91,153.11,243.01,445.37,184.8,452.22,267.42,203.44,0,2
-77.881,178.54,109.88,4.9576,87.842,127.84,279.84,152,238.39,439.84,260.84,607.84,347,205.7,0,2
-78.021,177.29,116.4,6.1024,69.767,113.77,259.67,145.9,360.18,586.77,232.67,557.67,325,231.03,0,2
-76.087,152.42,106.21,4.9831,86.687,125.69,289.69,164,112.8,301.97,248.69,556.69,308,190.38,0,2
-75.557,145.4,111.95,6.3037,81.653,121.65,287.65,166,284.96,490.99,188.65,458.65,270,207.38,0,2
-77.104,210.36,115.88,5.5033,98.281,134.28,287.28,153,238.51,462.41,236.28,547.28,311,226.51,0,2
-75.708,158.86,106.02,5.0809,70.963,107.96,283.2,175.23,284.44,502.09,217.96,541.2,323.23,220.78,0,2
-77.106,234.53,118.89,5.5297,96.364,135.36,297.36,162,272.35,474.92,229.36,543.36,314,205.47,0,2
-75.358,140.3,110.93,6.1919,91.692,127.69,295.69,168,263.65,480.57,246.69,577.86,331.17,220.59,0,2
-73.577,153.89,112.74,6.5811,85.838,119.84,297.84,178,258.76,513.06,300.84,653.84,353,260.67,0,2
-75.423,146.52,103.52,4.9085,71.898,108.9,273.9,165,108.05,315.86,310.9,658.9,348,210.47,0,2
-74.024,127.07,107.54,6.0084,70.743,110.74,291.74,181,280.12,502.18,206.74,500.74,294,224.1,0,2
-73.786,147.27,109.89,5.844,63.807,104.81,283.81,179,196.73,438.53,206.81,465.81,259,242.67,0,2
-76.839,181.92,112.75,5.2644,86.783,126.78,283.78,157,210.6,412.17,211.78,504.78,293,203.13,0,2
-77.489,227.46,118.83,5.5722,87.193,128.19,291.19,163,347.59,553.91,221.19,536.19,315,209.96,0,2
-77.856,245.81,116.26,4.9596,62.223,108.22,276.22,168,450.82,696.12,261.22,613.22,352,254.09,0,2
-78.325,236.93,114.99,4.7403,55.818,106.82,257.82,151,359,587.82,225.82,551.82,326,233.16,0,2
-75.949,136.36,108.3,5.5741,79.431,120.43,293.43,173,254.39,489.52,238.43,559.43,321,238.13,0,2
-79.894,265.07,119.75,4.9196,90.441,130.44,255.44,125,315.12,520.96,228.44,550.44,322,209.56,0,2
-77.558,203.8,118.85,6.0529,67.22,105.22,258.22,153,472.61,707.72,228.22,554.22,326,241.05,0,2
-76.957,151.71,111.44,5.6092,56.191,100.19,255.19,155,268.64,497.73,234.19,552.19,318,232.09,0,2
-77.255,209.89,114.37,5.1341,86.054,126.05,284.47,158.42,217.09,436.36,291.47,643.47,352,224.19,0,2
-74.989,172.03,109.04,5.2646,61.403,112.4,297.4,185,203.29,391.13,244.4,574.4,330,190.51,0,2
-74.371,174.9,109.05,5.1757,56.191,112.19,294.19,182,113.84,315.07,248.19,547.19,299,202.29,0,2
-77.553,271.07,120.45,5.4619,74.54,110.54,263.54,153,283.12,507.49,261.54,607.54,346,229.42,0,2
-75.314,163.63,111.35,5.5969,93.611,126.61,293.61,167,162.44,378.42,267.61,594.61,327,218.4,0,2
-77.323,226.85,115.84,5.0927,73.249,109.25,254.48,145.23,103.07,301.69,289.48,621.48,332,200.45,0,2
-76.494,190.22,111.25,5.0902,89.498,128.5,291.49,162.99,178.59,386.14,227.5,528.49,300.99,209.16,0,2
-76.772,203.96,115.33,5.3982,70.627,117.63,282.74,165.11,297.22,541.44,234.04,549.74,315.7,247.49,0,2
-77.146,220.19,119.82,6.1708,75.932,124.93,293.93,169,484.3,686.27,161.93,402.93,241,203.39,0,2
-77.146,176.86,109.32,4.9253,64.315,112.32,269.32,157,246.74,483.48,249.32,580.32,331,240.28,0,2
-76.122,184.48,114.2,5.6619,95.495,128.49,284.49,156,165.86,383.16,254.49,571.49,317,219.39,0,2
-75.563,129.43,107.5,5.7138,72.665,111.67,273.67,162,169.89,360.73,197.67,468.67,271,191.6,0,2
-75.628,127.5,107.7,5.9297,71.764,116.76,287.01,170.24,217.5,427.94,191.76,457.01,265.24,211.39,0,2
-75.012,197.31,111.3,5.3084,55.246,97.246,272.96,175.71,264.42,474.32,197.96,489.96,292,211.67,0,2
-79.016,202.3,115.99,5.3438,70.795,119.8,261.8,142,432.97,648.41,156.8,397.8,241,216.67,0,2
-77.567,215.85,120.31,6.2121,83.521,117.52,262.52,145,313.55,549.51,241.52,566.52,325,240.01,0,2
-77.49,261.21,120.98,5.4061,52.003,104,261,157,265.75,455.31,171,418,247,190.27,0,2
-75.512,187.32,114.6,5.7351,102.95,138.95,301.95,163,265.32,501.87,301.95,654.95,353,243.18,0,2
-76.722,191.1,113.53,5.2894,71.88,122.88,299.88,177,383.9,614.79,195.88,484.88,289,233.48,0,2
-76.84,160.9,112.32,5.7036,100.41,139.41,293.41,154,118.45,314.89,268.41,579.41,311,197.9,0,2
-76.637,180.05,112.04,5.2859,60.46,99.46,261.46,162,217.03,427.03,272.46,626.46,354,214.37,0,2
-74.59,235.69,112,5.1068,78.978,114.98,289.98,175,196.31,402.19,285.98,639.98,354,210.21,0,2
-78.106,163.08,115.21,6.4084,100.88,136.88,263.88,127,226.71,459.01,140.88,333.15,192.27,232.98,0,2
-77.156,180.59,114.14,5.6863,85.164,118.16,272.16,154,181.18,384.13,247.16,570.16,323,205.22,0,2
-74.653,172.85,111.45,5.6604,88.894,122.89,301.41,178.51,326.26,582.13,241.41,566.41,325,260.15,0,2
-76.523,130.96,106.47,5.249,66.651,108.65,266.65,158,245.96,487.05,203.65,489.65,286,242.76,0,2
-75.928,137.55,113.04,7.6862,101.89,134.89,287.89,153,322.99,562.88,207.89,492.89,285,242.21,0,2
-75.952,181.3,112.76,5.4477,50.538,99.538,272.54,173,287.07,492.29,231.54,557.54,326,208.68,0,2
-79.048,196.27,120.58,6.4783,56.697,86.697,200.7,114,295.12,518.99,254.7,595.7,341,228.68,0,2
-75.526,188.22,112.27,5.2897,71.485,117.49,296.49,179,171.39,382.59,248.49,563.49,315,213.16,0,2
-73.238,132.6,105.87,5.6073,73.605,110.6,296.6,186,199.08,425.04,254.6,584.6,330,228.77,0,2
-77.499,184.6,115.51,5.7489,59.305,111.3,265.63,154.33,287.47,474.33,195.63,480.63,285,188.55,0,2
-77.387,212.52,116.09,5.283,88.38,126.38,281.38,155,278.33,513.41,223.38,529.38,306,237.76,0,2
-77.065,182.87,110.21,4.9375,58.867,98.867,255.87,157,184.86,399.59,265.87,608.87,343,217.92,0,2
-76.88,200.6,113.29,5.3019,60.178,116.18,293.18,177,410.02,619.48,175.18,443.18,268,211.35,0,2
-73.116,131.42,109.79,6.6567,50.455,101.46,296.46,195,402.98,623.31,144.46,350.46,206,220.77,0,2
-75.691,143.04,110.27,5.9541,57.268,91.268,252.27,161,278.7,521.9,189.27,449.27,260,244.43,0,2
-76.394,131.98,107.03,5.3756,79.902,119.9,280.9,161,216.18,426.29,201.9,487.9,286,211.47,0,2
-77.252,241.55,117.29,5.2378,82.092,130.09,293.09,163,356.47,584.9,167.09,416.09,249,229.69,0,2
-77.052,298.68,119.49,5.0514,54.566,103.57,260.57,157,289.43,523.56,245.57,575.57,330,238.15,0,2
-75.343,213.94,111.89,5.1026,65.506,107.51,281.51,174,177.44,383.24,248.51,573.51,325,208.03,0,2
-75.746,197.24,113.41,5.2895,70.661,112.66,285.66,173,200.69,423.84,258.66,588.66,330,226.03,0,2
-75.171,163.12,112.4,6.0702,81.635,122.63,295.63,173,362.33,589.95,162.63,401.63,239,228.74,0,2
-75.877,185.72,113.19,5.4268,71.543,108.54,274.54,166,291.72,531.35,272.54,624.54,352,245.57,0,2
-76.58,136.53,107.26,5.3227,53.967,99.967,264.97,165,281.73,496.85,188.97,472.97,284,216.77,0,2
-77.867,207.63,118,5.7391,87.476,123.48,267.48,144,327.08,560.43,175.48,426.48,251,234.68,0,2
-79.016,230.92,120.06,5.6399,65.047,110.05,245.05,135,401.93,619.62,204.05,503.05,299,220.96,0,2
-79.131,243.62,116.14,4.6959,74.015,117.02,248.02,131,252.39,450.02,252.02,594.02,342,201.72,0,2
-75.696,189.89,112.99,5.4699,78.437,121.44,285.43,163.99,200.9,375.97,139.44,340.43,200.99,175.17,0,2
-76.147,236.2,115.72,5.3049,82.363,121.36,300.36,179,298.46,539.61,281.36,634.36,353,247.64,0,2
-74.402,158.06,108.69,5.3119,52.532,92.532,262.53,170,154.49,385.26,271.53,601.53,330,233.16,0,2
-77.831,288.12,119.25,4.9794,50.825,92.825,236.83,144,137.49,333.74,298.83,651.83,353,199.52,0,2
-76.572,247.32,120.57,5.7789,74.114,117.11,280.11,163,272.12,489.34,258.11,594.11,336,221.48,0,2
-75.246,189.39,114.03,5.7262,90.308,129.31,301.31,172,294.7,536.5,225.31,532.31,307,244.63,0,2
-77.572,197.26,115.91,5.337,53.487,98.487,244.49,146,123.53,337.29,330.49,681.49,351,217.37,0,2
-76.61,166.34,110.34,5.2374,85.252,119.25,270.5,151.25,224.16,465.09,303.5,663.24,359.75,246.87,0,2
-76.201,148.68,106.34,5.037,78.403,119.4,286.4,167,235.57,434.79,198.4,493.4,295,200.86,0,2
-77.117,224.57,113.93,4.949,72.611,109.61,263.56,153.95,208.79,428.25,244.56,571.56,327,222.16,0,2
