Vrest,dVdt,APA,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,Gender,class
-74.214,141.57,110.05,6.0931,61.942,109.94,295.94,186,258.94,492.99,179.94,418.94,239,234.73,0,2
-77.561,174.37,112.16,5.2451,61.663,100.66,242.66,142,228.26,470.46,292.66,651.66,359,247.72,0,2
-76.237,245.78,117.33,5.3666,80.997,119,277.04,158.05,241.96,445.27,252.04,587.04,335,206.92,0,2
-77.57,196.67,116.02,5.6942,104.58,138.58,286.58,148,219.6,439.52,240.58,553.58,313,222.37,0,2
-77.855,281.85,120.14,5.1605,90.198,132.2,283.2,151,358.05,571.89,212.2,514.2,302,216.98,0,2
-78.845,221.51,119.9,5.712,58.709,98.709,223.71,125,349.63,581.45,203.71,497.83,294.12,234.43,0,2
-76.904,153.39,115.6,7.3241,85.891,124.89,262.89,138,426.3,648.22,145.89,354.89,209,222.61,0,2
-78.193,284.89,115.68,4.1943,56.14,107.14,243.14,136,139.99,339.9,251.14,572.14,321,201.68,0,2
-75.591,188.66,114.55,5.6417,56.695,105.7,270.98,165.29,204.12,415.45,223.7,517.98,294.29,212.86,0,2
-73.927,141.01,106.94,5.4228,53.176,101.18,277.18,176,249.3,460.78,192.18,468.18,276,212.75,0,2
-76.469,210.66,118.15,5.9718,106.91,139.91,297.91,158,277.35,479.68,211.91,509.91,298,204.56,0,2
-77.053,235.92,117.82,5.4518,91.141,131.14,282.31,151.17,300.49,519.56,190.14,463.31,273.17,220.72,0,2
-77.501,167.21,115.75,6.5465,119.04,154.04,300.04,146,287.59,471.63,182.04,450.04,268,185.35,0,2
-73.942,125.37,101.72,5.0282,50.444,97.444,280.44,183,221.88,429.72,204.44,504.44,300,209.58,0,2
-74.133,165.44,114.4,6.5766,100.8,134.8,292.8,158,185.69,373.42,232.8,534.8,302,189.4,0,2
-75.051,231.96,112.82,5.0838,96.088,130.09,295.09,165,223.48,443.81,208.09,497.09,289,221.97,0,2
-75.237,151.38,104.58,4.948,59.404,107.4,286.4,179,213.31,438.79,249.4,583.4,334,228.52,0,2
-73.416,154.08,110.84,5.9982,64.684,106.68,276.96,170.28,170.52,402.76,291.96,628.96,337,235.53,0,2
-75.187,153.76,108.41,5.3461,60.756,109.76,281.76,172,334.81,561.77,178.76,447.76,269,228.55,0,2
-75.02,188.52,115.61,5.9192,94.124,129.12,281.12,152,177.79,384.19,268.12,596.12,328,209.09,0,2
-75.162,157.51,106.66,5.1363,63.772,106.77,272.77,166,171.31,370.79,221.77,525.87,304.1,200.95,0,2
-77.978,254.13,115.77,4.7712,72.4,112.4,250.13,137.73,308.56,536.23,236.13,564.13,328,231.75,0,2
-75.908,217.98,113.71,5.134,64.362,114.36,273.36,159,251.83,435.83,184.36,455.36,271,185.13,0,2
-76.894,267.73,118.83,5.2694,91.257,124.26,256.26,132,203.12,429.2,262.26,593.26,331,229.19,0,2
-73.013,122.25,105.04,5.8635,67.478,102.48,283.48,181,215.7,458.41,277.48,625.48,348,246.91,0,2
-74.012,152.32,108.49,5.4489,63.78,108.78,295.77,186.99,279.8,499.64,213.77,518.77,305,222.28,0,2
-75.532,232.37,118.33,5.8289,101.1,135.1,298.1,163,149.01,359.53,291.1,623.1,332,213.3,0,2
-77.139,296.26,119.6,5.0267,85.892,124.89,287.89,163,268.64,480.5,279.89,632.89,353,217.65,0,2
-73.001,182.79,114.21,6.1764,81.696,119.7,277.7,158,224.65,431.67,220.7,515.7,295,208.79,0,2
-72.595,121.29,105.42,5.963,75.925,114.92,298.88,183.96,239.65,466.59,215.88,511.88,296,228.82,0,2
-73.902,214.4,117.17,5.9407,72.87,111.87,261.87,150,114.94,314.18,310.87,649.87,339,201.8,0,2
-74.829,139.78,111.7,6.8753,93.4,127.4,286.4,159,131.97,359.33,344.4,691.4,347,231.52,0,2
-75.147,130.13,104.61,5.164,73.505,106.5,266.5,160,110.31,331.91,287.5,623.5,336,223.67,0,2
-77.583,187.74,119.62,7.2464,122.34,155.34,294.34,139,263.31,495.31,218.34,503.34,285,234.03,0,2
-75.158,128.52,107.81,5.8248,82.382,123.38,294.38,171,216.75,404,212.38,512.38,300,188.89,0,2
-77.159,230.67,115.83,5.238,74.831,117.83,265.83,148,234.18,434.36,187.83,457.83,270,201.3,0,2
-77.401,178.03,113.1,5.4526,125.13,158.13,296.13,138,140.04,322.42,307.13,647.13,340,185.52,0,2
-76.581,152.24,111.6,5.77,56.604,94.604,246.6,152,307.18,504.74,191.6,476.6,285,199.44,0,2
-77.793,182.69,110.14,4.9353,97.072,136.07,287.07,151,236.67,436.17,264.07,611.07,347,203.8,0,2
-77.957,182.49,116.9,6.1155,78.07,120.07,261.07,141,345.91,569.74,236.07,563.07,327,228.24,0,2
-75.971,154.93,106.36,4.9492,95.309,133.31,296.31,163,115.24,302.65,249.31,558.31,309,188.69,0,2
-75.885,217.81,115.1,5.3393,59.503,105.5,263.5,158,336.08,556.66,173.5,429.5,256,221.92,0,2
-75.46,149.2,112.4,6.3806,88.761,125.76,280.76,155,269.43,473.06,191.76,465.76,274,204.99,0,2
-76.999,215.12,116.13,5.4016,104.33,139.33,284.33,145,227.36,448.17,241.33,554.33,313,223.43,0,2
-75.532,159.55,106.06,5.0277,82.081,117.08,287.08,170,282.81,498.63,221.08,543.08,322,219,0,2
-77.023,240.51,119.21,5.5349,102.71,139.71,292.74,153.02,258.3,457.85,234.71,549.74,315.02,202.44,0,2
-75.234,143.13,111.27,6.2429,97.723,131.72,289.76,158.04,252.41,466.69,250.76,582.76,332,217.91,0,2
-73.429,156.68,113.04,6.5862,90.958,123.96,285.96,162,243.06,492.97,304.96,658.96,354,256.07,0,2
-75.262,147.13,103.55,4.9214,83.348,118.35,281.35,163,114.47,320.56,310.35,657.35,347,208.89,0,2
-74.757,159.1,114.14,6.7345,106.45,138.45,294.45,156,198.72,410.54,274.45,606.45,332,215.13,0,2
-73.876,128.66,107.75,6.0462,79.589,116.59,288.59,172,267.98,487.42,210.59,506.59,296,221.51,0,2
-73.615,148.15,109.97,5.8643,70.484,110.48,282.93,172.45,189.95,429.54,208.48,470.93,262.45,240.51,0,2
-76.738,185.84,113,5.3065,94.91,131.91,285.91,154,202.8,402.06,215.91,510.91,295,200.85,0,2
-77.407,233.29,119.17,5.6751,95.38,133.38,289.38,156,331.98,535.64,225.38,542.38,317,207.28,0,2
-75.731,218.75,116.58,5.6075,97.155,134.15,294.15,160,126.75,319.72,305.15,641.15,336,195.62,0,2
-73.79,133.39,105.78,5.3798,58.547,103.55,285.55,182,210.66,431.24,255.55,589.55,334,223.66,0,2
-77.751,250.59,116.5,5.1172,75.244,117.24,283.24,166,444.52,687.06,264.24,615.24,351,251.33,0,2
-78.241,242.76,115.32,4.7385,70.446,116.45,264.45,148,353.92,580.66,228.45,554.45,326,231.12,0,2
-75.821,138.29,108.51,5.6731,88.095,127.1,298.1,171,248.29,480.93,242.1,564.1,322,235.68,0,2
-79.841,272.82,120.17,4.9027,99.403,137.4,261.4,124,305.73,509.29,232.4,555.4,323,207.29,0,2
-77.444,207.91,119.16,6.0811,76.032,113.03,260.03,147,460.19,692.96,230.03,557.03,327,238.68,0,2
-76.874,155.65,111.84,5.6355,62.639,106.64,257.64,151,259.97,486.54,236.64,556.64,320,229.57,0,2
-77.168,214.91,114.61,5.1511,93.143,132.14,286.14,154,210.83,427.02,296.14,647.14,351,221.09,0,2
-74.885,175.3,109.22,5.2652,73.65,118.65,297.65,179,199.14,385.02,246.65,577.65,331,188.55,0,2
-74.241,177.49,109.17,5.1854,70.866,117.87,290.87,173,113.57,312.55,248.87,548.87,300,200.08,0,2
-77.443,276.8,120.66,5.4574,82.381,116.38,260.38,144,270.99,492.16,265.38,612.38,347,226.15,0,2
-75.188,166.79,111.6,5.6491,98.735,130.74,287.74,157,154.76,367.68,271.74,599.74,328,215.33,0,2
-77.218,231.68,116.04,5.0839,79.286,113.29,255.29,142,101.54,297.59,291.29,624.29,333,197.92,0,2
-76.377,193.5,111.4,5.1629,97.204,133.2,296.2,163,174.24,379.52,231.2,534.2,303,206.93,0,2
-76.684,209.05,115.63,5.4041,79.606,122.61,278.61,156,282.81,523.95,237.61,555.84,318.24,244.39,0,2
-77.067,226.14,120.23,6.178,88.461,131.46,290.46,159,463.13,662.74,164.46,408.46,244,201.07,0,2
-74.472,129.27,110.52,7.0832,76.538,118.54,300.92,182.38,457.15,676.94,187.92,465.92,278,222.43,0,2
-77.028,179.85,109.48,4.8251,76.626,122.63,281.63,159,248.85,483.6,251.63,583.32,331.69,238.39,0,2
-74.322,164.05,108.27,5.4183,61.637,111.64,283.64,172,385.91,602.31,151.64,385.64,234,217.41,0,2
-75.987,187.56,114.41,5.6844,100.38,132.38,282.38,150,158.55,372.99,259.38,577.38,318,216.55,0,2
-75.446,131.87,107.79,5.7689,81.24,116.24,274.24,158,165.32,354.34,200.24,473.24,273,189.8,0,2
-75.512,129.81,107.99,5.7402,81.258,123.26,289.26,166,210.15,418.46,194.26,463.26,269,209.31,0,2
-74.838,198.01,111.29,5.3145,65.903,104.9,275.9,171,257.04,464.84,200.9,493.9,293,209.61,0,2
-78.931,207.7,116.31,5.296,86.29,129.29,270.29,141,425.95,639.99,158.29,401.29,243,215.31,0,2
-77.477,221.7,120.74,6.2438,89.57,121.57,254.57,133,293.15,525.51,245.57,572.57,327,236.34,0,2
-75.467,196.24,115.21,5.7275,106.22,138.22,270.22,132,243.87,474.76,304.75,658.75,354,237.18,0,2
-76.631,195.7,113.81,5.3054,84.971,129.97,298.97,169,367.44,595.73,198.97,490.97,292,230.89,0,2
-76.762,165.35,112.73,5.7159,104.05,141.05,289.05,148,113.47,307.28,272.05,585.05,313,195.3,0,2
-75.512,218.59,110.9,4.9764,57.384,100.38,250.38,150,202.94,393.63,243.38,578.38,335,193.49,0,2
-76.532,183.57,112.28,5.3092,68.495,105.49,263.49,158,212.66,420.27,275.49,629.49,354,211.96,0,2
-74.467,240.3,112.2,5.1142,85.987,118.99,281.99,163,189.31,392.07,289.99,642.99,353,207.03,0,2
-78.002,167.13,115.64,6.18,107.51,141.51,265.51,124,213.52,443.26,144.51,341.51,197,230.48,0,2
-77.04,184.1,114.41,5.5034,91.391,123.39,274.39,151,174.82,375.36,251.39,575.56,324.16,202.82,0,2
-74.457,173.06,111.46,5.6439,95.843,129.84,300.08,170.24,312.19,564.52,246.08,572.08,326,256.6,0,2
-76.384,132.83,106.66,5.2818,77.941,116.94,275.94,159,244.9,483.98,204.94,492.94,288,240.81,0,2
-75.811,140.92,113.52,7.678,107.48,138.48,278.48,140,298.84,534.9,213.48,502.48,289,238.38,0,2
-75.859,185.53,113.05,5.4529,60.037,107.04,272.04,165,278.34,481.27,234.04,561.04,327,206.38,0,2
-75.402,190.96,112.41,5.3013,80.372,124.37,300.37,176,168,377.01,251.37,567.37,316,211.01,0,2
-73.03,131.5,105.78,5.6734,82.733,117.73,298.73,181,195.67,419.26,257.73,587.73,330,226.44,0,2
-77.446,190.41,115.99,5.555,70.805,115.8,261.8,146,273.54,458.09,197.8,485.8,288,186.25,0,2
-73.424,125.05,107.52,6.3044,66.041,108.04,294.04,186,219.02,445.08,274.04,614.04,340,229.92,0,2
-78.131,204.97,115.65,5.3207,53.722,105.72,259.72,154,407.62,619.76,180.72,456,275.28,214.31,0,2
-75.921,148.21,108.62,5.3304,60.492,110.49,281.51,171.01,260.96,459.05,215.51,527.51,312,200.51,0,2
-77.275,216.82,116.32,5.3664,96.518,133.52,284.52,151,267.47,499.81,228.52,535.76,307.25,235.04,0,2
-76.945,185.89,110.36,4.9623,69.282,107.28,264.28,157,185.82,398.5,267.28,610.28,343,215.94,0,2
-75.664,182.84,110.29,5.2012,50.19,91.19,255.19,164,169.52,390.74,289.19,640.19,351,224.89,0,2
-76.763,204.04,113.45,5.3107,78.608,126.61,300.61,174,402.59,610.37,177.61,447.61,270,209.72,0,2
-72.972,132.93,110.03,6.7199,59.623,109.62,294.62,185,385.54,603.71,145.62,355.62,210,218.65,0,2
-75.534,144.43,110.43,5.9923,63.004,99.004,256.09,157.09,268.2,508.88,191.09,455.09,264,241.96,0,2
-75.574,120.98,110.38,7.8807,104.61,134.61,286.07,151.46,213.84,428.28,264.61,595.07,330.46,217.73,0,2
-75.151,184.06,110.73,5.2764,54.051,104.05,275.05,171,208.98,430.45,207.05,487.05,280,222.7,0,2
-76.278,134.45,107.29,5.4068,89.57,127.57,286.57,159,213.08,421.41,203.57,491.57,288,209.73,0,2
-77.151,246.9,117.52,5.2286,93.839,136.84,293.84,157,340.71,566.7,169.84,423.84,254,227.29,0,2
-73.935,123.09,106.57,6.0864,79.224,115.22,288.22,173,139.96,348.16,304.22,650.22,346,211.4,0,2
-75.201,216.04,111.94,5.1077,75.44,114.44,285.39,170.95,175.69,379.5,250.39,576.39,326,206.1,0,2
-73.069,175.28,106.29,5.1523,50.226,96.226,282.23,186,176.72,384.2,258.23,594.23,336,210.14,0,2
-73.338,123.23,103.64,5.469,57.753,100.75,289.75,189,207.44,415.67,252.75,589.75,337,211.36,0,2
-75.623,200.28,113.57,5.3662,79.261,118.26,287.26,169,194.31,414.85,262.26,593.26,331,223.42,0,2
-75.022,165.34,112.59,5.8837,92.106,130.11,294.11,164,345.38,570.35,165.11,409.11,244,226.15,0,2
-76.598,212.72,115.57,5.4588,100.38,138.38,300.38,162,248.77,471.91,278.38,623.38,345,227.99,0,2
-75.755,189.11,113.4,5.4341,78.64,114.64,271.64,157,280.77,516.95,275.64,628.64,353,242.03,0,2
-76.453,138.65,107.48,5.3619,66.001,110,273,163,278.84,492.26,191,476,285,215.11,0,2
-75.313,177.06,120.15,8.7508,125.98,164.98,300.98,136,453.84,674.85,167.98,406.98,239,222.33,0,2
-77.743,211.73,118.27,5.7723,95.541,129.54,269.54,140,311.26,542.02,178.54,434.54,256,232.14,0,2
-78.952,237.63,120.47,5.6471,76.186,118.19,247.19,129,387.64,602.91,207.19,507.19,300,218.55,0,2
-79.07,250.57,116.54,4.6908,84.09,124.09,253.09,129,248.19,443.57,255.09,597.09,342,199.49,0,2
-75.6,194.17,113.25,5.4687,88.443,127.44,284.44,157,192.57,365.88,141.44,345.44,204,173.44,0,2
-74.249,159.73,108.78,5.3421,59.463,99.463,260.51,161.05,152.56,380.44,272.51,603.51,331,230.31,0,2
-74.428,205.93,117.54,6.3633,91.573,128.57,298.57,170,214.64,450.63,285.57,623.57,338,240.03,0,2
-77.74,294.75,119.55,4.9929,58.817,97.817,235.82,138,134.84,328.39,300.82,654,353.18,196.81,0,2
-76.501,254.51,120.97,5.7533,80.623,120.62,270.62,150,255.32,468.98,262.62,599.62,337,217.84,0,2
-75.128,194.15,114.32,5.7314,96.525,133.52,287.52,154,276,514.35,230.52,539.52,309,241.16,0,2
-77.494,202.45,116.27,5.5197,61.45,103.45,246.45,143,121.95,332.89,331.45,683.45,352,214.55,0,2
-75.666,233.28,110.71,4.5847,53.946,96.946,264.95,168,324.28,587.73,247.95,589.95,342,268.63,0,2
-76.503,169.99,110.59,5.2392,91.946,123.95,265.95,142,217.98,455.22,305.95,664.95,359,243.11,0,2
-77.443,209.99,113.31,5.1462,53.255,115.26,270.26,155,356.1,551.08,140.26,356.26,216,195.46,0,2
-76.069,150.77,106.48,5.0547,89.55,127.55,293.55,166,234.55,432.29,200.55,496.55,296,199.43,0,2
-77.002,228.88,114.12,4.9485,81.215,115.21,265.19,149.97,203.63,420.65,247.19,575.19,328,219.73,0,2
-75.589,190.54,111.24,5.2492,51.24,102.24,277.24,175,328.71,567.96,211.24,515.24,304,242.06,0,2
-73.494,133.72,104.37,5.3198,52.175,106.18,294.18,188,193.04,369.81,199.18,488.18,289,177.89,0,2
-75.132,180.72,111.95,5.5352,79.551,121.55,287.84,166.29,408.77,654.7,171.55,426.84,255.29,247.59,0,2
-76.091,136.34,107.86,5.4714,61.345,103.35,255.35,152,120.38,327.05,274.35,601.35,327,208.5,0,2
-73.205,132.67,111.56,7.6798,92.713,131.71,300.71,169,384.08,614.94,164.71,399.71,235,231.89,0,2
-77.698,192.05,115.68,5.5008,96.182,131.18,262.49,131.31,118.42,319.87,318.54,660.54,342,204.39,0,2
-78.547,258.45,119.9,5.5855,106.28,141.28,270.28,129,383.44,598.38,155.28,387.28,232,216.08,0,2
-75.873,149.1,114.83,7.588,108.71,141.71,283.71,142,330.46,558.14,231.71,543.71,312,231.24,0,2
-77.063,281.44,118.67,5.207,84.58,121.58,260.58,139,242.77,465.06,260.58,598.58,338,226.27,0,2
-79.2,243.99,115.83,4.6713,72.139,115.14,229.14,114,211.23,396.47,237.14,565.22,328.08,187.89,0,2
-75.727,298.96,120.72,5.6277,69.21,120.21,278.21,158,370.06,588.56,173.21,424.21,251,219.89,0,2
-76.101,201.13,115.77,5.6949,56.443,103.44,262.74,159.3,349.37,566.43,230.74,555.74,325,221.32,0,2
-74.231,158.56,107.73,5.2576,71.686,111.69,289.69,178,215.02,461.54,297.69,651.69,354,251.65,0,2
-75.82,227.59,109.93,4.5469,55.938,111.94,274.94,163,145.92,337.5,237.94,548.94,311,193.08,0,2
-75.357,191.85,118.94,7.0048,100.53,144.53,297.53,153,418.44,606.33,152.53,374.53,222,188.6,0,2
-76.826,160.32,114.46,6.3319,94.11,131.11,280.11,149,204.62,388.7,228.11,532.36,304.25,185.94,0,2
-77.73,190.91,111.9,4.9267,52.669,94.669,236.67,142,169.25,363.6,262.67,605.67,343,197.17,0,2
-76.593,190.07,118.03,6.3344,64.318,113.32,265.32,152,355.19,566.07,186.32,452.79,266.47,212.49,0,2
-77.817,186.42,112.09,5.0804,54.117,97.117,239.12,142,177.72,378.89,288.12,644.12,356,205.21,0,2
-75.137,189.3,116.6,6.2353,97.114,132.11,287.11,155,136.79,373.76,327.11,667.11,340,240.49,0,2
-76.218,277.4,115.88,4.8366,54.31,109.31,282.31,173,269.42,486.82,259.31,604.31,345,222.09,0,2
-75.066,183.82,114.11,5.8648,94.196,131.2,296.2,165,147.49,365.14,292.2,623.2,331,220.35,0,2
-74.449,138.95,111.35,6.6923,103.07,132.07,277.07,145,197.88,407.21,305.07,658.07,353,214.28,0,2
-74.742,188.63,114.94,6.087,80.532,124.53,297.53,173,371.23,577.62,157.53,391.53,234,207.29,0,2
-76.571,238.09,120.11,5.8519,88.632,128.63,277.87,149.24,151.9,366.1,263.87,574.87,311,216.05,0,2
-76.483,215.37,119.02,6.09,84.425,120.42,269.42,149,271.72,479.63,237.42,559.42,322,211.18,0,2
-74.601,145.02,112.67,6.8305,78.948,115.95,280.95,165,356.61,563.73,210.95,515.95,305,210.26,0,2
-77.25,272.98,118.79,5.0695,60.935,92.935,207.94,115,141.62,404.05,313.94,667.94,354,266.09,0,2
-74.988,173.33,108.48,5.207,57.01,106.01,292.01,186,268.22,488.78,244.01,580.01,336,224.4,0,2
-77.539,190.22,114.56,5.651,71.223,122.22,279.22,157,516.96,738.49,186.22,466.22,280,224.74,0,2
-76.684,169.26,115.67,6.4015,97.63,133.63,295.63,162,279.74,503.23,232.63,545.63,313,226.44,0,2
-78.103,229.99,119.46,5.5416,69.681,105.68,237.68,132,293.81,530.47,225.68,538.68,313,239.73,0,2
-76.549,195.71,118.76,6.2959,78.745,124.75,271.75,147,376.94,583.82,158.75,387.75,229,207.68,0,2
-73.053,133.54,107.39,6.0128,60.74,107.74,300.74,193,319.18,535.61,221.74,537.74,316,219.73,0,2
-76.56,245.68,118.65,5.4265,102.26,136.26,288.26,152,185.44,382.66,278.26,616.26,338,200.55,0,2
-74.916,189.18,112.62,5.5632,85.868,119.87,280.87,161,148.22,351.3,268.87,597.87,329,205.34,0,2
-76.503,238.85,118.82,5.6904,64.917,104.92,244.92,140,300.1,514.36,195.92,479.92,284,216.13,0,2
-78.096,186,116.2,5.6088,88.344,125.34,258.34,133,228.57,452.68,277.34,622.34,345,228.54,0,2
-76.822,259.39,117.51,5.2303,52.121,95.121,236.99,141.87,288.31,511.98,172.12,423.07,250.95,224.76,0,2
-75.765,141.96,109.49,5.6682,60.69,113.69,291.91,178.22,300.68,517.21,198.69,484.91,286.22,218.41,0,2
-75.766,252.34,119.09,5.5118,58.964,115.96,290.96,175,343.14,546.33,203.96,499.96,296,205.74,0,2
-75.761,234.3,115.1,5.3338,88.684,124.68,284.68,160,179.42,372.42,218.68,514.68,296,194.4,0,2
-75.978,250.14,118.08,5.4569,93.508,131.51,290.51,159,154.95,352.83,250.51,560.51,310,199.59,0,2
-75.728,202.03,118.31,6.2241,86.546,121.55,268.55,147,190.35,417.82,215.55,485.55,270,228.66,0,2
-75.813,223.66,114.29,5.1611,93.597,127.6,277.6,150,101.47,287.56,253.6,558.6,305,187.27,0,2
-76.754,181.91,110.87,5.1301,71.731,108.73,257.6,148.87,268.87,494.63,264.6,617.6,353,230.97,0,2
-74.449,200.89,115.06,5.7687,57.068,102.07,270.07,168,223.84,423.06,240.07,564.07,324,201.89,0,2
-78.11,280.87,116.16,4.3863,69.871,106.87,237.87,131,180.98,381.64,255.87,595.87,340,203.53,0,2
-75.812,147.7,112.94,6.6645,103.52,138.52,298.67,160.15,359,581.38,194.52,474.67,280.15,224.61,0,2
-77.435,162.15,115.26,6.4738,95.093,135.09,291.09,156,268.34,475.67,243.09,566.09,323,210.69,0,2
-74.739,177.33,116.61,6.7213,88.263,129.26,301.26,172,451.37,678.25,188.26,459.26,271,229.29,0,2
-76.747,216.15,111.65,4.7409,58.061,106.06,253.06,147,147.88,365.2,287.06,629.06,342,220.22,0,2
-76.103,235.01,120.03,5.9081,71.637,114.64,263.64,149,275.96,475.37,161.64,389.64,228,199.97,0,2
-77.321,179.48,117.73,6.6967,92.738,132.74,279.74,147,342.46,563.18,184.74,447.74,263,222.27,0,2
-77.546,160.8,116.36,7.3067,85.483,118.48,255.48,137,353.47,560.49,191.48,466.48,275,209,0,2
-76.384,191.56,113.91,5.3986,59.697,100.7,246.7,146,227.4,439.28,179.7,432.7,253,212.77,0,2
-76.396,210.26,113.51,5.1435,71.203,113.2,274.2,161,158.86,342.21,255.2,584.2,329,185.51,0,2
-77.655,174.3,115.28,5.8485,83.951,123.95,272.95,149,319.71,529.66,194.95,479.95,285,211.92,0,2
-77.746,174.77,115.03,5.7137,51.013,112.01,263.01,151,430.11,655.13,140.01,343.01,203,225.6,0,2
-75.648,226.15,116.15,5.506,73.214,110.21,257.16,146.95,161.98,351.33,228.16,530.16,302,190.77,0,2
-78.795,234.5,119.19,5.6199,104.87,140.87,279.87,139,382.52,597.4,195.87,477.87,282,217.45,0,2
-79.2,250.07,120.64,5.4177,79.767,111.77,229.77,118,240.17,468.68,243.77,569.77,326,231.64,0,2
-76.591,134.95,112.88,7.9261,105.04,139.04,296.04,157,236.32,478.76,303.04,651.04,348,248.02,0,2
-73.078,157.5,111.06,6.2121,91.09,123.09,277.09,154,192.92,395.21,228.09,528.09,300,204.07,0,2
-75.8,212.53,111.53,5.1434,77.602,119.6,285.6,166,359.49,590.64,184.6,463.6,279,233.25,0,2
-76.288,181.99,114.88,5.9322,86.955,125.96,290.96,165,478.41,709.37,226.96,548.96,322,236.77,0,2
-76.412,224.14,119.67,5.8922,85.027,120.03,274.29,154.26,230.77,451.6,282.29,628.29,346,225.51,0,2
-76.342,187.05,117.64,6.3658,100.13,132.13,270.58,138.45,131.98,354.37,334.58,679.58,345,226.15,0,2
-73.655,134.49,106.54,5.7014,69.064,110.06,295.06,185,171.55,407.21,332.06,690.06,358,241.13,0,2
-75.753,145.61,111.19,6.1901,72.251,110.25,262.25,152,248.08,462.95,151.25,363.25,212,215.31,0,2
-73.725,192.97,111.06,5.41,68.901,103.9,269.9,166,116.14,348.47,344.9,697.9,353,236.19,0,2
-74.758,154.73,107.49,5.2826,65.869,104.87,279.25,174.38,178.97,383.39,304.25,666.25,362,209.24,0,2
-72.174,125.18,104.67,5.6934,81.438,118.44,300.44,182,232.22,421,215.44,525.44,310,190.88,0,2
-77.607,152.7,111.97,5.7959,70.709,116.71,263.71,147,334.5,558.54,175.71,434.71,259,225.36,0,2
-78.178,286.86,119.29,4.9187,80.802,115.8,253.8,138,159.88,347.27,275.8,618.8,343,190.36,0,2
-77.368,199.61,116.52,5.6708,91.551,130.55,284.55,154,438.36,674.94,203.55,495.55,292,239.99,0,2
-75.985,163.54,109.73,5.199,61.466,113.47,282.47,169,215.57,396.19,192.47,472.47,280,181.69,0,2
-74.052,140.69,111.7,7.0391,110.84,142.84,299.84,157,310.83,496.87,211.84,515.84,304,188.69,0,2
-75.928,196.28,113.49,5.4327,63.131,103.13,264.13,161,254.35,461.93,215.13,521.13,306,209.81,0,2
-75.711,153.21,112.83,6.3199,82.058,118.06,282.06,164,298.1,523.37,236.06,559.06,323,228.88,0,2
-73.658,131.39,106.26,5.7577,55.298,103.3,293.09,189.79,322.99,530.01,201.09,499.09,298,209.45,0,2
-75.665,153.74,110.64,5.7207,90.433,125.43,292.23,166.8,207.31,410.4,279.23,629.23,350,207.32,0,2
-76.373,206.53,115.63,5.4268,94.427,132.43,279.63,147.2,246.1,459.05,217.63,515.63,298,215.02,0,2
-76.211,137.21,110.17,6.1427,80.598,122.6,293.6,171,344.34,555.91,206.6,510.6,304,214.46,0,2
-75.763,146.36,110.14,5.7359,71.556,103.56,253.56,150,188.14,426.49,325.56,690.56,365,244.44,0,2
-77.598,228.64,119.1,5.7856,89.644,130.64,288.64,158,412.32,656,254.64,593.64,339,250.49,0,2
-77.162,188.01,114.96,5.5409,72.907,110.91,252.91,142,235.25,439.1,233.91,554.91,321,206.56,0,2
-75.201,153.67,109.24,5.4062,51.074,111.07,283.07,172,161.58,355.83,231.07,530.07,299,195.54,0,2
-76.001,215.01,117.11,5.6275,72.31,116.31,288.31,172,226.35,453.15,307.31,664.31,357,232.82,0,2
-77.587,197.09,116.31,5.5436,99.212,133.21,280.21,147,188.54,387.08,253.21,577.21,324,201.04,0,2
-74.468,138.12,108.44,5.8547,75.489,117.49,298.69,181.21,403.52,622.16,195.49,488.69,293.21,221.57,0,2
-74.272,186.34,112.74,5.6298,102.18,139.18,300.18,161,305.57,510.83,222.18,535.18,313,208.35,0,2
-74.871,148.62,108.51,5.4707,76.251,114.25,280.25,166,237.14,430.88,173.25,430.25,257,194.57,0,2
-77.898,200.91,111.93,4.8737,78.022,123.02,272.02,149,369.19,599.91,191.02,478.24,287.22,233.18,0,2
-75.255,210.79,117.85,6.0008,83.405,117.4,261.4,144,129.14,349.5,260.4,566.22,305.82,221.81,0,2
-77.152,158.29,114.18,6.245,80.524,115.52,269.52,154,410.59,642.58,230.52,557.52,327,237.18,0,2
-77.074,224.94,118.86,5.6745,58.715,97.715,229.71,132,374.55,628.91,255.71,600.71,345,260.87,0,2
-76.622,187.54,115.04,5.6451,92.61,124.61,268.61,144,118.77,321.74,316.61,661.29,344.68,205.92,0,2
-77.35,197.63,113.78,5.0537,87.891,132.89,288.75,155.86,207.4,426.31,318.75,676.75,358,224.98,0,2
-75.341,233.49,116.61,5.5197,83.403,121.4,278.4,157,154.06,338.22,255.4,576.4,321,186.12,0,2
-77.673,195.62,117.28,5.948,95.376,132.38,271.38,139,375.93,598.63,226.38,540.38,314,226.82,0,2
-76.161,194.33,116.24,5.7369,80.734,122.73,284.73,162,321.24,555.84,244.73,571.73,327,238.92,0,2
-75.283,151.19,111.17,6.0368,93.636,124.64,280.64,156,220.73,449.41,267.64,606.64,339,232.41,0,2
-74.758,295.72,119.45,5.5611,71.607,114.61,265.61,151,145.35,345.55,247.61,554.61,307,201.72,0,2
-75.95,237.9,116.05,5.2137,56.614,101.61,250.61,149,126.76,312.81,247.61,558.61,311,187.41,0,2
-77.37,228.32,117.38,5.2676,92.75,127.75,267.75,140,157.93,360.77,284.75,621.75,337,205.81,0,2
