RMP,dV/dtmax,APA,APD20,APD40,APD50,APD90,APDtri,CTA,CTmax,CTD50,CTD90,CTDtri,CTD,Gender,class
-78.44,261.17,106.79,23.766,46.722,79.722,216.72,137,102.47,254.52,324.72,695.72,371,153.26,0,1
-78.099,249.57,106.19,29.106,51.775,85.775,237.77,152,107.68,263.79,322.77,692.77,370,157.35,0,1
-79.256,281.21,108.67,23.815,47.066,80.066,207.07,127,121.83,276.82,311.07,683.07,372,156.4,0,1
-78.048,247.86,106.27,28.45,51.375,87.375,234.38,147,96.991,240.38,302.38,657.38,355,144.17,0,1
-78.927,248.89,106.88,30.455,51.455,86.455,226.45,140,108.2,256.95,293.45,648.45,355,149.66,0,1
-77.703,226.35,102.21,20.969,44.804,78.804,232.61,153.81,82.208,229.07,319.61,680.61,361,147.53,0,1
-78.064,250.2,104.44,30.241,51.241,84.241,236.24,152,127.08,285.93,301.24,669.24,368,160.07,0,1
-77.968,242.92,104.31,26.911,49.568,81.568,223.57,142,84.264,233.7,352.57,729.57,377,150.65,0,1
-77.842,250.74,104.76,23.736,44.65,78.65,232.65,154,114.13,263.44,303.65,675.65,372,150.38,0,1
-78.865,223.17,102.98,28.996,50.792,81.792,215.35,133.56,82.454,227.77,332.35,704.35,372,146.31,0,1
-79.156,244.15,105.82,25.164,47.227,80.227,208.69,128.47,86.806,233.88,324.69,691.69,367,147.99,0,1
-77.456,230.34,102.98,22.144,45.823,78.823,234,155.18,102.64,260.35,343,721,378,159.12,0,1
-78.179,269.99,107.67,25.408,47.495,82.495,235.54,153.04,106.2,258.86,310.54,670.54,360,153.66,0,1
-78.142,240.69,104.37,24.925,44.761,78.761,224.76,146,108.22,253.74,285.76,639.76,354,146.32,0,1
-78.105,240.64,104.75,29.009,48.895,83.895,238.89,155,121.91,276.3,299.89,664.89,365,155.24,0,1
-77.229,232.99,104.43,25.032,47.358,79.358,236.36,157,89.214,251.66,350.36,720.36,370,163.71,0,1
-77.84,277.53,106.75,19.126,44.322,78.322,232.32,154,98.579,256.01,330.32,701.32,371,158.59,0,1
-78.058,256.46,106.2,23.711,48.054,85.054,230.05,145,92.594,227.61,304.05,662.05,358,135.83,0,1
-78.488,228.55,104.52,29.674,51.674,82.674,213.66,130.99,103.1,266.14,343.66,722.66,379,164.26,0,1
-77.873,286.46,107.58,21.532,45.414,81.414,236.73,155.31,126.21,280.45,292.73,652.73,360,155.39,0,1
-78.007,256.59,105.36,20.13,45.258,78.258,219.26,141,93.042,245.63,316.26,680.26,364,153.39,0,1
-78.18,237.77,104.07,28.99,47.622,78.622,226.62,148,141.09,300.05,297.62,669.62,372,160.44,0,1
-77.594,239.38,105.04,23.201,47.191,80.191,229.19,149,84.217,243.86,331.19,696.19,365,160.49,0,1
-78.377,228.79,103.38,25.449,47.125,82.125,228.26,146.14,103.67,250.8,308.26,672.26,364,148.17,0,1
-77.548,234.97,103.7,26.631,49.193,80.193,233.19,153,99.375,261.61,323.19,688.19,365,163.32,0,1
-78.523,223.97,103.99,23.971,47.768,80.768,216.56,135.8,81.96,232.79,327.56,689.56,362,151.67,0,1
-78.394,258.78,106.64,25.521,48.023,78.023,214.02,136,109.84,271.43,315.02,683.02,368,162.86,0,1
-78.501,254.96,104.39,23.253,45.003,79.003,220,141,116.3,258.98,280,635,355,143.64,0,1
-78.265,257.27,107.08,32.276,54.276,88.276,234.28,146,122.04,278.07,319.28,691.28,372,157.28,0,1
-78.503,249.68,106,28.575,48.483,81.483,223.48,142,105.44,252.92,306.48,669.48,363,148.53,0,1
-78.761,234.31,103.64,25.185,46.998,79.998,215,135,106.42,256.31,312,681,369,150.91,0,1
-78.706,245.01,105.36,26.104,47.184,79.184,218.18,139,107.62,259.91,327.18,703.18,376,153.68,0,1
-77.859,221.66,101.97,24.152,45.137,78.137,233.42,155.28,120.38,272.26,300.42,669.42,369,152.98,0,1
-78.098,236.78,103.88,24.445,46.987,79.987,224.99,145,110.63,267.44,337.99,719.99,382,158.13,0,1
-77.927,242.51,104.14,27.134,52.327,88.327,237.33,149,103.54,252.26,302.33,662.33,360,149.64,0,1
-79.531,293.33,108.57,19.393,43.897,78.897,202.05,123.15,112.98,260.14,300.05,668.05,368,148.19,0,1
-78.241,238.32,104.73,24.993,47.957,83.957,229.91,145.95,110.73,251.44,292.91,648.91,356,141.64,0,1
-78.526,239.75,104.15,30.726,49.046,81.046,224.05,143,150.54,311.65,295.05,667.05,372,162.63,0,1
-78.596,271.56,107.47,28.212,49.971,82.971,221.97,139,124.09,277.99,292.97,653.97,361,155.01,0,1
-78.269,260.04,106.75,29.242,50.82,85.82,235.82,150,123.38,272.55,296.82,661.82,365,150.34,0,1
-78.211,221.09,102.72,27.213,48.704,81.704,228.7,147,94.336,250.1,324.7,693.7,369,156.78,0,1
-78.41,260.5,106.91,29.163,49.985,81.985,212.78,130.79,116.77,273.7,267.78,606.78,339,157.55,0,1
-78.606,249,106.19,27.207,51.936,84.936,219.94,135,78.399,225.08,347.94,715.94,368,147.6,0,1
-77.84,238.32,104.42,24.035,45.979,79.979,231.98,152,105.24,253.15,316.98,686.98,370,148.94,0,1
-77.508,241.74,104.87,28.051,48.919,80.919,224.92,144,102.81,258.17,294.92,649.92,355,156.2,0,1
-78.438,270.86,106.97,25.98,47.547,82.547,223.55,141,120.77,271.61,321.55,698.55,377,152.51,0,1
-78.3,239.38,104.03,29.738,49.95,82.95,233.95,151,154.63,312.36,279.95,643.95,364,159.09,0,1
-78.537,237.45,104.72,22.966,47.018,79.018,216.02,137,72.649,225.29,341.02,705.02,364,153.39,0,1
-78.217,243.64,104.86,20.033,45.209,79.209,226.21,147,82.318,230.08,351.21,717.21,366,148.98,0,1
-77.784,237.45,104.58,27.732,51.452,87.452,238.45,151,93.727,248.09,320.45,683.45,363,155.28,0,1
-78.126,226.42,102.46,29.158,50.01,83.01,226.01,143,115.87,274.08,307.01,675.01,368,159.4,0,1
-78.351,276.53,106.47,20.251,44.239,78.239,225.76,147.52,103.5,247.62,318.76,692.76,374,145.34,0,1
-77.842,236.28,104.31,28.935,52.23,87.23,235.23,148,97.26,251.27,322.23,686.23,364,154.99,0,1
-78.723,265.14,106.45,24.126,45.017,78.017,214.02,136,112.18,265.8,297.02,658.02,361,154.57,0,1
-78.603,271.09,107.94,21.215,48.142,84.142,223.14,139,94.091,248.46,312.14,671.14,359,155.24,0,1
-78.23,233.95,103.57,29.508,50.508,81.508,226.51,145,97.254,251.48,340.51,719.51,379,155.32,0,1
-78.103,223.64,102.81,25.807,49.895,86.895,234.9,148,107.71,262.06,319.9,685.9,366,155.47,0,1
-77.893,230.26,104.09,28.873,48.757,79.757,231.76,152,110.97,263.74,324.76,697.76,373,154.04,0,1
-78.058,224.61,103.35,21.912,46.043,79.043,224.04,145,86.896,236.09,339.04,707.04,368,150.18,0,1
-78.02,233.74,104.93,22.807,46.363,78.363,215.36,137,90.516,244.91,366.36,746.36,380,155.85,0,1
-78.648,234.15,104.72,31.69,53.69,87.69,225.46,137.77,128.48,281.94,303.46,675.46,372,154.77,0,1
-77.79,225.62,103.21,21.879,45.691,78.691,221.69,143,105.7,262.28,342.69,721.69,379,158.05,0,1
-77.512,247.83,104.17,27.592,52.242,86.242,238.24,152,92.072,241.08,337.24,709.24,372,150.23,0,1
-78.55,266.73,107.74,19.377,45.398,80.398,217.4,137,81.123,231.81,328.4,690.4,362,151.6,0,1
-78.031,266.74,106.8,27.087,48.17,80.17,229.17,149,119.17,270.86,319.17,693.17,374,152.97,0,1
-78.458,237.87,103.66,21.635,45.1,78.1,219.1,141,107.16,265.03,300.1,660.1,360,158.88,0,1
-77.949,220.08,102.95,24.828,47.52,79.52,223.52,144,77.27,231.89,322.52,681.52,359,155.46,0,1
-78.305,234.83,104.67,27.316,49.033,81.033,222.86,141.83,85.06,240.63,357.86,731.86,374,156.82,0,1
-79.217,259.86,106.17,21.282,47.265,79.265,203.26,124,83.642,238.54,334.26,705.26,371,155.86,0,1
-77.937,245.51,105.43,27.207,46.991,78.991,227.99,149,109.69,263.12,314.99,686.99,372,154.6,0,1
-78.091,220.73,103.75,25.683,48.729,83.729,225.73,142,90.738,236.9,336.73,705.73,369,147.35,0,1
-77.825,240.62,104.51,26.931,48.464,82.464,232.46,150,95.47,246.06,321.46,686.46,365,151.63,0,1
-78.014,237.33,104.81,24.474,46.649,80.649,227.65,147,105.02,259.14,317.65,684.65,367,155.31,0,1
-77.653,231.6,103.67,24.048,47.297,82.297,238.3,156,87.301,234.85,319.3,680.3,361,148.42,0,1
-78.334,259.72,105.75,24.965,46.487,82.487,232.49,150,131.57,282.59,301.49,671.49,370,152.15,0,1
-78.011,234.35,104.28,27.421,50.961,84.961,227.89,142.93,87.052,232.38,306.89,661.89,355,146.1,0,1
-78.001,238.59,104.63,28.706,50.511,84.511,238.51,154,100.18,255.47,316.51,682.51,366,156.31,0,1
-77.988,232.99,104.27,25.439,46.707,78.707,227.82,149.11,101.76,253.17,323.82,695.82,372,152.42,0,1
-77.711,274.78,107.74,22.005,46.779,82.779,233.67,150.89,101.55,256.45,324.67,691.67,367,155.98,0,1
-78.212,273.56,107.74,24.009,47.318,81.318,221.36,140.04,109.17,264.39,304.36,667.36,363,156.25,0,1
-77.602,253.52,105.36,23.446,45.519,80.519,237.52,157,125.49,277.41,297.52,659.52,362,153.19,0,1
-78.222,225.04,103.13,27.587,47.587,78.587,220.91,142.32,126.36,286.27,308.91,680.91,372,161,0,1
-78.579,269.66,106.42,22.962,46.068,79.068,219.07,140,108.78,260.94,327.07,704.07,377,153.56,0,1
-78.363,254.46,105.6,25.183,48.271,81.271,224.27,143,102.63,260.3,313.27,678.27,365,158.76,0,1
-78.128,228.7,102.96,30.304,50.304,84.304,231.3,147,117.4,269.49,295.3,657.3,362,153.18,0,1
-78.181,235.76,104.97,31.255,55.255,91.255,234.26,143,102.55,254.77,301.26,655.26,354,153.07,0,1
-78.06,247.8,105.72,27.604,49.604,82.604,235.21,152.61,105.18,256.88,319.21,687.21,368,152.85,0,1
-78.411,260.86,106.49,27.188,47.612,79.612,221.87,142.26,134.46,290.58,309.87,687.87,378,157.7,0,1
-78.008,238.94,104.22,20.475,45.208,78.208,222.21,144,85.591,231.97,330.21,697.21,367,147.33,0,1
-77.911,255.61,105.98,26.622,49.311,82.311,229.31,147,109.92,270.32,321.31,690.31,369,161.61,0,1
-77.961,223.71,102.67,19.96,43.806,78.806,232.81,154,86.214,223.77,325.81,690.81,365,138.44,0,1
-78.481,233.11,103.99,24.975,46.033,78.033,222.03,144,98.232,252.83,336.03,712.03,376,155.8,0,1
-77.551,224.41,103.18,23.054,48.182,82.182,233.18,151,81.583,229.74,338.18,704.18,366,149.15,0,1
-76.852,222.61,103.21,24.85,48.671,79.671,226.67,147,64.71,221.97,392.67,764.67,372,158.5,0,1
-78.451,265.46,107.09,22.331,47.137,81.137,222.14,141,96.642,247.38,311.14,674.14,363,151.55,0,1
-78.97,299.69,108.4,22.5,48.256,82.256,219.26,137,108.87,263.49,331.26,711.26,380,156.05,0,1
-79.208,241.83,105.59,29.449,51.449,84.449,212.07,127.63,80.713,224.16,351.07,728.07,377,144.64,0,1
-78.685,264.66,107.67,30.023,53.687,87.687,222.69,135,106.09,261.92,326.69,701.69,375,156.78,0,1
-78.867,236.75,104.27,23.357,47.032,79.032,207.03,128,81.76,232.54,332.03,699.03,367,151.74,0,1
-77.822,264.88,105.91,29.683,51.133,83.133,226.13,143,153.84,320.19,307.13,686.13,379,168.05,0,1
-78.691,264.98,107.22,25.032,49.958,84.958,218.96,134,104.3,258.49,309.96,672.96,363,155.2,0,1
-78.292,249.37,104.56,21.404,44.881,79.881,228.12,148.24,107.19,246.13,302.12,665.12,363,139.97,0,1
-77.65,227.19,103.76,27.451,51.239,85.239,232.24,147,105.78,263.02,320.24,686.24,366,158.37,0,1
-78.079,259.57,106.41,22.619,46.029,78.029,221.95,143.92,91.389,242.26,325.95,693.95,368,151.98,0,1
-78.439,234.89,103.79,26.324,47.828,83.828,230.83,147,99.809,246.48,297.83,650.83,353,147.34,0,1
-78.304,243.29,106.32,31.385,53.385,89.385,231.39,142,130.17,282.68,300.39,665.39,365,153.72,0,1
-77.759,237.81,104.09,22.097,44.177,78.177,234.18,156,110.32,262.26,303.18,663.18,360,152.86,0,1
-78.471,273.21,107.26,25.394,47.838,81.838,227.84,146,115.19,271.08,325.84,704.84,379,157.32,0,1
-79.206,270.39,107.02,21.076,44.61,78.61,209.71,131.1,107.87,253.94,305.71,671.71,366,147.1,0,1
-78.44,250.08,104.7,24.989,47.677,78.677,217.24,138.57,96.945,247.92,333.24,707.24,374,152.02,0,1
-78.323,229.75,102.72,29.35,50.673,84.673,229.67,145,104.43,262.79,315.67,681.67,366,159.53,0,1
-77.704,239.38,104.37,25.289,49.846,84.846,236.38,151.54,90.213,242.22,329.38,696.38,367,152.86,0,1
-78.542,235.95,104.86,26.728,48.388,80.388,218.39,138,89.213,241.12,337.39,709.39,372,152.9,0,1
-78.143,253.83,105.43,18.238,45.678,79.678,222.68,143,67.059,212.47,354.68,722.68,368,146.28,0,1
-78.384,232.2,104.48,33.923,54.923,87.923,229.92,142,126.79,285.68,312.92,688.92,376,160.23,0,1
-78.981,264.09,105.42,23.146,45.176,78.176,216.18,138,91.235,243.94,307.18,669.18,362,153.55,0,1
-77.517,235.83,103.13,21.683,46.29,79.29,229.29,150,86.018,237.38,336.29,710.29,374,152.24,0,1
-77.721,232.96,103.66,23.66,51.206,86.206,237.21,151,87.143,242.76,357.21,731.21,374,156.89,0,1
-78.773,247.24,106.06,32.733,55.733,91.733,237.3,145.57,113.5,260.17,317.3,689.3,372,147.94,0,1
-77.362,226.58,103.49,27.189,47.625,80.625,239.63,159,100.76,251.94,319.63,686.63,367,152.2,0,1
-78.246,233.59,104.45,31.382,52.382,86.382,231.38,145,105.14,251.62,292.38,648.38,356,147.29,0,1
-78.301,240.2,105.17,24.865,49.124,82.124,222.12,140,89.786,244.4,334.12,703.12,369,155.74,0,1
-77.671,221.43,103.07,30.572,52.572,85.572,239.7,154.13,96.721,250.63,320.7,682.7,362,154.99,0,1
-78.028,243.58,104.89,21.579,46.356,78.356,218.36,140,80.175,238.04,333.36,698.36,365,158.73,0,1
-78.594,264.99,106.93,22.567,46.291,79.291,214.29,135,90.308,246.34,331.29,701.29,370,157.11,0,1
-78.304,226.59,103.45,31.649,53.649,86.649,224.13,137.48,105.46,262.72,322.13,696.13,374,158.56,0,1
-78.393,244.96,105.2,29.661,51.308,85.308,230.11,144.81,132.06,289.74,310.11,682.11,372,158.97,0,1
-78.11,258.93,104.83,24.265,46.768,80.768,228.77,148,120.62,275.84,300.77,667.77,367,156.43,0,1
-78.105,257.14,105.71,27.258,51.06,87.06,235.06,148,105.81,259.87,322.06,691.06,369,155.26,0,1
-78.049,224.8,102.5,21.184,44.769,79.769,230.13,150.36,73.654,207.3,344.13,713.13,369,134.53,0,1
-78.96,251.54,105.32,27.163,46.76,79.76,218.67,138.91,124.17,268.35,291.51,659.51,368,145.37,0,1
-78.639,248.66,106.11,25.638,46.09,78.09,220.09,142,113.81,272.44,305.09,667.09,362,159.6,0,1
-78.145,265.69,105.75,19.238,44.062,79.062,229.06,150,115.97,271.55,296.06,655.06,359,156.52,0,1
-78.974,255.66,106.17,28.022,48.877,80.877,209.88,129,111.31,269.18,326.23,704.23,378,159.2,0,1
-78.881,230.1,105.21,27.153,48.782,80.782,216.78,136,77.138,225.07,339.78,705.78,366,148.82,0,1
-77.818,236.55,105.15,27.392,50.902,85.902,235.9,150,91.628,244.89,312.9,667.9,355,154.2,0,1
-78.782,223.78,103.67,26.129,48.975,83.975,219.98,136,95.553,243.37,319.98,683.98,364,148.91,0,1
-78.036,246.24,105.25,35.637,57.637,89.637,236.74,147.1,106.97,272.05,322.74,689.74,367,166.15,0,1
-78.184,249.73,106.05,23.172,48.507,85.507,232.51,147,99.481,248.97,303.51,659.51,356,150.32,0,1
-77.667,223.49,102.86,22.168,45.501,79.501,230.5,151,103.78,261.41,341.5,717.5,376,159,0,1
-78.005,266.31,107.94,24.064,48.608,84.608,231.61,147,98.984,244.4,314.61,678.61,364,146.38,0,1
-77.763,235.8,103.78,24.968,48.118,80.118,228.12,148,91.778,247.91,358.12,738.12,380,157.39,0,1
-77.459,222.55,101.18,21.489,44.939,79.939,237.15,157.21,87.739,233.19,336.15,706.15,370,146.43,0,1
-78.095,240.66,104.55,27.769,51.318,85.318,231.48,146.16,91.42,235.58,308.48,669.48,361,145,0,1
-78.991,253.17,105.61,22.495,46.443,78.443,207.7,129.25,88.502,243.13,348.7,725.7,377,156.04,0,1
-78.249,255.42,105.39,26.345,48.806,81.806,224.81,143,104.63,256.73,319.81,691.81,372,153.31,0,1
-77.343,241.12,104.59,21.961,45.261,79.261,237.25,157.99,88.207,233.69,334.25,702.25,368,146.5,0,1
-77.729,226.64,103.63,24.667,46.739,79.739,231.74,152,91.664,238.31,335.74,707.74,372,147.72,0,1
-78.076,230.04,103.28,21.106,44.828,78.828,227.83,149,88.983,235.87,327.83,695.83,368,147.9,0,1
-77.858,231.77,102.08,22.124,46.633,79.633,230.63,151,86.829,232.63,310.63,671.63,361,146.61,0,1
-77.961,225.97,102.46,21.869,45.097,78.097,233.1,155,93.646,239.53,340.1,715.1,375,147.07,0,1
-78.013,231.49,104.4,27.851,49.625,81.625,228.84,147.21,101.15,257.14,333.84,708.84,375,157.08,0,1
-78.033,234.21,103.67,28.331,49.075,84.075,236.07,152,134.03,283.64,292.07,658.07,366,150.73,0,1
-78.845,246.79,107.07,27.578,49.389,82.389,214.39,132,92.187,241.09,322.39,686.39,364,149.99,0,1
-77.669,232.97,104.22,24.88,51.12,84.12,230.12,146,78.89,240.83,367.12,740.12,373,163.28,0,1
-78.273,232.63,103.63,24.292,47.038,79.038,221.04,142,103.91,262.69,341.04,720.04,379,160.01,0,1
-78.294,231.09,103.82,26.532,49.014,82.014,227.01,145,110.5,264.05,318.01,688.01,370,154.7,0,1
-78.269,280.03,106.87,16.625,43.451,81.451,227.45,146,85.325,220.4,317.45,681.45,364,135.94,0,1
-77.766,239.14,104.87,28.639,48.866,80.866,224.87,144,126.58,279.79,290.87,651.87,361,154.19,0,1
-77.839,222.64,104.01,31.273,51.273,82.273,226.27,144,91.291,250.61,310.27,666.27,356,160.03,0,1
-78.044,259.56,105.53,22.338,46.711,78.711,216.93,138.22,93.388,255.01,349.93,728.93,379,163,0,1
-78.258,257.03,106.95,25.002,46.653,78.653,219.65,141,103.29,256.99,324.65,693.65,369,154.87,0,1
-77.119,223.98,103.16,27.701,47.51,79.51,230.51,151,119.03,280.01,312.51,680.51,368,162.24,0,1
-78.063,246.72,106.19,22.246,47.9,82.9,233.9,151,112.32,272.73,323.9,693.9,370,161.69,0,1
-78.536,261.95,107.02,21.2,46.04,80.04,215.04,135,86.691,236.39,324.04,686.04,362,150.59,0,1
-77.85,226.42,103.8,27.569,50.342,83.342,232.34,149,97.27,253.57,351.34,730.34,379,157.68,0,1
-78.536,241.05,104.87,35.231,57.231,92.231,233.23,141,116.3,271.36,316.23,687.23,371,155.99,0,1
-77.957,257.11,106.73,30.084,53.084,88.084,233.23,145.15,132.62,290.16,316.23,692.23,376,159.16,0,1
-78.971,244.61,104.92,21.771,45.26,78.26,213.26,135,97.288,242.14,327.26,700.26,373,145.95,0,1
-78.066,250.53,103.92,25.87,49.408,84.408,236.33,151.92,110.86,260.56,315.33,683.33,368,150.95,0,1
-78.14,236.52,103.9,27.264,51.013,83.013,223.01,140,91.499,253.86,340.01,715.01,375,163.53,0,1
-78.231,264.87,106.39,19.998,45.001,78.001,221,143,91.904,244.42,324,691,367,153.57,0,1
-77.126,222.15,102.9,24.273,47.061,78.061,230.06,152,77.347,228.63,351.06,721.06,370,152.37,0,1
-77.418,234.12,104.86,23.654,46.518,79.518,232.52,153,104.19,256.49,324.52,695.52,371,153.47,0,1
-77.674,265.26,107.33,17.889,43.692,78.692,228.08,149.39,86.628,239.74,341.08,710.08,369,154.24,0,1
-78.039,245.49,105.06,25.526,48.083,82.083,230.08,148,95.378,248.47,306.08,663.08,357,153.92,0,1
-77.909,235.69,105.25,32.12,55.098,91.098,238.1,147,107.02,260.96,317.1,681.1,364,155.01,0,1
-78.174,236.4,103.16,21.388,46.078,79.078,220.36,141.28,106.48,269.06,335.36,712.36,377,163.84,0,1
-78.395,226.2,103.16,30.221,51.221,83.221,229.61,146.39,100.47,256.33,341.61,721.61,380,157.07,0,1
-78.365,272.44,108.09,23.465,49.67,83.67,222.67,139,90.195,244.75,343.67,710.67,367,155.78,0,1
-78.715,250.58,105.47,21.764,47.271,79.271,211.58,132.31,62.87,212.2,359.58,728.58,369,150.25,0,1
-78.262,250.3,105.11,25.559,47.529,81.529,229.46,147.93,110.96,257.8,286.46,637.46,351,147.69,0,1
-78.162,235.18,103.26,23.432,44.651,80.651,230.65,150,110.85,254.37,300.65,664.65,364,144.53,0,1
-78.298,232.13,103.15,25.056,46.578,81.578,228.58,147,124.98,282.58,293.58,655.58,362,158.55,0,1
-78.775,249.75,105.2,24.675,46.265,80.265,221.51,141.25,102.83,250.79,312.51,681.51,369,148.94,0,1
-78.452,258.32,106.86,25.538,47.098,80.098,219.1,139,106.58,260.25,319.1,690.1,371,154.93,0,1
-77.893,223.05,102.66,24.451,45.56,78.56,230.56,152,102.17,251.21,312.56,678.56,366,149.99,0,1
-77.345,222.51,102.9,25.628,49.944,85.944,237.17,151.22,104.16,255.03,292.17,641.17,349,151.73,0,1
-78.217,237.65,104.45,24.818,46.694,79.694,221.25,141.56,89.877,231.57,317.25,683.25,366,142.51,0,1
-78.026,243.28,104.18,24.953,45.177,78.177,233.18,155,114.43,269.68,295.18,654.18,359,156.09,0,1
-78.077,222.61,103.47,33.499,52.499,84.499,232.5,148,110.17,265.13,329.5,706.5,377,156.34,0,1
-78.392,257.8,105.99,21.296,46.02,79.02,221.02,142,95.258,255.47,329.02,696.02,367,161.14,0,1
-78.774,258.55,106.36,16.974,44.367,80.367,215.72,135.35,88.888,232.06,325.72,690.72,365,144.16,0,1
-77.786,232.27,102.1,24.282,47.7,79.7,228.7,149,93.112,245.86,350.7,733.7,383,154.09,0,1
-77.945,235.23,103.64,24.087,48.432,81.432,229.43,148,104.21,261.96,323.43,692.43,369,158.99,0,1
-78.43,253.2,104.93,18.579,45.76,81.76,229.99,148.23,87.358,233.03,319.99,679.99,360,146.51,0,1
-77.614,258.01,105.56,26.948,46.437,78.437,236.44,158,129.02,292.85,301.44,668.44,367,164.85,0,1
-77.117,247.75,105.83,24.267,46.11,78.11,229.11,151,92.579,246.01,312.11,673.11,361,154.2,0,1
-78.578,237.16,104.99,29.909,50.864,82.864,222.86,140,125.86,278.23,309.86,681.86,372,153.83,0,1
-77.342,235.86,103.7,22.938,47.742,80.742,228.86,148.12,91.41,251.61,346.86,719.86,373,161.46,0,1
-77.918,224.84,103.92,31.868,51.868,85.868,237.87,152,120.24,275.86,304.87,671.87,367,156.62,0,1
-78.247,239.54,105.31,26.105,48.771,83.771,231.45,147.68,97.672,241.73,315.45,681.45,366,144.89,0,1
-77.746,230.68,103.18,21.331,44.896,78.896,234.9,156,96.823,241.52,312.9,674.9,362,145.6,0,1
-78.573,240.1,105.47,33.447,53.447,86.447,228.45,142,119.17,269.85,294.45,657.45,363,151.69,0,1
-78.486,255.91,105.58,29.155,51.155,84.155,231.16,147,106.76,255.55,323.16,698.16,375,150.08,0,1
-78.814,281.12,107.93,22.279,45.547,79.547,215.45,135.91,104.87,254.81,297.45,654.45,357,150.81,0,1
-78.268,251.21,106.79,23.004,47.315,80.315,209.31,129,67.903,216.99,342.31,705.31,363,149.91,0,1
-77.831,222.93,102.48,24.519,48.101,81.101,231.1,150,84.046,232.13,359.1,733.1,374,149.24,0,1
-77.014,236.57,104.23,22.776,46.099,78.099,233.1,155,87.724,245.31,340.69,707.69,367,158.64,0,1
-77.708,240.37,104.78,25.549,46.004,79.004,231.07,152.06,92.796,237.43,330.07,702.07,372,145.75,0,1
-78.206,223.56,103.07,23.731,47.125,80.125,220.69,140.56,81.089,228.02,336.69,705.69,369,147.9,0,1
-77.476,251.59,104.38,20.617,44.654,78.654,232.65,154,94.263,248.45,318.65,681.65,363,155.2,0,1
-77.458,222.31,102.07,19.986,44.592,79.592,238.59,159,100.23,256.63,323.59,690.59,367,157.47,0,1
-78.049,221.44,102.77,27.405,50.044,82.044,220.04,138,99.012,255.2,352.04,732.04,380,157.62,0,1
-79.244,222.03,102.48,26.555,47.447,78.447,205.45,127,94.089,237.48,322.45,692.45,370,144.56,0,1
-78.202,224.61,104.37,31.822,54.822,86.822,221.22,134.4,88.062,247.49,347.22,720.22,373,160.68,0,1
-78.482,263.23,106.79,24.259,46.966,79.966,213.97,134,98.661,249.62,318.97,687.97,369,151.97,0,1
-77.85,226.79,103.15,29.39,51.39,83.39,232.13,148.74,100.89,257.75,339.13,714.13,375,158.15,0,1
-78.128,235.75,103.78,27.251,50.993,85.993,231.24,145.25,98.431,244.01,312.24,675.24,363,146.45,0,1
-77.96,228.81,103.65,27.684,48.406,80.406,224.64,144.24,95.182,247.93,336.64,709.64,373,153.77,0,1
-77.956,267.34,107.21,22.705,48.627,80.627,220.63,140,73.048,226.94,359.63,727.63,368,154.86,0,1
-78.345,245.63,104.77,26.043,49.167,82.167,225.17,143,100.8,258.86,336.17,708.17,372,159.31,0,1
-77.363,222.52,102,22.036,45.724,79.724,235.72,156,87.756,238.97,335.72,706.72,371,152.05,0,1
-78.385,223,103.45,32.835,52.835,85.835,227.83,142,119.2,280.68,314.83,684.83,370,162.87,0,1
-77.601,229.9,103.06,28.91,51.824,86.824,238.82,152,118.8,274.97,269.82,609.82,340,156.94,0,1
-77.399,222.28,103.06,26.276,47.687,79.687,236.67,156.98,118.45,282.54,333.67,711.67,378,165.53,0,1
-78.545,238.61,105.03,30.762,51.762,82.762,214.76,132,113.92,273.17,309.76,677.76,368,160.37,0,1
-78.071,248.42,105.87,28.64,49.137,82.137,219.14,137,120.24,276.1,296.14,657.14,361,157.02,0,1
-77.895,231.47,104.01,30.117,50.117,84.117,239.12,155,143.33,304.48,297.12,664.12,367,162.49,0,1
-77.466,233.38,102.09,16.756,43.442,78.442,236.44,158,85.815,240.15,337.44,703.44,366,155.39,0,1
-77.233,228.14,103.52,25.199,47.345,79.345,236.34,157,89.404,245.31,341.34,714.34,373,157,0,1
-78.296,258.91,106.64,28.866,50.52,84.52,222.52,138,118.3,278.16,320.52,693.52,373,161.12,0,1
-77.914,232.78,104.81,20.857,46.483,81.483,226.83,145.35,88.62,236.48,315.83,671.83,356,148.67,0,1
-78.738,262.08,106.25,24.299,46.403,79.403,221.4,142,115.94,277.72,289.4,643.4,354,162.76,0,1
-77.888,239.67,105.18,25.035,47.575,80.575,221.28,140.71,94.554,251.11,331.28,698.28,367,157.71,0,1
-77.179,222.46,102.64,26.519,46.87,78.87,238.87,160,105.88,265.38,333.87,708.87,375,160.75,0,1
-78.774,225.38,103.05,25.314,47.547,80.547,215.55,135,93.091,239.63,338.55,715.55,377,147.63,0,1
-78.922,278.58,108.29,20.425,44.102,78.026,213.03,135,105.13,250.88,318.03,690.03,372,146.99,0,1
-78.061,260.48,105.27,18.104,43.159,80.159,232.16,152,102.89,244.29,299.16,656.16,357,142.34,0,1
-78.863,262.88,106.64,28.502,48.146,81.146,217.15,136,136.96,293.14,284.15,647.15,363,157.37,0,1
-78.049,244.02,105.86,23.951,46.939,81.939,233.94,152,100.21,249.74,325.94,693.94,368,150.63,0,1
-77.743,220.37,103.19,21.012,44.188,79.188,234.19,155,74.638,216.23,345.19,713.19,368,142.38,0,1
