RMP,dV/dtmax,APA,APD20,APD40,APD50,APD90,APDtri,CTA,CTmax,CTD50,CTD90,CTDtri,CTD,Gender,class
-78.14,258.49,106.32,25.352,47.806,81.806,229.49,147.68,94.961,245.02,301.49,655.49,354,150.81,1,1
-78.649,267.18,106.68,19.367,45.134,80.134,218.56,138.43,91.831,241.09,322.56,688.56,366,150.31,1,1
-78.286,242.95,104.72,24.219,48.352,82.352,223.35,141,87.638,234.73,342.35,716.35,374,148.3,1,1
-77.428,192.55,100.51,34.15,56.15,88.15,239.4,151.25,77.8,228.26,365.4,737.4,372,151.62,1,1
-77.605,234.26,102.7,15.842,42.222,80.222,245.22,165,92.026,234.59,326.22,693.22,367,143.34,1,1
-77.985,272.53,107.33,28.801,49.801,84.801,242.8,158,152.55,316.88,302.8,675.8,373,165.91,1,1
-77.512,215.46,102.56,28.299,49.299,84.299,245.58,161.28,98.462,244.15,317.58,680.58,363,146.7,1,1
-77.085,213.77,101.38,23.412,47.136,82.136,242.14,160,82.929,231.24,331.14,697.14,366,149.14,1,1
-78.095,238.24,104.65,30.809,51.809,84.809,235.81,151,106.35,257.86,332.81,709.81,377,152.75,1,1
-78.581,244.54,105.81,31.314,52.314,86.314,230.31,144,131.05,288.72,298.31,663.31,365,158.95,1,1
-76.846,207.8,101.69,31.006,53.006,87.006,245.97,158.97,83.841,231.95,345.97,718.97,373,149.19,1,1
-77.563,245.86,105.17,25.755,49.627,83.627,235.63,152,102.33,254.36,294.63,646.63,352,152.83,1,1
-78.206,244.55,105.41,24.572,48.5,81.5,228.98,147.48,82.977,232.99,349.98,719.98,370,151.13,1,1
-78.212,213.03,102.07,27.059,49.335,82.335,225.33,143,92.049,249.35,306.33,661.33,355,158.11,1,1
-79.165,265.26,107.27,29.009,51.009,84.009,215.01,131,116.09,269.61,301.11,668.11,367,154.68,1,1
-77.251,209.04,101.6,31.212,50.624,84.624,244.62,160,130.52,285.98,275.62,623.62,348,156.34,1,1
-77.954,225.03,103.2,22.987,47.917,81.917,225.92,144,81.605,229.99,346.92,719.92,373,149.36,1,1
-78.23,213.71,103,39.262,59.982,93.982,236.98,143,157.92,319.43,283.98,645.98,362,162.77,1,1
-78.106,228.51,104.02,29.967,50.967,85.967,239.97,154,113.08,263,312.97,681.97,369,151.15,1,1
-78.144,194.69,100.57,31.308,51.152,84.152,232.15,148,97.284,248.85,310.15,673.15,363,152.51,1,1
-78.258,214.15,102.52,28.519,50.189,83.189,230.19,147,90.787,250.1,364.34,743.34,379,160.89,1,1
-78.198,244.62,104.23,30.643,54.643,88.643,235.64,147,110.2,265.9,330.64,707.64,377,157.22,1,1
-79.148,238.28,104.52,29.994,52.994,85.994,213.99,128,79.691,224.39,338.44,709.44,371,145.59,1,1
-77.512,237.16,103.91,25.89,49.831,84.831,242.83,158,98.431,248.03,312.83,674.83,362,150.63,1,1
-78.526,252.3,104.65,28.556,48.537,83.537,228.54,145,147.83,298.12,268.54,623.54,355,151.3,1,1
-79.174,228.53,103.6,30.133,51.133,83.133,207.13,124,90.494,239.8,334.13,711.13,377,150.35,1,1
-77.171,220.72,103.02,27.709,50.549,82.549,233.55,151,101.4,255.96,333.55,705.55,372,155.66,1,1
-77.924,211.32,102.12,26.765,48.588,81.588,236.59,155,87.308,235.42,326.59,689.59,363,148.94,1,1
-78.617,244.28,104.41,27.396,49.089,81.089,219.31,138.22,88.038,238.21,353.31,731.31,378,151.34,1,1
-77.45,210.6,101.84,27.442,49.122,81.122,235.97,154.85,86.449,242.7,324.97,685.97,361,157.15,1,1
-78.19,217.4,102.63,29.94,50.846,81.846,223.85,142,111.25,273.21,327.85,701.85,374,163.27,1,1
-78.019,207.53,101.64,33.642,53.691,87.691,239.69,152,135.23,287.75,288.69,654.69,366,153.63,1,1
-78.58,221.43,103.01,29.298,49.165,82.165,225.16,143,106.3,252.89,304.16,671.16,367,147.54,1,1
-78.068,255.11,105.65,21.293,47.613,83.613,233.63,150.01,95.69,247.98,334.63,705.63,371,153.53,1,1
-78.441,254.27,105.65,25.443,47.108,80.108,228.11,148,119.77,274.17,310.11,681.11,371,155.65,1,1
-77.809,241.8,106.11,27.528,48.306,81.306,231.31,150,117.69,275.73,323.31,696.31,373,159.29,1,1
-77.361,218.33,102.62,27.466,50.182,82.182,232.99,150.81,73.826,224.53,350.99,723.99,373,151.62,1,1
-78.372,205.43,101.23,29.75,50.473,82.473,224.47,142,88.22,235.15,318.47,683.47,365,147.84,1,1
-78.841,253.35,106,22.295,49.577,84.577,220.58,136,87.393,238.26,346.58,721.58,375,151.87,1,1
-78.799,228.35,103.85,27.771,50.204,85.204,220.2,135,100.32,247.07,294.2,649.2,355,147.53,1,1
-78.077,238.02,104.9,31.591,54.591,89.591,239.59,150,97.254,244.39,329.59,701.59,372,148.34,1,1
-78.262,245.82,105.28,27.998,49.998,82.998,224.88,141.88,98.64,249.57,300.88,657.88,357,151.82,1,1
-77.761,208.21,101.69,32.149,53.149,87.149,241.15,154,110.39,261.35,332.15,708.15,376,152.4,1,1
-77.615,234.78,104.28,30.698,50.139,84.139,244.14,160,124.87,273.37,297.14,662.14,365,149.73,1,1
-77.272,201.89,101.26,26.795,48.906,82.906,238.91,156,91.998,243.17,319.91,680.91,361,151.93,1,1
-78.578,238.54,104.59,22.513,47.966,82.966,219.97,137,85.809,239.55,338.97,704.97,366,154.78,1,1
-78.591,238.87,104.45,29.366,49.342,80.342,221.23,140.88,100.61,255.05,333.23,708.23,375,155.6,1,1
-78.925,222.56,102.28,25.495,48.443,83.443,219.67,136.22,90.897,227.36,312.67,678.67,366,137.36,1,1
-78.174,214.54,101.87,35.409,58.409,90.409,238.41,148,96.444,254.5,340.41,713.41,373,159.3,1,1
-77.784,249.1,106.09,23.913,46.021,80.021,234.02,154,106.43,256.77,305.02,665.02,360,151.25,1,1
-77.85,240.99,104.36,31.755,51.444,85.444,245.44,160,143.01,302.26,284.44,646.44,362,160.54,1,1
-77.31,192.04,100.05,31.748,51.748,81.748,236.75,155,98.972,263.03,326.75,697.75,371,165.11,1,1
-78.238,250.28,105.06,22.438,46.508,80.508,226.51,146,96.918,244.49,319.51,685.51,366,148.61,1,1
-77.741,217.78,100.72,21.687,48.384,82.384,236.38,154,87.011,243.03,331.38,695.38,364,156.9,1,1
-79.235,249.53,106.87,29.203,51.122,86.122,216.12,130,90.989,230.96,299.12,654.12,355,140.75,1,1
-78.145,238.93,105.39,32.752,54.752,88.752,235.09,146.34,95.245,249.06,340.09,712.09,372,154.97,1,1
-78.295,227.26,104.19,30.17,52.17,84.17,227.79,143.62,86.752,241.37,336.79,703.79,367,155.74,1,1
-78.992,256.89,107.27,34.095,57.243,93.243,232.24,139,139.76,286.17,270.24,618.24,348,147.38,1,1
-78.918,229.12,103.76,27.908,48.755,81.755,218.1,136.34,95.377,240.07,307.1,671.1,364,145.62,1,1
-77.803,223.43,102.75,25.021,48.892,80.892,224.15,143.26,92.561,252.98,356.15,732.15,376,161.83,1,1
-78.785,239.01,105.37,27.625,50.331,84.331,220.33,136,107.98,262.26,324.33,696.33,372,155.53,1,1
-77.57,224.16,103.29,25.537,46.843,81.843,242.84,161,113.69,264.38,321.84,691.84,370,151.99,1,1
-77.59,237.83,104.8,27.309,50.026,84.026,236.03,152,90.754,250.03,337.03,706.03,369,160.2,1,1
-79.139,257.12,105.51,26.065,48.28,80.28,211.28,131,117.38,271.62,319.28,694.28,375,155.67,1,1
-78.604,234.63,104.37,24.892,48.821,81.821,215.82,134,84.403,241.95,348.82,720.82,372,158.71,1,1
-78.245,259.51,107,24.885,47.325,80.325,218.33,138,100.69,250.9,305.33,664.33,359,151.09,1,1
-78.133,242.21,105.27,31.488,57.488,94.488,243.49,149,107.81,250.91,319.49,690.49,371,144.23,1,1
-77.234,223.63,102.81,21.563,45.198,81.198,242.2,161,94.07,240.83,335.2,706.2,371,147.82,1,1
-78.032,267.46,106.88,23.293,48.935,84.935,229.94,145,103.1,254.5,301.94,659.94,358,152.24,1,1
-77.621,262.38,105.65,24.287,47.446,80.446,236.45,156,104.91,259.97,317.45,686.45,369,156.24,1,1
-77.789,217.29,102.68,25.17,47.712,81.712,237.33,155.62,92.067,247.03,345.33,719.33,374,156.21,1,1
-78.272,234.74,103.35,23.168,47.24,80.24,221.24,141,76.312,225.79,355.24,730.24,375,150.56,1,1
-78.09,268.75,107.24,18.53,44.515,80.515,225.36,144.84,85.804,235.62,335.36,704.36,369,150.84,1,1
-78.506,240.6,104.16,26.306,46.271,81.271,227.27,146,128.75,274.05,266.27,610.27,344,146.1,1,1
-77.754,193.95,101.07,33.889,52.889,84.889,235.89,151,98.024,249.96,303.89,660.89,357,152.76,1,1
-78.316,221.78,102.69,30.329,51.329,84.329,229.33,145,118.21,278.12,314.33,687.33,373,160.93,1,1
-79.308,246.73,105.42,20.827,46.538,82.538,208.54,126,92.249,240.67,301.54,656.54,355,149.16,1,1
-78.465,204.87,102.43,38.34,60.34,94.34,235.65,141.31,117.58,271.67,300.65,661.65,361,155.18,1,1
-77.293,196.61,101,31.538,53.516,85.516,241.66,156.15,84.423,242.48,345.66,715.66,370,159.17,1,1
-77.828,206.17,101.49,31.279,52.279,84.279,225.28,141,124.18,287.72,284.28,636.28,352,164.43,1,1
-77.872,210.05,101.54,25.12,47.039,81.039,231.41,150.37,79.644,224.1,340.41,708.41,368,145.45,1,1
-78.04,225.98,102.73,30.836,52.836,87.836,243,155.16,115.42,271.62,330,708,378,157.69,1,1
-78.334,202.45,100.85,33.098,54.098,84.098,222.71,138.61,86.946,240.78,347.71,723.71,376,154.94,1,1
-78.266,265.61,106.24,26.527,48.8,83.8,232.91,149.11,115.73,270.04,334.91,713.91,379,156.04,1,1
-77.829,194.86,100.28,31.017,51.297,82.297,226.3,144,75.645,227.81,340.3,708.3,368,153,1,1
-76.564,216.28,101.7,28.274,50.02,83.02,245.02,162,104.18,259.46,321.02,689.02,368,156.43,1,1
-77.588,225.07,103.71,28.399,49.399,82.399,235.42,153.02,97.185,245.64,304.42,659.42,355,149.27,1,1
-78.193,251.18,106,24.104,47.209,80.209,227.21,147,111.49,270.99,344.21,724.21,380,161.02,1,1
-77.772,204.86,100.8,30.535,52.229,86.229,239.23,153,108.87,258.4,310.23,677.23,367,150.6,1,1
-77.184,201.18,100.79,26.149,48.78,84.78,245.78,161,85.352,230.35,330.78,694.78,364,146,1,1
-77.964,219.62,102.64,27.715,49.416,82.416,230.42,148,92.731,246.57,330.42,697.42,367,154.92,1,1
-77.687,248.8,104.77,20.342,46.924,80.924,228.92,148,81.903,228.39,326.92,689.92,363,147.42,1,1
-77.322,250.97,104.35,21.847,47.596,83.596,239.49,155.89,97.904,250.59,319.49,684.49,365,153.77,1,1
-78.036,216.79,102.74,32.643,53.643,85.643,229.64,144,94.579,249.92,331.64,701.64,370,156.42,1,1
-78.275,251.32,105.75,24.077,48.466,81.466,221.2,139.74,81.517,237.83,339.2,705.2,366,157.23,1,1
-78.403,221.91,103.99,28.311,49.175,85.175,230.39,145.21,109.87,253.47,304.39,666.39,362,144.53,1,1
-77.341,222.25,102.32,24.023,47.486,81.486,237.49,156,65.311,207.77,356.49,722.49,366,143.32,1,1
-77.232,212.66,101.4,25.01,46.308,80.308,241.31,161,111.24,261.78,316.31,686.31,370,151.71,1,1
-77.061,191.25,99.668,25.017,47.787,80.787,237.79,157,89.76,243.54,343.79,715.79,372,154.8,1,1
-77.762,202.91,100.72,29.729,49.534,82.534,242.53,160,84.048,233.08,342.53,714.53,372,150.01,1,1
-78.364,222.74,102.76,27.187,49.61,84.61,230.6,145.99,86.136,222.41,316.6,682.6,366,137.13,1,1
-77.177,197.03,100.61,30.221,53.058,87.058,241.06,154,85.17,235.74,346.06,718.06,372,151.66,1,1
-78.639,259.6,106.38,20.404,46.503,80.503,214.5,134,82.186,233.97,339.5,709.5,370,152.79,1,1
-77.652,247.8,105.39,18.347,45.702,80.702,230.7,150,85.16,241.84,326.7,685.7,359,157.42,1,1
-78.35,212.53,102.48,25.825,48.602,82.602,222.6,140,88.926,235.01,330.6,696.6,366,147.07,1,1
-78.359,264.12,107.15,22.462,46.493,81.493,222.49,141,93.322,246,328.49,698.49,370,153.71,1,1
-77.492,227.45,103.04,30.388,50.049,82.049,241.05,159,140.32,297.03,295.05,664.05,369,158.08,1,1
-77.73,253.54,103.96,20.948,45.459,80.459,234.46,154,97.03,247.2,323.46,692.46,369,151.21,1,1
-78.022,211.55,103.21,31.455,53.455,86.455,227.44,140.98,74.832,218.98,360.44,731.44,371,145.25,1,1
-78.301,227.13,103.54,32.837,52.142,85.142,234.14,149,157.77,317.43,293.14,667.14,374,161.11,1,1
-78.907,213.86,102.8,31.672,51.672,83.672,215.77,132.1,89.41,236.23,319.77,687.77,368,147.82,1,1
-77.563,238.39,104.42,27.14,51.348,84.348,233.35,149,89.619,243.7,334.35,701.35,367,155.18,1,1
-78.804,268.58,107.25,26.283,46.524,80.524,218.52,138,126.83,276.51,282.52,640.52,358,150.75,1,1
-77.747,257.35,106.09,30.125,54.545,87.545,236.55,149,98.324,257.61,344.55,717.55,373,160.73,1,1
-77.814,246.73,105.55,20.634,46.195,80.195,225.67,145.47,81.884,231.99,348.67,719.67,371,151.2,1,1
-78.197,229.58,104.29,30.466,52.466,86.466,236.82,150.36,105.91,257.94,329.96,700.96,371,153.33,1,1
-79.082,224.61,103.6,28.715,48.593,80.593,210.59,130,105.44,257.49,315.59,685.59,370,153.16,1,1
-77.731,224.15,103.78,23.141,47.414,82.414,235.29,152.88,87.562,230.96,305.29,655.29,350,144.08,1,1
-77.603,243.24,104.32,25.69,49.173,81.173,228.17,147,100.52,258.67,335.17,708.17,373,159.53,1,1
-78.556,234.33,103.51,26.901,49.159,80.159,214.16,134,91.595,245.25,333.16,706.16,373,154.78,1,1
-78.395,260.51,106.15,21.553,46.834,80.834,223.83,143,70.979,221.47,342.83,706.83,364,151.22,1,1
-78.087,245.7,104.37,25.488,47.963,80.963,231.96,151,96.054,245.65,325.96,696.96,371,150.7,1,1
-78.49,244.65,105.08,25.47,50.515,89.515,237.58,148.06,91.457,236.09,323.58,687.58,364,145.64,1,1
-78.034,223.45,103.6,29.467,50.467,82.467,232.47,150,91.846,245.4,341.47,711.47,370,154.6,1,1
-79.058,255.93,106.85,30.101,52.101,83.101,212.1,129,87.362,235.88,331.1,703.1,372,149.58,1,1
-77.828,230.75,103.28,30.429,51.429,82.429,232.43,150,109.67,266.06,335.43,714.43,379,157.59,1,1
-78.058,211.94,103.28,31.385,54.385,86.385,230.38,144,72.166,220.91,362.38,731.38,369,149.88,1,1
-77.596,216.24,102.02,27.191,48.714,81.714,236.71,155,98.173,254.44,313.71,673.71,360,157.22,1,1
-77.695,229.32,103.86,28.593,51.63,83.63,236.63,153,87.6,241.77,343.63,714.63,371,155.28,1,1
-78.119,215.59,103.24,28.394,50.241,80.241,212.62,132.38,63.334,215.63,361.62,729.62,368,153.2,1,1
-78.062,279.18,106.67,20.967,46.704,81.704,232.7,151,92.61,241.12,310.7,671.7,361,149.4,1,1
-78.384,217.8,101.92,30.749,50.749,83.749,225.75,142,117.16,272.18,303.75,671.75,368,156.07,1,1
-78.141,224.14,102.79,24.274,48.532,81.532,221.53,140,86.236,243.78,350.53,726.53,376,158.78,1,1
-78.298,244.54,104.44,24.825,48.337,84.337,230.79,146.46,93.575,243.11,317.79,679.79,362,150.43,1,1
-77.703,227.05,104.39,23.142,46.66,80.66,232.66,152,83.228,231.08,341.66,712.66,371,148.78,1,1
-78.937,276.5,107.56,19.564,44.264,81.264,219.59,138.33,104.31,249.31,288.59,639.59,351,145.74,1,1
-77.221,243.56,104.62,31.87,52.87,85.87,238.87,153,141.1,302.24,275.87,629.87,354,162.16,1,1
-77.972,234.21,104.58,26.14,48.719,80.719,219.72,139,81.617,235.23,336.72,704.72,368,154.49,1,1
-78.5,215.96,103.25,31.035,52.035,85.035,224.03,139,103.91,259.6,329.03,700.03,371,156.6,1,1
-78.501,256.35,106.87,22.556,46.185,80.185,218.31,138.13,100.97,252.16,324.31,692.31,368,152.28,1,1
-78.002,224.03,103.26,29.501,49.444,81.444,232.44,151,112.62,268.62,314.44,684.44,370,157.09,1,1
-78.259,199.95,101.79,29.709,51.635,83.635,227.63,144,84.698,230.95,345.63,717.63,372,147.33,1,1
-78.274,264.68,107.57,22.406,45.021,80.021,228.02,148,107.09,258.33,311.02,672.02,361,152.29,1,1
-78.25,223.06,103.8,32.182,52.182,82.182,217.08,134.89,117.28,281.37,301.08,665.08,364,165.09,1,1
-77.696,207.67,103,31.932,54.932,88.932,233.93,145,78.004,231.86,350.93,715.93,365,154.92,1,1
-78.64,259.61,107.2,26.734,49.137,83.137,216.14,133,98.695,248.11,306.14,664.14,358,150.29,1,1
-77.099,219.06,102.74,29.294,52.56,85.56,239.56,154,81.608,235.84,327.56,688.56,361,154.99,1,1
-77.492,232.1,103.1,21.421,46.765,82.765,238.76,156,82.762,220.35,322.76,686.76,364,138.49,1,1
-77.76,220.18,102.05,28.429,50.429,83.429,240.53,157.1,101.94,252.31,334.53,707.53,373,151.72,1,1
-78.712,206.91,103.16,36.599,56.599,90.599,226.6,136,109.38,258.3,325.6,697.6,372,150.24,1,1
-77.763,240.78,105.58,28.684,51.609,86.609,242.62,156.01,93.341,243.17,325.62,689.62,364,150.9,1,1
-77.686,199.75,100.49,27.351,47.419,80.419,238.42,158,96.417,247.86,323.42,690.42,367,152.45,1,1
-77.738,230.47,102.71,24.033,47.743,81.743,233.74,152,108.33,261.17,297.74,656.74,359,153.77,1,1
-77.953,219.64,101.62,22.986,46.974,82.974,238.01,155.03,100.83,240.76,298.01,655.01,357,140.81,1,1
-78.113,227.09,103.34,28.753,48.611,80.611,225.61,145,116.74,276.22,325.61,703.61,378,160.89,1,1
-77.175,222.47,102.59,27.016,48.126,82.126,244.13,162,106.9,257.75,305.13,666.13,361,151.8,1,1
-78.587,246.21,104.76,19.923,45.324,81.324,221.32,140,102.04,250.79,331.32,702.32,371,149.9,1,1
-78.377,260.6,106.32,21.783,46.084,80.084,223.08,143,82.735,223.6,328.08,696.08,368,141.83,1,1
-77.59,207.07,101.09,29.113,48.856,82.856,244.8,161.94,105.86,251.21,310.8,676.8,366,146.46,1,1
-76.925,197.73,100.85,32.732,52.732,84.732,245.73,161,89.975,239.02,343.73,715.73,372,150.21,1,1
-78.498,265.04,106.88,26.543,50.221,85.221,226.24,141.01,105.1,262.87,330.24,702.24,372,158.98,1,1
-77.556,192.28,100.28,25.414,49.328,82.328,234.46,152.13,70.497,219.22,370.46,740.46,370,149.81,1,1
-78.031,241.75,104.87,27.895,48.76,80.76,227.76,147,95.17,244.01,337.76,709.76,372,150.15,1,1
-77.551,231.29,104.36,28.513,50.368,83.368,234.44,151.07,84.851,231.16,320.44,682.44,362,147.14,1,1
-78.836,254.25,106.79,26.632,50.221,85.221,225.81,140.59,94.139,241.78,307.5,665.5,358,148.49,1,1
-78.262,227.03,103.17,24.952,49.786,83.786,223.79,140,80.953,232.11,332.79,700.79,368,152.08,1,1
-77.195,207.36,101.41,28.602,50.388,82.388,237.85,155.46,93.464,251.8,340.85,714.85,374,159.56,1,1
-77.99,198.71,100.42,25.515,46.766,81.766,233.77,152,82.109,225.99,336.77,705.77,369,144.87,1,1
-78.022,242.98,104.2,28.069,48.89,83.89,236.89,153,116.78,270.33,317.89,692.89,375,154.73,1,1
-78.458,247.22,105.7,25.444,48.81,82.81,221.12,138.31,95.355,244.05,330.12,702.12,372,149.74,1,1
-78.184,216.23,102.06,25.689,49.797,83.797,230.8,147,82.256,229.89,346.8,716.8,370,148.71,1,1
-76.872,202.31,101.17,33.13,53.13,86.13,242.39,156.26,107.2,262.99,308.39,672.39,364,156.84,1,1
-78.459,248.54,104.94,22.464,47.351,81.351,221.35,140,86.859,237.59,322.35,686.35,364,151.68,1,1
-78.927,248.43,105.15,27.396,47.872,80.872,210.87,130,124.45,275.85,270.87,620.87,350,152.25,1,1
-77.401,208.91,102.07,34.386,55.386,87.386,243.39,156,121.2,272.13,306.39,675.39,369,152.17,1,1
-77.423,205.04,102.14,30.746,50.746,82.746,237.37,154.62,97.576,251.15,324.37,690.37,366,154.59,1,1
-76.895,210.42,102.06,24.085,47.444,80.444,239.75,159.31,80.456,230.94,334.75,694.75,360,151.3,1,1
-78.346,251.08,105.15,25.801,48.856,81.856,219.86,138,99.681,256.35,331.86,706.86,375,157.83,1,1
-77.906,239.3,104.06,25.411,47.722,80.722,227.72,147,89.728,233.7,343.72,720.72,377,145.01,1,1
-77.722,239.23,103.77,27.914,50.552,84.552,244.55,160,132.08,291.3,303.55,672.55,369,160.56,1,1
-78.097,243.88,105.83,24.467,48.719,83.719,233.09,149.37,94.802,248.16,324.09,684.09,360,154.47,1,1
-77.889,253.86,105.32,17.513,44.376,80.376,233.38,153,91.141,240.83,332.38,702.38,370,150.77,1,1
-78.679,247.67,105.93,25.263,47.86,80.86,219.03,138.17,92.032,238.9,310.03,674.03,364,147.64,1,1
-77.711,230.23,104.74,30.306,55.306,89.306,236.31,147,78.599,238.2,388.31,761.31,373,161.06,1,1
-77.5,221.05,103.73,35.32,57.32,92.32,243.4,151.08,120.53,270.01,287.4,640.4,353,150.51,1,1
-78.499,216.54,103.32,29.996,51.912,84.912,216.91,132,91.303,243.64,327.91,699.91,372,153.33,1,1
-78.204,238.9,104.23,29.041,51.753,86.753,237.75,151,117.96,263.75,301.75,668.75,367,146.95,1,1
-77.358,199.57,100.8,30.369,49.334,80.334,243.46,163.13,100.34,259.2,336.46,708.46,372,160.11,1,1
-77.984,220.91,102.59,31.466,51.466,85.466,239.47,154,121.52,274.23,295.47,658.47,363,153.77,1,1
-77.964,258.3,106.72,25.635,49.029,82.029,230.03,148,89.249,241.44,347.03,721.03,374,153.23,1,1
-78.184,231.71,104.4,24.579,48.261,82.261,227.26,145,81.833,230.02,344.26,713.26,369,149.19,1,1
-77.807,230.73,104.16,31.454,54.202,90.202,244.2,154,127.23,278.35,284.2,637.2,353,152.16,1,1
-78.464,235.35,103.86,29.845,48.056,81.056,231.06,150,136.22,293.83,286.06,647.06,361,158.71,1,1
-77.849,209.01,101.55,26.329,47.842,81.842,236.15,154.3,98.556,244.13,310.15,671.15,361,146.36,1,1
-78.902,244.44,105.68,25.819,48.317,80.317,209.94,129.63,87.359,238.68,332.94,703.94,371,152.42,1,1
-77.766,235.92,103.26,30.044,49.954,83.954,242.95,159,122.71,273.63,286.95,646.95,360,151.91,1,1
-77.661,224.56,103.23,20.077,45.136,81.136,236.14,155,89.491,241.49,353.14,723.14,370,153.41,1,1
-77.462,194.37,100.13,29.039,49.5,81.5,235.5,154,81.816,234.68,361.5,739.5,378,154.11,1,1
-78.639,232.57,104.53,26.011,48.783,83.783,224.78,141,97.475,245.53,311.78,675.78,364,149.06,1,1
-77.84,208.27,101.62,34.003,55.003,88.003,239,151,131.93,292.77,295,659,364,162.14,1,1
-78.452,216.89,102.52,25.946,48.338,80.338,221,140.66,94.039,242.7,333.77,705.77,372,149.77,1,1
-78.573,222.67,103.65,31.1,51.1,83.1,220.46,137.36,111.57,269.79,306.46,669.46,363,159.35,1,1
-78.373,239.76,104.66,25.238,48.872,82.872,224.72,141.84,92.147,242.71,329.72,698.72,369,151.7,1,1
-77.698,223.59,102.74,24.739,48.239,83.239,242.24,159,94.243,239.28,327.24,693.24,366,146.1,1,1
-77.909,224.01,103.47,26.399,47.532,81.532,236.53,155,115.87,262.18,303.53,667.53,364,147.42,1,1
-78.762,250,105.03,30.082,54.837,88.837,224.84,136,103.49,247.51,293.84,652.84,359,144.92,1,1
-78.181,263.34,106.18,25.997,49.722,85.722,234.72,149,121.85,279.35,301.72,664.72,363,158.71,1,1
-78.846,220.19,103.14,33.044,52.044,85.044,225.04,140,120.62,266.45,292.04,660.04,368,146.74,1,1
-78.673,228.49,103.17,30.652,50.652,83.652,226.65,143,103.58,254,310.65,678.65,368,151.5,1,1
-77.67,214.93,103.12,29.533,49.533,82.533,237.53,155,103.69,253.87,304.53,662.53,358,150.99,1,1
-78.64,229,104.15,28.094,51.935,84.935,216.94,132,87.245,234.08,333.94,705.94,372,147.91,1,1
-77.001,210.92,101.26,21.817,48.388,81.388,237.39,156,77.636,228.16,353.39,721.39,368,151.64,1,1
-77.885,226.55,102.92,32.19,52.499,87.499,242.5,155,148.67,308.93,287.5,651.5,364,161.66,1,1
-77.187,204.54,100.62,26.32,48.859,80.859,239.86,159,74.639,226.16,326.86,684.86,358,152.33,1,1
-77.334,242.09,104.07,29.795,49.667,83.667,243.45,159.78,126.23,280.84,301.45,667.45,366,155.85,1,1
-78.171,205.68,101.2,26.423,47.551,80.551,229.69,149.14,92.641,239.5,299.69,653.69,354,147.63,1,1
-77.552,240.19,104.79,23.052,49.211,82.211,225.21,143,91.242,253.5,342.21,712.21,370,163.44,1,1
-78.649,254.24,106.86,33.513,54.513,86.513,229.19,142.68,115.61,278.95,335.19,711.19,376,165.01,1,1
-78.375,248.47,106.04,24.919,47.253,81.253,220.31,139.06,118.21,271.93,321.31,696.31,375,155.04,1,1
-78.363,241.29,105.02,28.95,48.95,80.95,223.55,142.6,106.02,260.85,312.55,677.55,365,155.91,1,1
-78.737,225.35,103.99,29.599,49.599,82.599,219.6,137,97.192,246.43,302.6,660.6,358,150.08,1,1
-78.309,239.15,104.31,27.292,53.039,89.039,229.69,140.65,92.493,244.64,316.69,679.69,363,153.1,1,1
-78.322,240.62,105.02,30.311,53.311,87.311,234.76,147.45,112.74,264.18,319.76,691.76,372,152.68,1,1
-78.341,258.12,105.87,28.333,48.421,81.421,228.42,147,156.22,312.99,268.42,620.42,352,157.74,1,1
-79.083,249.55,105.23,20.965,46.898,80.898,212.19,131.29,81.035,227.1,331.19,698.19,367,147.08,1,1
-78.573,230.61,104.02,28.565,50.371,82.371,221.37,139,94.839,246.65,338.37,716.37,378,153.1,1,1
-77.822,227.84,103.31,34.804,56.804,90.804,239.8,149,140.1,308.22,313.8,687.8,374,169.66,1,1
-77.189,224.2,102.31,24.569,47.807,80.807,237.81,157,93.356,247.13,328.81,698.81,370,154.9,1,1
-78.169,217.74,102.76,26.273,48.481,81.481,221.48,140,96.524,249.17,323.48,692.48,369,153.63,1,1
-78.421,255.92,106.74,29.633,49.633,81.633,224.63,143,114.29,270.81,318.63,693.63,375,157.89,1,1
-77.78,202.49,101.06,27.451,48.283,81.283,226.28,145,87.594,237.25,324.28,689.28,365,150.6,1,1
-78.192,254.8,106.77,23.488,47.117,82.117,227.12,145,105.37,253.49,318.12,687.12,369,149.22,1,1
-78.669,212.32,102.02,29.595,52.299,86.299,222.86,136.56,101.46,259.01,347.86,725.86,378,159.1,1,1
-78.66,272.43,106.67,21.977,46.772,80.772,218.77,138,97.587,243.58,346.77,724.77,378,147.43,1,1
-77.959,223.89,102.77,27.953,50.1,84.1,232.1,148,104.74,255.52,322.1,691.1,369,152.04,1,1
-78.388,213.02,102.24,29.011,50.767,82.767,224.2,141.44,86.5,243.66,342.2,716.36,374.16,158.14,1,1
-77.995,208.67,102.19,35.41,57.41,90.41,233.41,143,93.742,252.47,345.41,722.41,377,159.8,1,1
-77.782,212.7,102.44,27.783,50.56,86.56,239.56,153,84.394,223.23,345.56,718.56,373,139.77,1,1
-77.683,225.24,103.63,25.829,49.202,80.202,224.2,144,78.732,238.54,354.2,726.2,372,160.72,1,1
-78.712,238.02,105.55,34.055,56.055,90.055,226.05,136,130.5,286.54,310.05,683.05,373,157.56,1,1
-77.96,223.87,103.64,35.025,57.025,89.025,227.03,138,95.701,249.33,325.03,696.03,371,154.65,1,1
-77.535,209.96,100.37,24.203,47.074,83.074,244.07,161,122.3,272.94,319.07,694.07,375,152.17,1,1
