Vrest,dVdt,APA,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,Gender,class
-78.244,195.06,118.08,5.943,97.872,134.87,283.34,148.47,337.51,564.19,226.34,539.31,312.97,230.27,0,1
-75.869,176.03,114.52,5.9432,95.711,127.71,287.71,160,177.28,393.35,256.71,576.71,320,218.4,0,1
-77.837,181.41,119.27,7.3244,95.664,135.66,291.66,156,459.49,666.18,198.66,485.66,287,209.92,0,1
-74.912,152.83,115.35,7.942,110.67,142.67,301.67,159,141.15,356.47,280.67,595.67,315,217.33,0,1
-75.219,216.54,118.9,6.1704,87.664,133.66,311.66,178,463.17,670.57,162.66,404.66,242,208.75,0,1
-76.097,287.39,119.9,5.5339,101,138,297,159,318.71,541.92,241,564,323,227.29,0,1
-74.959,150.4,112.8,6.5331,106.85,139.85,308.85,169,204.51,453.28,344.85,699.85,355,255.83,0,1
-77.057,257.29,114.84,4.8321,83.104,119.1,273.1,154,234.68,435.41,246.1,584.1,338,204.19,0,1
-78.068,202.69,118.25,5.8816,68.518,106.52,243.47,136.95,146.98,359.75,267.47,589.47,322,214.76,0,1
-77.295,223.45,120.72,6.0596,101.29,136.29,282.29,146,208.49,417.12,264.29,592.29,328,211.76,0,1
-75.446,176.91,112.89,5.6598,59.917,114.92,302.92,188,411.34,631.44,196.92,487.92,291,223,0,1
-74.428,174.53,108.29,5.0983,69.09,112.09,286.22,174.13,195.8,384.65,224.22,536.22,312,190.71,0,1
-76.072,190.32,117.62,6.3259,74.057,118.06,294.07,176.01,390.22,586.24,193.06,477.07,284.01,198.45,0,1
-77.974,181.98,118.56,6.8389,109.99,143.99,289.32,145.33,284.37,478.09,170.99,417.32,246.33,194.61,0,1
-77.089,188.35,117.32,6.1289,107.28,139.28,287.28,148,224.99,409.13,218.28,517.28,299,186,0,1
-76.793,151.99,113.09,6.3186,104.03,140.03,291.03,151,247.01,471.29,238.03,551.03,313,227.01,0,1
-75.177,183.82,118.4,7.0727,55.229,114.23,297.23,183,488.82,698.39,147.23,355.23,208,210.17,0,1
-75.929,151.73,111.87,5.9808,100,136,304,168,215.5,441.84,273,609,336,230.02,0,1
-76.527,173.28,111.2,5.2839,64.724,108.72,263.72,155,127.66,321.87,272.72,601.72,329,196.15,0,1
-75.33,204.32,110.96,5.0943,77.924,120.92,295.92,175,214.5,404.05,200.92,488.92,288,190.92,0,1
-73.818,154.72,110.14,5.8788,79.126,116.13,278.13,162,140.3,311.08,221.13,511.13,290,171.76,0,1
-75.821,174.92,111.62,5.3528,81.568,123.57,308.57,185,304.09,505.8,240.57,575.57,335,206.02,0,1
-76.27,147.4,109.91,5.6014,64.058,107.06,269.06,162,262.45,468.14,206.06,502.06,296,207.6,0,1
-75.732,171.83,118.89,8.3172,98.417,133.42,284.42,151,340.69,559.77,224.42,527.42,303,222.23,0,1
-75.322,160.25,112.61,6.064,102.25,136.25,302.36,166.11,290.19,512.74,180.25,441.36,261.11,223.8,0,1
-77.125,241.32,116.6,5.2306,75.807,122.81,274.81,152,230.48,445.98,180.81,432.81,252,216.41,0,1
-78.323,270.66,120.37,5.1933,59.888,102.89,249.89,147,276.11,465.72,185.89,461.89,276,191.02,0,1
-78.745,234.06,115.54,4.7764,98.105,135.11,268.11,133,200.78,402.26,272.11,614.11,342,205.12,0,1
-74.809,185.07,116.32,6.2244,95.156,132.16,302.16,170,229.9,479.85,208.16,471.16,263,251.19,0,1
-76.922,205.36,111.31,4.934,64.459,114.46,270.46,156,224.46,436.17,186.46,454.63,268.17,212.76,0,1
-74.17,164.78,115.16,6.8806,78.409,115.41,288.3,172.89,337.83,562.44,245.3,575.3,330,229.31,0,1
-76.532,179.74,115.05,5.9031,86.639,117.64,257.95,140.32,158.89,387.59,235.95,530.95,295,230.19,0,1
-75.3,182.73,114.2,5.6738,57.428,95.428,258.43,163,149.12,373.56,305.43,653.43,348,227.8,0,1
-75.466,196.84,117.93,6.2198,74.091,114.09,278.09,164,154.56,374.22,285.09,612.09,327,222.21,0,1
-76.062,149.06,115.74,8.6144,131.22,164.22,304.22,140,201.16,407.57,287.22,619.22,332,210.05,0,1
-75.182,243.11,114.48,5.3189,79.883,116.88,269.88,153,203.13,411.02,172.88,416.88,244,208.62,0,1
-75.938,289.88,117.92,5.1612,55.563,105.56,264.56,159,200.24,395.38,196.56,471.56,275,196.17,0,1
-75.092,155.11,113.94,6.7855,103.13,139.13,311.37,172.25,306.67,514.03,185.13,451.37,266.25,208.77,0,1
-76.224,217.08,115.7,5.3027,79.272,120.27,283.16,162.89,137.02,345.73,292.16,626.16,334,211.29,0,1
-74.226,152.96,106.35,5.2838,60.06,104.06,289.06,185,244.93,447.58,219.06,537.06,318,205.12,0,1
-75.496,172.85,114.78,6.2608,86.387,124.39,298.39,174,335.92,559.26,234.39,557.39,323,227.41,0,1
-76.61,159.39,114.22,6.3723,89.468,134.47,307.47,173,422.34,628.56,181.47,450.47,269,208.28,0,1
-75.747,153.61,110.93,5.8205,117.12,154.12,315.12,161,212.61,429.54,201.12,479.12,278,218.44,0,1
-76.068,188.33,112.55,5.451,85.864,126.86,300.86,174,315.28,540.15,219.86,529.86,310,227.98,0,1
-76.104,191.32,118.96,6.9129,105.24,140.24,315.24,175,316.57,575.39,320.24,678.24,358,268.28,0,1
-77.691,267.9,117.67,4.9162,81.907,122.91,273.91,151,270.32,485.2,259.91,602.91,343,219.54,0,1
-76.236,203.66,116.19,5.8966,109.2,142.2,314.2,172,230.82,434.47,266.2,602.2,336,207.49,0,1
-77.095,148.58,112.48,6.1922,107.03,137.03,279.03,142,145.97,343.74,307.03,653.03,346,201.24,0,1
-75.065,172.39,113.12,5.7746,87.782,126.78,315.78,189,236.43,442.53,287.78,641.78,354,211.43,0,1
-75.796,215.95,114.7,5.3221,56.985,106.98,268.98,162,355.63,581.64,158.98,396.98,238,226.97,0,1
-76.316,188.37,112.62,5.3394,58.97,113.97,280.97,167,302.64,516.79,193.97,476.97,283,215.96,0,1
-76.19,203.22,115.77,5.648,96.988,137.99,309.99,172,288.82,507.12,179.99,441.99,262,219.61,0,1
-75.818,178.62,113.47,5.6903,110.28,147.28,311.28,164,121.83,347.13,311.28,639.28,328,227.8,0,1
-77.855,182.1,114.52,5.4802,68.358,123.36,276.36,153,340.91,539.56,183.36,455.36,272,200.32,0,1
-74.697,160.35,112.27,5.9944,94.381,123.38,284.51,161.13,184.29,442.28,320.51,674.51,354,263.04,0,1
-75.628,215.42,117.72,5.9142,72.37,114.37,280.37,166,249.37,468.8,274.37,619.37,345,224.18,0,1
-76.481,271.88,117.16,5.0409,97.148,134.15,299.43,165.28,220.96,446.1,276.43,615.25,338.82,229.16,0,1
-75.205,174.36,118.55,7.9059,91.395,131.39,309.39,178,456.25,675.36,205.39,494.39,289,222.47,0,1
-77.872,230.97,114.32,4.9703,82.896,122.9,280.9,158,361.34,579.84,210.9,520.9,310,221.94,0,1
-77.531,150.3,116.64,9.46,117.5,150.5,309.5,159,456.76,698.86,228.5,538.5,310,247.02,0,1
-77.717,214.02,115.75,5.3022,100.28,130.28,273.28,143,165.1,364.77,305.28,658.28,353,203.83,0,1
-76.834,181.25,119.94,8.0421,121.88,156.88,314.88,158,296.29,531.75,267.88,596.88,329,240.1,0,1
-76.265,231.47,113.94,5.1778,97.347,131.35,279.35,148,203.06,394.74,183.35,447.47,264.12,192.64,0,1
-76.142,167.24,116.47,6.9637,92.168,127.17,282.17,155,270.52,483.01,244.17,568.17,324,215.94,0,1
-76.198,165.19,114.06,6.232,93.254,131.25,299.47,168.22,295.26,506.27,215.25,517.47,302.22,213.55,0,1
-76.629,162.71,113.82,6.1657,120.9,151.9,303.9,152,148.88,341.89,333.9,682.9,349,197.45,0,1
-77.479,227.38,120.65,5.9788,85.524,132.52,282.52,150,320.52,506.7,144.52,353.52,209,186.52,0,1
-78.522,247.89,119.56,5.3008,113.71,151.71,304.71,153,301.67,531.37,251.71,578.71,327,234.01,0,1
-76.742,189.22,111.34,5.2526,59.015,110.02,287.02,177,437.3,671.42,205.02,511.02,306,238.05,0,1
-77.302,170.98,116.09,6.274,108.37,146.37,296.37,150,218.09,431.65,238.37,544.37,306,215.81,0,1
-77.118,236.65,119.58,5.5436,74.817,122.82,284.07,161.25,224.98,440.1,214.07,498.07,284,216.6,0,1
-78.055,207.22,119.88,6.0909,123.76,160.76,312.76,152,179.75,389.09,336.76,682.76,346,214.7,0,1
-75.547,176.77,114.83,6.0067,85.591,126.59,310.59,184,332.44,560.26,220.59,528.59,308,230.99,0,1
-76.063,203.14,111.31,5.0695,66.361,115.36,279.36,164,177.43,381.87,210.36,495.36,285,205.55,0,1
-75.598,221.86,120.05,6.4562,93.653,132.65,295.65,163,370.43,572.73,212.65,515.65,303,205.56,0,1
-76.465,151.89,114.72,7.3574,121.23,151.23,299.23,148,246.98,456.29,231.23,536.23,305,211.75,0,1
-74.417,188.02,115.92,6.3338,78.317,118.32,292.32,174,222.67,450.78,297.32,647.32,350,233.21,0,1
-76.13,172.48,115.2,6.2064,96.655,130.66,282.66,152,264.67,482.03,228.66,538.66,310,220.05,0,1
-76.876,204.2,118.64,6.0435,59.242,108.24,260.99,152.74,320.52,522.24,197.99,482.99,285,203.68,0,1
-74.729,183.04,108.52,5.0482,56.236,93.236,252.24,159,145.86,366.41,282.24,627.24,345,223.39,0,1
-73.129,150.33,110.9,6.2151,68.699,110.7,306.5,195.8,308.19,525.86,223.7,538.5,314.8,220.8,0,1
-74.561,202.24,116.69,6.1622,72.869,114.87,289.87,175,174.48,371.3,256.87,577.87,321,199.02,0,1
-74.006,182.54,117.69,7.081,68.32,106.32,264.32,158,309.89,522.51,197.32,469.32,272,214.2,0,1
-76.366,169.94,111.83,5.3913,64.79,106.79,269.79,163,320.24,578.39,234.79,555.79,321,261.93,0,1
-74.961,170.29,112.3,5.803,80.031,118.03,288.03,170,107.62,311.45,323.03,665.03,342,206.52,0,1
-75.241,178.71,112.66,5.57,99.464,135.46,309.46,174,109.07,300.74,265.46,576.46,311,193.04,0,1
-78.85,235.27,119.55,5.4352,85.744,128.74,277.74,149,412.83,635.08,215.74,522.74,307,226.26,0,1
-77.064,193.49,118.64,6.4394,100.39,140.39,320.75,180.36,358.41,577.79,239.39,563.75,324.36,223.96,0,1
-75.453,214.68,116.36,5.6805,73.476,118.48,300.36,181.89,321.61,548.9,209.48,504.36,294.89,229.79,0,1
-76.52,256.78,115.12,4.924,83.917,131.92,319.92,188,348.04,565.53,199.92,495.92,296,220.09,0,1
-74.948,210.98,118.07,6.0984,67.974,110.97,293.97,183,152.89,386.47,305.97,642.97,337,236.78,0,1
-75.699,218,116.71,5.623,66.013,118.01,318.01,200,426.62,639.21,210.01,517.01,307,216.5,0,1
-77.606,197.3,110.66,4.8358,72.1,119.1,272.1,153,235.45,435.26,226.1,545.1,319,202.35,0,1
-77.892,205.51,117.19,5.7019,117.09,154.09,320.09,166,220.51,439.07,299.09,644.36,345.27,223.52,0,1
-77.428,202.53,118.62,6.0981,110.73,144.73,306.86,162.12,225.74,465.78,332.86,687.86,355,247.2,0,1
-76.234,221.84,114.89,5.1777,68.477,109.48,275.48,166,143.62,361.29,325.48,680.48,355,221.84,0,1
-77.514,234.67,119.56,5.489,62.995,112.99,270.88,157.89,274.25,491.12,215.88,511.88,296,219.04,0,1
-77.862,162.65,113.53,5.845,77.921,122.92,272.92,150,344.42,554.79,186.92,463.92,277,212.27,0,1
-75.374,203.19,117.35,6.1753,84.943,123.94,317.94,194,295.62,543.49,301.94,657.94,356,255.49,0,1
-77.418,216.3,118.73,5.8727,105.56,143.56,310.56,167,270.95,479.93,254.56,586.56,332,212.97,0,1
-78.496,242.35,120.01,5.5273,106.93,146.93,309.77,162.84,320.02,531.7,231.93,551.77,319.84,215.38,0,1
-76.001,162.16,111.65,5.5092,79.71,121.71,301.77,180.06,228.01,468.68,298.77,650.77,352,246.09,0,1
-75.808,193.06,115.38,5.7166,87.026,131.03,318.03,187,360.6,586.21,190.03,468.03,278,227.65,0,1
-78.364,204.45,118.48,5.7123,91.446,132.45,285.45,153,307.09,514.59,222.45,534.45,312,210.58,0,1
-77.469,189.91,114.39,5.413,67.95,114.95,277.11,162.16,332.57,545.85,202.11,501.11,299,215.85,0,1
-77.435,265.43,115.73,4.8068,78.8,120.8,272.8,152,244.42,461.58,148.8,369.8,221,217.85,0,1
-76.706,209.15,115.63,5.4412,88.252,120.25,276.25,156,117.35,314.04,271.25,593.25,322,198.38,0,1
-76.429,167.77,110.29,5.1165,79.898,126.9,296.9,170,209.12,415.15,197.9,474.9,277,207.19,0,1
-76.462,168.06,117.29,7.3631,101.36,135.36,305.36,170,253.35,472.26,232.36,537.36,305,221.32,0,1
-76.496,268.06,116.29,5.0012,94.523,133.52,316.52,183,225,432.81,256.52,589.52,333,211.16,0,1
-77.471,222.44,114.25,5.1211,83.543,135.54,312.54,177,493.01,726.92,156.54,401.54,245,235.51,0,1
-76.16,219.1,117.42,5.6444,64.024,114.02,290.02,176,161.55,378.86,279.02,606.02,327,219.89,0,1
-76.232,226.51,115.58,5.4288,64.114,113.11,300.11,187,361.63,590.58,231.11,557.11,326,233.42,0,1
-75.211,162.93,105.29,4.9243,80.649,128.65,313.55,184.9,181.51,373.97,193.65,472.55,278.9,193.49,0,1
-74.673,165.04,111.98,5.9202,57.513,103.51,299.51,196,488.66,733.45,218.51,533.51,315,249.98,0,1
-76.568,192.34,112.38,5.2441,75.526,121.53,309.53,188,415.38,651.99,214.53,527.53,313,240.79,0,1
-76.278,250.55,116.23,5.1121,80.953,119.95,286.95,167,150.71,341.74,261.95,588.95,327,193.19,0,1
-75.465,289.2,115.33,4.7428,76.155,118.16,291.4,173.24,123.94,327.1,230.4,522.4,292,204.22,0,1
-76.776,225.18,120.6,6.074,72.339,116.34,283.34,167,412.59,645.71,232.34,553.34,321,238.13,0,1
-75.123,161.36,109.38,5.3744,84.281,121.28,299.28,178,124.32,335.27,308.28,651.28,343,213.75,0,1
-76.28,163.61,110.8,5.3779,96.782,130.78,296.78,166,170.9,380.19,275.78,613.78,338,212.3,0,1
-75.363,186.03,115.54,6.1564,85.11,121.11,293.02,171.91,173.83,369.88,247.02,562.02,315,198.01,0,1
-77.508,239.61,113.91,4.7625,87.39,135.39,314.39,179,315.14,542.31,243.39,575.39,332,231.58,0,1
-76.27,171.7,113.23,5.7002,77.321,117.32,290.23,172.91,342.73,566.18,228.32,551.23,322.91,227.49,0,1
-77.363,247.7,118.75,5.3115,83.081,132.08,300.08,168,320.76,522.42,199.08,490.08,291,203.85,0,1
-77.127,270.58,119.3,5.4331,108.63,141.63,309.63,168,206.94,420.08,264.63,592.63,328,216.31,0,1
-75.69,230.77,118.43,5.6653,87.87,126.87,301.87,175,162.89,378.78,264.87,582.87,318,218.09,0,1
-75.505,163.24,108.2,5.0491,66.453,105.45,273.45,168,147.04,343.62,241.45,556.45,315,198.19,0,1
-76.395,171.26,110.32,5.1564,79.379,111.38,269.38,158,167.14,379.71,273.38,614.38,341,215.61,0,1
-76.565,210.45,114.13,5.1765,66.837,106.84,265.84,159,102.07,298.55,328.84,676.84,348,199.29,0,1
-78.311,238.45,119.06,5.528,91.92,124.92,277.92,153,284.02,492.96,213.92,519.92,306,211.5,0,1
-78.595,269.97,119.22,5.0395,86.994,125.99,266.99,141,292.62,520.34,198.99,482.99,284,229.66,0,1
-77.634,251.52,115.54,4.8445,64.773,107.77,266.67,158.89,296.13,540.22,283.67,643.67,360,251.07,0,1
-77.538,221.01,117.72,5.5719,114.22,148.22,319.22,171,229.91,429.82,284.22,630.22,346,204.65,0,1
-76.342,267.36,119.78,5.5996,77.574,115.57,281.57,166,255.24,491.74,216.57,510.57,294,238.5,0,1
-77.644,192.44,113.24,5.1917,78.089,123.09,285.86,162.77,360.49,576.54,209.09,514.19,305.1,219.27,0,1
-74.963,164.09,113.44,6.3346,93.406,129.41,311.41,182,235.35,443.41,224.41,528.41,304,210.18,0,1
-75.744,259.87,117.59,5.3988,60.742,120.74,314.74,194,305.78,510.67,189.74,466.74,277,206.52,0,1
-75.769,180.42,113.87,5.76,84.935,119.94,293.09,173.15,152.7,354.76,286.09,625.09,339,204.93,0,1
-76.892,179.81,112.3,5.2737,92.07,130.07,289.07,159,107.53,283.21,281.07,606.07,325,177.35,0,1
-76.146,176.02,111.46,5.3574,88.499,122.5,285.5,163,128.16,314.52,266.5,592.5,326,188.21,0,1
-75.461,228.39,117.05,5.6461,79.688,119.69,295.69,176,296.46,501.9,232.69,554.69,322,208.96,0,1
-77.495,255.82,120.52,5.6007,82.316,119.32,273.32,154,194.24,392.18,209.32,492.32,283,199.18,0,1
-77.449,228.05,114.03,4.8633,79.501,115.5,270.5,155,258.86,517.97,293.5,649.5,356,265.37,0,1
-77.876,221.75,117.9,5.5113,99.828,134.83,281.83,147,185.37,413.95,269.83,595.83,326,231.41,0,1
-75.788,180.01,113.52,5.6721,65.121,111.12,287.19,176.07,246.83,451.77,213.19,510.19,297,206.84,0,1
-76.432,192.7,114.46,5.5603,77.761,120.76,295.53,174.77,348.16,597.93,229.76,544.53,314.77,253.64,0,1
-77.022,211.44,119.22,6.038,63.555,115.56,292.56,177,369.5,574.35,224.56,542.56,318,208.91,0,1
-76.109,166.6,113.72,6.1012,95.01,129.01,290.01,161,134.4,355.17,313.01,654.01,341,223.86,0,1
-77.633,225.01,114.65,4.9254,79.893,125.89,284.89,159,254.67,457.74,205.89,501.89,296,204.95,0,1
-75.99,195.83,109.05,4.7683,58.246,112.25,290.25,178,259.22,460.64,204.25,504.25,300,203.41,0,1
-75.33,225.42,115.41,5.4697,95.635,128.63,300.4,171.77,143.82,343.39,297.4,639.4,342,202.64,0,1
-77.85,238.56,118.36,5.3838,107.48,145.48,304.58,159.1,221.8,459.88,268.04,593.58,325.54,241.4,0,1
-76.175,167.79,114.11,6.1373,94.945,128.95,289.95,161,119.88,322.66,239.95,528.95,289,203.78,0,1
-77.657,274.28,120.41,5.2526,82.501,118.5,267.5,149,225.93,441.11,240.5,559.5,319,217.89,0,1
-76.992,191.53,115.42,5.5674,103.01,142.01,307.01,165,224.06,464.36,244.01,551.01,307,242.73,0,1
-77.641,201.47,114.23,5.2939,98.731,141.73,310.73,169,345.69,540.71,174.73,444.73,270,196.56,0,1
-75.046,188.76,109.98,5.0975,78.303,116.3,290.62,174.32,140.4,349.38,271.62,601.4,329.79,211.18,0,1
-77.883,230.45,119.97,5.7758,116.64,152.64,319.64,167,303.73,504.72,219.64,524.69,305.05,203.8,0,1
-75.568,174.58,111.68,5.428,98.077,136.08,312.08,176,198.3,427.42,242.08,551.08,309,231.33,0,1
-76.908,167.31,114.98,6.155,91.387,137.39,320.39,183,431.38,691.47,202.39,491.39,289,263.18,0,1
-74.875,171.22,112.29,5.741,95.628,128.63,303.63,175,208.64,443.09,279.63,619.63,340,238.35,0,1
-77.734,194.19,118.92,6.5334,108.85,147.85,313.85,166,433.75,655.91,163.85,408.85,245,223.55,0,1
-77.202,202.73,118.19,5.9438,98.445,130.44,277.5,147.05,141.2,367.5,272.5,589.5,317,228.35,0,1
-77.544,232.05,118.02,5.4352,80.857,121.86,283.86,162,286.98,499.8,231.86,551.86,320,216.13,0,1
-75.88,181.6,116.67,6.435,77.184,114.18,279.19,165,204.68,417.52,230.19,529.19,299,214.62,0,1
-77.005,206.34,111.74,4.9501,79.585,116.58,275.45,158.87,173.43,364.83,239.45,561.45,322,193.44,0,1
-76.79,186.34,112.37,5.2424,89.393,132.39,305.39,173,229.5,474.25,279.39,620.39,341,249.05,0,1
-78.376,238.46,118.03,5.2309,76.505,129.5,294.5,165,496.25,722.8,173.5,436.5,263,228.8,0,1
-77.239,236.97,118.44,5.4175,82.603,120.6,269.6,149,121.93,325.47,294.6,628.6,334,205.86,0,1
-75.469,197.18,109.99,5.127,60.521,111.52,304.95,193.43,342.85,572.11,223.52,545.95,322.43,233.13,0,1
-76.212,168.51,111.81,5.6444,84.002,119,282,163,223.32,432.65,202,487,285,210.77,0,1
-76.098,164.15,111.95,5.7584,86.564,127.56,305.56,178,337.03,586.1,185.56,452.56,267,250.76,0,1
-74.915,162.46,113.3,6.3362,71.133,112.13,295.13,183,320.73,538.58,202.13,492.13,290,220.04,0,1
-75.229,183.06,109.26,5.029,78.693,115.69,286.69,171,125.08,328.59,263.69,584.69,321,205.24,0,1
-77.617,186.85,116.04,5.868,80.172,118.17,280.17,162,423.16,681.78,244.17,576.17,332,264.76,0,1
-77.406,220.23,116.94,5.5241,112.48,148.48,321.48,173,345.96,560.51,212.48,516.48,304,217.63,0,1
-77.893,201.87,116.46,5.452,104.22,147.22,312.22,165,266.35,484.17,258.22,592.22,334,221.93,0,1
-78.465,212.46,117.45,5.3667,55.294,119.29,273.29,154,448.24,671.44,178.29,442.29,264,225.27,0,1
-76.076,210.45,115.89,5.5561,73.787,125.79,314.79,189,331.02,536.41,200.79,492.79,292,207.69,0,1
-75.892,181.31,113.88,5.7046,77.347,118.35,290.35,172,236.53,467.36,284.35,633.35,349,235.79,0,1
-75.645,178.22,111.64,5.3864,74.865,116.86,290.86,174,305.45,537.52,163.86,405.86,242,233.04,0,1
-76.876,265.07,115.61,4.875,57.398,110.4,275.4,165,324.24,521.76,146.4,374.4,228,198.18,0,1
-76.143,196.94,110.87,4.9593,74.036,113.04,281.04,168,195.22,416.03,267.04,607.04,340,224.16,0,1
-77.634,205.29,120.72,6.7169,95.704,137.7,305.19,167.49,427.17,644.57,205.7,500.19,294.49,220.73,0,1
-75.526,199.58,115.9,5.8546,76.856,114.86,291.86,177,209.54,442.44,281.86,622.86,341,236.88,0,1
-76.035,210.28,118.89,6.1842,85.519,132.52,319.44,186.92,345.85,571.91,185.52,450.44,264.92,227.61,0,1
-78.646,163.62,112.73,5.5516,115.41,145.41,285.41,140,175.79,366.95,257.41,584.85,327.44,193.73,0,1
-76.237,175.04,111.9,5.3169,79.948,115.95,283.95,168,193.67,425.33,311.95,669.95,358,237.02,0,1
-76.137,174.64,110.41,5.1822,59.55,114.55,303.59,189.04,365.45,590.91,217.55,532.59,315.04,229.22,0,1
-75.631,165.59,111.33,5.5452,91.215,126.21,294.21,168,164.49,382.54,240.21,545.21,305,219.74,0,1
-77.442,220.64,114.2,5.013,86.549,132.55,293.55,161,278.33,459.66,179.55,448.55,269,182.57,0,1
-77.343,249.74,115.16,4.9045,73.617,115.62,265.62,150,115.03,309.78,250.62,557.62,307,195.99,0,1
-77.366,186.66,116.69,6.0016,103.98,140.98,306.98,166,329.56,533.76,194.98,478.98,284,206.26,0,1
-78.569,229.39,119.07,5.5665,98.842,146.84,320.84,174,477.68,709.69,209.84,514.84,305,236.31,0,1
-79.371,180.05,117.12,6.0022,113.01,144.01,274.01,130,212.66,416.95,271.01,609.01,338,207.99,0,1
-80.076,192.05,119.12,6.206,110.69,140.69,278.69,138,302.94,509.87,207.69,501.69,294,209.32,0,1
-75.781,162.98,116.5,7.4745,74.211,115.21,289.21,174,358.47,573.06,178.21,430.21,252,215.84,0,1
-75.412,182.25,116.18,6.4541,75.64,113.64,279.99,166.35,224.21,428.16,169.64,399.99,230.35,204.43,0,1
-74.702,215.08,112.29,5.1944,61.773,114.77,300.77,186,249.5,453.53,155.77,385.77,230,204.6,0,1
-77.556,172.93,114.04,5.6218,98.719,126.72,281.72,155,111.14,277.99,279.72,612.78,333.06,168.71,0,1
-74.859,164.5,110.95,5.6277,90.069,128.07,312.07,184,275.99,481.51,175.07,435.07,260,206.61,0,1
-77.179,209.46,114.22,5.1465,82.498,119.5,284.83,165.34,212.23,397.44,270.83,621.83,351,189.38,0,1
-77.896,218.96,117.55,5.4442,63.803,111.8,268.88,157.08,406.59,638.38,184.8,456.88,272.08,233.97,0,1
-77.978,209.57,110.71,4.5416,81.209,125.21,279.21,154,301.49,541.08,247.21,583.21,336,244.14,0,1
-77.578,205.43,117.76,5.8249,105.3,143.3,307.3,164,209.29,421.54,306.3,656.3,350,217.43,0,1
-76.199,176.62,113.64,5.6227,95.32,129.32,294.91,165.59,140.39,372.83,350.91,702.91,352,237.31,0,1
-76.959,184.49,115.89,5.8248,101.68,137.68,300.68,163,261.16,492.47,200.68,476.68,276,232.87,0,1
-77.221,251.86,119.99,5.4114,97.971,139.97,317.97,178,205.58,412.99,309.97,660.97,351,212.64,0,1
-76.827,211.42,118.34,5.9071,57.919,114.92,301.92,187,515.53,733.89,175.92,437.92,262,220.69,0,1
-77.702,203.13,118.32,5.8571,100.74,135.74,287.47,151.73,188.22,380.01,248.47,565.47,317,194.07,0,1
-75.883,176.34,112.14,5.4549,73.398,115.4,284.4,169,169.07,384.6,234.4,535.4,301,217.06,0,1
-76.934,202.97,113.18,5.1272,96.589,140.59,315.59,175,241.03,454.92,228.59,539.58,311,216.31,0,1
-76.81,248.87,116.27,5.1865,90.238,129.24,314.24,185,281.95,510.52,300.24,659.24,359,235.98,0,1
-76.64,196.64,114.32,5.5152,84.807,121.81,294.7,172.89,300.25,557.89,303.7,663.7,360,265.75,0,1
-76.274,180.06,110.06,5.1835,79.364,121.36,302.36,181,256.59,460.55,260.36,606.36,346,208.46,0,1
-76.96,192.84,116.98,6.0581,99.546,139.55,312.55,173,364.36,565.94,153.55,386.55,233,202.42,0,1
-76.141,196.39,109.06,4.7902,64.165,120.17,292.12,171.96,225,408.18,184.17,460.12,275.96,184.24,0,1
-78.35,161.49,116.42,7.2547,107.01,139.01,288.31,149.3,363.84,598.32,284.31,637.31,353,242.73,0,1
-76.738,268.12,114.27,4.5152,82.19,124.19,291.19,167,182.11,388.7,258.19,589.19,331,209.29,0,1
-77.072,200.82,111.21,4.9021,79.322,122.32,291.46,169.13,319.42,545.08,224.32,545.46,321.13,229.29,0,1
-77.187,195.17,111.05,4.9797,86.942,123.94,278.94,155,154.17,349.67,257.94,585.94,328,197.67,0,1
-76.352,215.29,117.52,5.7691,68.297,109.3,276.3,167,230.72,405.95,192.3,469.3,277,176.38,0,1
-77.894,211.78,113.72,5.0479,92.487,132.49,288.49,156,329.09,537.43,178.49,450.49,272,209.98,0,1
-76.586,241.54,113.91,4.9391,74.415,112.42,266.54,154.12,166.38,361.74,190.42,454.54,264.12,196.18,0,1
-75.982,179.31,115.85,6.2926,101.92,136.92,310.92,174,219.66,469.35,295.92,635.9,339.98,254.25,0,1
-76.834,210.97,116.48,5.4932,68.113,108.11,268.11,160,173.48,379.24,260.11,588.11,328,208.2,0,1
-76.334,223.03,117.21,5.5736,80.842,124.84,312.84,188,332.44,541.7,233.84,559.84,326,213.39,0,1
-78.852,195.94,116.4,5.6291,83.135,116.14,266.27,150.14,374.69,613.12,239.27,574.49,335.22,243.87,0,1
-76.27,212.18,115.05,5.4726,68.359,126.36,319.36,193,528.78,743.9,155.36,395.36,240,216.63,0,1
-76.108,223.27,114.74,5.2081,62.195,108.19,291.19,183,371.03,611.2,213.19,521.19,308,243.62,0,1
-77.856,229.86,115.72,5.0323,92.513,125.51,278.51,153,204.42,396.42,245.51,574.51,329,194.75,0,1
-76.163,188.7,116.38,6.1671,104.38,138.38,306.38,168,309.68,542.17,188.38,457.38,269,234.14,0,1
-75.156,168.75,113.18,5.9663,85.623,124.62,309.62,185,318.34,552.62,217.62,520.62,303,237.1,0,1
-77.031,193.41,113.27,5.2657,67.987,110.99,271.99,161,253.52,471.33,249.99,586.99,337,221.63,0,1
-75.555,244.13,120.38,5.9235,68.368,113.37,278.85,165.49,168.38,353.37,209.85,484.85,275,185.91,0,1
-75.401,207.32,112.06,5.1685,77.598,120.6,309.6,189,160,361.26,298.6,645.6,347,204.83,0,1
-74.869,194.13,110.53,5.2302,57.784,96.784,267.78,171,149.76,366.65,286.78,631.78,345,219.86,0,1
